Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/04/2020,02/05/2020,02/28/2020,01/16/2020,Normal,0.67
11/04/2019,11/05/2019,12/02/2019,10/17/2019,Normal,0.67
08/02/2019,08/05/2019,08/30/2019,07/18/2019,Normal,0.63
05/03/2019,05/06/2019,05/30/2019,04/19/2019,Normal,0.63
02/04/2019,02/05/2019,02/28/2019,01/17/2019,Normal,0.63
11/02/2018,11/05/2018,11/30/2018,10/19/2018,Normal,0.63
08/03/2018,08/06/2018,08/30/2018,07/19/2018,Normal,0.59
05/04/2018,05/07/2018,05/30/2018,04/19/2018,Normal,0.59
02/02/2018,02/05/2018,02/28/2018,01/19/2018,Normal,0.59
11/03/2017,11/06/2017,11/30/2017,10/19/2017,Normal,0.59
08/04/2017,08/08/2017,08/30/2017,07/25/2017,Normal,0.55
05/03/2017,05/05/2017,05/30/2017,04/20/2017,Normal,0.55
02/02/2017,02/06/2017,02/28/2017,01/19/2017,Normal,0.55
11/03/2016,11/07/2016,11/30/2016,10/20/2016,Normal,0.55
08/03/2016,08/05/2016,08/30/2016,07/21/2016,Normal,0.51
05/03/2016,05/05/2016,05/31/2016,04/21/2016,Normal,0.51
02/03/2016,02/05/2016,02/29/2016,01/21/2016,Normal,0.51
11/03/2015,11/05/2015,11/30/2015,10/15/2015,Normal,0.51
08/03/2015,08/05/2015,08/31/2015,07/16/2015,Normal,0.47
05/01/2015,05/05/2015,06/01/2015,04/16/2015,Normal,0.47
02/03/2015,02/05/2015,03/02/2015,01/15/2015,Normal,0.47
11/03/2014,11/05/2014,12/01/2014,09/18/2014,Normal,0.47
08/01/2014,08/05/2014,09/02/2014,07/17/2014,Normal,0.43
05/02/2014,05/06/2014,05/30/2014,04/17/2014,Normal,0.43
02/03/2014,02/05/2014,02/28/2014,01/16/2014,Normal,0.43
11/04/2013,11/06/2013,12/02/2013,09/19/2013,Normal,0.43
08/02/2013,08/06/2013,08/30/2013,07/18/2013,Normal,0.38
05/03/2013,05/07/2013,05/30/2013,04/18/2013,Normal,0.38
02/04/2013,02/06/2013,02/28/2013,01/17/2013,Normal,0.38
11/01/2012,11/05/2012,11/30/2012,09/21/2012,Normal,0.38
08/02/2012,08/06/2012,08/30/2012,07/20/2012,Normal,0.33
05/03/2012,05/07/2012,05/30/2012,04/20/2012,Normal,0.33
02/02/2012,02/06/2012,02/29/2012,01/20/2012,Normal,0.33
11/03/2011,11/07/2011,11/30/2011,10/21/2011,Normal,0.30
08/03/2011,08/05/2011,08/30/2011,07/22/2011,Normal,0.30
05/03/2011,05/05/2011,05/31/2011,04/22/2011,Normal,0.30
02/03/2011,02/07/2011,02/28/2011,01/21/2011,Normal,0.30
11/03/2010,11/05/2010,11/30/2010,10/22/2010,Normal,0.30
08/03/2010,08/05/2010,08/30/2010,07/16/2010,Normal,0.30
05/03/2010,05/05/2010,06/01/2010,04/16/2010,Normal,0.30
02/03/2010,02/05/2010,03/01/2010,01/22/2010,Normal,0.30
11/03/2009,11/05/2009,11/30/2009,10/16/2009,Normal,0.30
08/03/2009,08/05/2009,08/31/2009,07/17/2009,Normal,0.30
05/01/2009,05/05/2009,06/01/2009,04/17/2009,Normal,0.30
02/03/2009,02/05/2009,03/02/2009,01/23/2009,Normal,0.30
11/03/2008,11/05/2008,12/01/2008,10/17/2008,Normal,0.30
08/01/2008,08/05/2008,09/02/2008,07/18/2008,Normal,0.30
