date,zmijewski_score
"Dec. 31, 2019",-0.3976
"Sept. 30, 2019",-0.4173
"June 30, 2019",-0.3894
"March 31, 2019",-0.4181
"Dec. 31, 2018",-0.4152
"Sept. 30, 2018",-0.4153
"June 30, 2018",-0.367
"March 31, 2018",-0.3615
"Dec. 31, 2017",-0.3518
"Sept. 30, 2017",-0.4258
"June 30, 2017",-0.4243
"March 31, 2017",-0.4257
"Dec. 31, 2016",-0.4436
"Sept. 30, 2016",-0.5041
"June 30, 2016",-0.4603
"March 31, 2016",-0.4779
"Dec. 31, 2015",-0.4792
"Sept. 30, 2015",-0.515
"June 30, 2015",-0.4688
"March 31, 2015",-0.4757
"Dec. 31, 2014",-0.523
"Sept. 30, 2014",-0.5688
"June 30, 2014",-0.5413
"March 31, 2014",-0.5498
"Dec. 31, 2013",-0.5176
"Sept. 30, 2013",-0.1775
"June 30, 2013",-0.1501
"March 31, 2013",-0.1953
"Dec. 31, 2012",-0.1897
"Sept. 30, 2012",-0.6306
"June 30, 2012",-0.5774
"March 31, 2012",-0.5401
"Dec. 31, 2011",-0.6895
"Sept. 30, 2011",-0.7387
"June 30, 2011",-0.5974
"March 31, 2011",-0.59
"Dec. 31, 2010",-0.5817
"Sept. 30, 2010",
"June 30, 2010",-0.7048
"March 31, 2010",-0.7051
"Dec. 31, 2009",-0.7003
"Sept. 30, 2009",-0.7047
"June 30, 2009",-0.5679
"March 31, 2009",-0.5686
"Dec. 31, 2008",-0.5792
"Sept. 30, 2008",-0.663
"June 30, 2008",-0.5992
"March 31, 2008",-0.6484
"Dec. 31, 2007",-0.6478
"Sept. 30, 2007",-0.6693
"June 30, 2007",-0.6334
"March 31, 2007",-0.6991
"Dec. 31, 2006",-0.70
"Sept. 30, 2006",-0.7581
"June 30, 2006",-0.7344
"March 31, 2006",-0.7564
"Dec. 31, 2005",-0.8008
"Sept. 30, 2005",-0.8541
"June 30, 2005",-0.8565
"March 31, 2005",-0.7236
"Dec. 31, 2004",-0.6977
"Sept. 30, 2004",-0.7282
"June 30, 2004",-0.9263
"March 31, 2004",-0.9173
"Dec. 31, 2003",-0.6482
"Sept. 30, 2003",-0.7294
"June 30, 2003",-0.661
"March 31, 2003",-0.6394
"Dec. 31, 2002",-0.7021
"Sept. 30, 2002",-1.003
"June 30, 2002",-0.8775
"March 31, 2002",-0.9008
"Dec. 31, 2001",-0.8252
"Sept. 30, 2001",-0.8452
"June 30, 2001",-0.7775
"March 31, 2001",-0.8654
"Dec. 31, 2000",-0.8812
"Sept. 30, 2000",-0.9242
"June 30, 2000",-0.8903
"March 31, 2000",-0.8626
"Dec. 31, 1999",-0.9066
"Sept. 30, 1999",-0.9626
"June 30, 1999",-0.9305
"March 31, 1999",-0.9593
"Dec. 31, 1998",-0.9647
"Sept. 30, 1998",-0.9221
"June 30, 1998",-0.8739
