date,sales_est_0y
"March 17, 2020",6.288B
"March 5, 2020",6.335B
"March 4, 2020",6.394B
"March 2, 2020",6.428B
"Feb. 27, 2020",6.652B
"Feb. 26, 2020",6.480B
"Feb. 21, 2020",6.480B
"Feb. 11, 2020",6.490B
"Feb. 10, 2020",6.490B
"Feb. 3, 2020",6.490B
"Jan. 22, 2020",6.490B
"Jan. 17, 2020",6.516B
"Jan. 16, 2020",6.538B
"Jan. 15, 2020",6.538B
"Jan. 13, 2020",6.539B
"Dec. 31, 2019",6.235B
"Dec. 11, 2019",6.227B
"Dec. 9, 2019",6.253B
"Dec. 2, 2019",6.250B
"Nov. 25, 2019",6.253B
"Nov. 22, 2019",6.377B
"Nov. 18, 2019",6.377B
"Nov. 11, 2019",6.338B
"Oct. 29, 2019",6.345B
"Oct. 21, 2019",6.344B
"Oct. 17, 2019",6.344B
"Oct. 16, 2019",6.355B
"Oct. 10, 2019",6.355B
"Oct. 8, 2019",6.355B
"Sept. 24, 2019",6.376B
"Sept. 9, 2019",6.355B
"Sept. 4, 2019",6.363B
"Aug. 26, 2019",6.321B
"Aug. 9, 2019",6.321B
"Aug. 5, 2019",6.282B
"Aug. 4, 2019",6.284B
"Aug. 3, 2019",6.368B
"July 25, 2019",6.368B
"July 22, 2019",6.327B
"July 18, 2019",6.296B
"June 14, 2019",6.324B
"June 4, 2019",6.332B
"May 13, 2019",6.321B
"May 10, 2019",6.327B
"May 9, 2019",6.393B
"April 30, 2019",6.405B
"April 25, 2019",6.405B
"April 18, 2019",6.425B
"April 10, 2019",6.433B
"April 8, 2019",6.448B
"March 29, 2019",6.430B
"March 20, 2019",6.420B
"March 18, 2019",6.435B
"March 5, 2019",6.397B
"March 4, 2019",6.391B
"Feb. 22, 2019",6.373B
"Feb. 15, 2019",6.377B
"Feb. 14, 2019",6.345B
"Feb. 12, 2019",6.438B
"Jan. 28, 2019",6.438B
"Jan. 23, 2019",6.438B
"Jan. 14, 2019",6.416B
"Jan. 11, 2019",6.415B
"Jan. 7, 2019",6.419B
"Jan. 4, 2019",6.419B
"Dec. 31, 2018",6.313B
"Nov. 12, 2018",6.292B
"Nov. 1, 2018",6.337B
"Oct. 31, 2018",6.292B
"Oct. 19, 2018",6.310B
"Oct. 17, 2018",6.298B
"Oct. 3, 2018",6.298B
"Sept. 28, 2018",6.298B
"Sept. 26, 2018",6.298B
"Sept. 11, 2018",6.295B
"Sept. 6, 2018",6.305B
"Sept. 4, 2018",6.299B
"Aug. 29, 2018",6.299B
"Aug. 20, 2018",6.324B
"Aug. 13, 2018",6.370B
"Aug. 6, 2018",6.370B
"Aug. 4, 2018",6.339B
"Aug. 3, 2018",6.311B
"July 20, 2018",6.285B
"July 19, 2018",6.279B
"July 6, 2018",6.260B
"June 6, 2018",6.212B
"May 29, 2018",6.212B
"May 22, 2018",6.224B
"May 19, 2018",6.242B
"May 18, 2018",6.245B
"May 17, 2018",6.244B
"May 14, 2018",6.244B
"May 10, 2018",6.263B
"May 9, 2018",6.229B
"May 1, 2018",6.215B
"April 20, 2018",6.211B
"April 19, 2018",6.229B
"April 18, 2018",6.230B
"April 13, 2018",6.254B
"April 2, 2018",6.291B
"March 27, 2018",6.284B
"March 8, 2018",6.299B
"March 5, 2018",6.297B
"March 3, 2018",6.327B
"March 2, 2018",6.335B
"March 1, 2018",6.330B
"Feb. 21, 2018",6.345B
"Feb. 20, 2018",6.345B
"Feb. 17, 2018",6.230B
"Feb. 16, 2018",6.196B
"Feb. 15, 2018",6.398B
"Feb. 2, 2018",6.397B
"Jan. 12, 2018",6.414B
"Jan. 10, 2018",6.420B
