date,accruals
"Dec. 31, 2019",-408.00M
"Sept. 30, 2019",-425.00M
"June 30, 2019",-313.00M
"March 31, 2019",-196.00M
"Dec. 31, 2018",-416.00M
"Sept. 30, 2018",-509.00M
"June 30, 2018",-323.00M
"March 31, 2018",-107.00M
"Dec. 31, 2017",-531.00M
"Sept. 30, 2017",-496.00M
"June 30, 2017",-339.00M
"March 31, 2017",-229.00M
"Dec. 31, 2016",-526.00M
"Sept. 30, 2016",-427.00M
"June 30, 2016",-267.00M
"March 31, 2016",-244.00M
"Dec. 31, 2015",-460.00M
"Sept. 30, 2015",-418.00M
"June 30, 2015",-319.00M
"March 31, 2015",-204.00M
"Dec. 31, 2014",-314.00M
"Sept. 30, 2014",-256.00M
"June 30, 2014",-266.00M
"March 31, 2014",-143.00M
"Dec. 31, 2013",-342.00M
"Sept. 30, 2013",-244.00M
"June 30, 2013",-294.00M
"March 31, 2013",-524.00M
"Dec. 31, 2012",-1.534B
"Sept. 30, 2012",-177.00M
"June 30, 2012",-167.00M
"March 31, 2012",-786.00M
"Dec. 31, 2011",-288.00M
"Sept. 30, 2011",-381.00M
"June 30, 2011",-201.00M
"March 31, 2011",-489.00M
"Dec. 31, 2010",-275.00M
"Sept. 30, 2010",-892.00M
"June 30, 2010",-239.00M
"March 31, 2010",-278.00M
"Dec. 31, 2009",-202.00M
"Sept. 30, 2009",-598.00M
"June 30, 2009",-190.00M
"March 31, 2009",-375.00M
"Dec. 31, 2008",-214.00M
"Sept. 30, 2008",-548.00M
"June 30, 2008",34.00M
"March 31, 2008",-191.00M
"Dec. 31, 2007",-74.00M
"Sept. 30, 2007",-133.00M
"June 30, 2007",-42.00M
"March 31, 2007",-235.00M
"Dec. 31, 2006",-149.00M
"Sept. 30, 2006",-157.00M
"June 30, 2006",-123.00M
"March 31, 2006",-303.00M
"Dec. 31, 2005",-142.00M
"Sept. 30, 2005",-60.00M
"June 30, 2005",-207.00M
"March 31, 2005",-236.00M
"Dec. 31, 2004",-310.00M
"Sept. 30, 2004",-68.00M
"June 30, 2004",-74.00M
"March 31, 2004",-147.00M
"Dec. 31, 2003",-132.00M
"Sept. 30, 2003",-147.00M
"June 30, 2003",-94.00M
"March 31, 2003",-125.00M
"Dec. 31, 2002",-132.00M
"Sept. 30, 2002",-147.00M
"June 30, 2002",-121.00M
"March 31, 2002",-51.00M
"Dec. 31, 2001",34.00M
"Sept. 30, 2001",-244.05M
"June 30, 2001",69.60M
"March 31, 2001",-128.05M
"Dec. 31, 2000",-67.68M
"Sept. 30, 2000",-251.53M
"June 30, 2000",67.35M
"March 31, 2000",-146.62M
"Dec. 31, 1999",-69.30M
"Sept. 30, 1999",-254.50M
"June 30, 1999",-95.14M
"March 31, 1999",-113.60M
"Dec. 31, 1998",-135.00M
"Sept. 30, 1998",-189.20M
"June 30, 1998",5.90M
"March 31, 1998",-98.40M
