date,receivables_turnover
"Dec. 31, 2019",1.708
"Sept. 30, 2019",1.969
"June 30, 2019",1.616
"March 31, 2019",1.868
"Dec. 31, 2018",1.589
"Sept. 30, 2018",1.765
"June 30, 2018",1.667
"March 31, 2018",1.856
"Dec. 31, 2017",1.654
"Sept. 30, 2017",2.014
"June 30, 2017",1.910
"March 31, 2017",1.959
"Dec. 31, 2016",1.667
"Sept. 30, 2016",2.226
"June 30, 2016",1.893
"March 31, 2016",2.056
"Dec. 31, 2015",1.656
"Sept. 30, 2015",2.125
"June 30, 2015",1.642
"March 31, 2015",1.939
"Dec. 31, 2014",1.761
"Sept. 30, 2014",1.905
"June 30, 2014",1.451
"March 31, 2014",1.683
"Dec. 31, 2013",1.548
"Sept. 30, 2013",2.032
"June 30, 2013",1.733
"March 31, 2013",1.932
"Dec. 31, 2012",1.586
"Sept. 30, 2012",1.976
"June 30, 2012",1.749
"March 31, 2012",1.755
"Dec. 31, 2011",0.2074
"Sept. 30, 2011",2.122
"June 30, 2011",1.589
"March 31, 2011",1.692
"Dec. 31, 2010",1.536
"Sept. 30, 2010",
"June 30, 2010",1.597
"March 31, 2010",1.779
"Dec. 31, 2009",1.758
"Sept. 30, 2009",1.815
"June 30, 2009",1.483
"March 31, 2009",1.612
"Dec. 31, 2008",1.913
"Sept. 30, 2008",2.444
"June 30, 2008",1.892
"March 31, 2008",2.187
"Dec. 31, 2007",1.678
"Sept. 30, 2007",1.736
"June 30, 2007",1.594
"March 31, 2007",2.058
"Dec. 31, 2006",2.004
"Sept. 30, 2006",2.441
"June 30, 2006",1.788
"March 31, 2006",1.931
"Dec. 31, 2005",1.921
"Sept. 30, 2005",2.299
"June 30, 2005",2.023
"March 31, 2005",2.079
"Dec. 31, 2004",1.910
"Sept. 30, 2004",1.962
"June 30, 2004",2.041
"March 31, 2004",2.272
"Dec. 31, 2003",1.861
"Sept. 30, 2003",2.337
"June 30, 2003",1.889
"March 31, 2003",2.257
"Dec. 31, 2002",1.731
"Sept. 30, 2002",2.236
"June 30, 2002",2.021
"March 31, 2002",2.494
"Dec. 31, 2001",0.6966
"Sept. 30, 2001",2.591
"June 30, 2001",2.149
"March 31, 2001",2.099
"Dec. 31, 2000",1.771
"Sept. 30, 2000",2.553
"June 30, 2000",2.394
"March 31, 2000",2.293
"Dec. 31, 1999",1.633
"Sept. 30, 1999",2.358
"June 30, 1999",1.862
"March 31, 1999",1.741
"Dec. 31, 1998",1.431
"Sept. 30, 1998",2.208
"June 30, 1998",1.921
"March 31, 1998",1.784
