Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
06/07/2004,06/09/2004,06/30/2004,04/27/2004,Normal,0.635
03/08/2004,03/10/2004,03/31/2004,02/13/2004,Normal,0.635
12/08/2003,12/10/2003,12/31/2003,10/10/2003,Normal,0.635
09/08/2003,09/10/2003,09/30/2003,08/25/2003,Normal,0.635
06/09/2003,06/11/2003,06/30/2003,04/22/2003,Normal,0.635
03/10/2003,03/12/2003,03/31/2003,02/14/2003,Normal,0.635
12/09/2002,12/11/2002,12/31/2002,10/11/2002,Normal,0.635
09/09/2002,09/11/2002,09/30/2002,08/23/2002,Normal,0.635
06/06/2002,06/10/2002,06/28/2002,04/23/2002,Normal,0.635
03/07/2002,03/11/2002,03/29/2002,02/08/2002,Normal,0.635
12/06/2001,12/10/2001,12/31/2001,10/12/2001,Normal,0.635
09/07/2001,09/11/2001,09/28/2001,08/23/2001,Normal,0.635
06/06/2001,06/08/2001,06/29/2001,04/24/2001,Normal,0.635
03/06/2001,03/08/2001,03/30/2001,01/25/2001,Normal,0.635
12/07/2000,12/11/2000,12/29/2000,10/13/2000,Normal,0.635
09/07/2000,09/11/2000,09/29/2000,08/25/2000,Normal,0.635
06/06/2000,06/08/2000,06/30/2000,04/25/2000,Normal,0.635
03/07/2000,03/09/2000,03/31/2000,02/11/2000,Normal,0.635
12/06/1999,12/08/1999,12/31/1999,10/08/1999,Normal,0.635
09/03/1999,09/08/1999,09/30/1999,08/27/1999,Normal,0.635
06/07/1999,06/09/1999,06/30/1999,04/27/1999,Normal,0.635
03/08/1999,03/10/1999,03/31/1999,02/12/1999,Normal,0.635
12/07/1998,12/09/1998,12/31/1998,10/09/1998,Normal,0.635
09/08/1998,09/10/1998,09/30/1998,08/28/1998,Normal,0.635
06/08/1998,06/10/1998,06/30/1998,04/28/1998,Normal,0.635
03/06/1998,03/10/1998,03/31/1998,02/13/1998,Normal,0.635
11/14/1997,11/12/1997,--,10/03/1997,Normal,0.635
09/05/1997,09/03/1997,--,07/25/1997,Normal,0.635
06/06/1997,06/04/1997,--,04/25/1997,Normal,0.635
03/06/1997,03/04/1997,--,01/23/1997,Normal,0.635
12/06/1996,12/04/1996,--,10/25/1996,Normal,0.635
09/05/1996,09/03/1996,--,07/25/1996,Normal,0.625
06/06/1996,06/04/1996,--,04/25/1996,Normal,0.625
03/07/1996,03/05/1996,--,01/25/1996,Normal,0.625
12/04/1995,11/30/1995,--,10/25/1995,Normal,0.625
09/01/1995,08/30/1995,--,07/21/1995,Normal,0.61
06/01/1995,05/30/1995,--,04/20/1995,Normal,0.61
03/02/1995,02/28/1995,--,01/19/1995,Normal,0.61
12/01/1994,11/29/1994,--,10/20/1994,Normal,0.61
09/01/1994,08/30/1994,--,07/21/1994,Normal,0.595
06/02/1994,05/31/1994,--,04/21/1994,Normal,0.595
03/03/1994,03/01/1994,--,01/20/1994,Normal,0.595
12/02/1993,11/30/1993,--,10/21/1993,Normal,0.595
09/01/1993,08/30/1993,--,07/23/1993,Normal,0.58
06/03/1993,06/01/1993,--,04/22/1993,Normal,0.58
03/03/1993,03/01/1993,--,01/22/1993,Normal,0.58
12/03/1992,12/01/1992,--,10/22/1992,Normal,0.58
09/02/1992,08/31/1992,--,07/24/1992,Normal,0.56
06/04/1992,06/02/1992,--,04/23/1992,Normal,0.56
03/03/1992,02/28/1992,--,01/23/1992,Normal,0.56
11/27/1991,11/25/1991,--,10/18/1991,Normal,0.56
08/28/1991,08/26/1991,--,07/19/1991,Normal,0.54
05/30/1991,05/28/1991,--,04/18/1991,Normal,0.54
02/28/1991,02/26/1991,--,01/17/1991,Normal,0.54
11/29/1990,11/27/1990,--,10/18/1990,Normal,0.54
08/29/1990,08/27/1990,--,07/20/1990,Normal,0.52
05/31/1990,05/29/1990,--,04/19/1990,Normal,0.52
03/01/1990,02/27/1990,--,01/18/1990,Normal,0.52
12/01/1989,11/29/1989,--,10/20/1989,Normal,0.52
08/31/1989,08/29/1989,--,07/20/1989,Normal,0.50
06/02/1989,05/31/1989,--,04/21/1989,Normal,0.50
03/03/1989,03/01/1989,--,01/20/1989,Normal,0.50
12/01/1988,11/29/1988,--,10/20/1988,Normal,0.50
09/02/1988,08/31/1988,--,07/22/1988,Normal,0.48
06/03/1988,06/01/1988,--,04/22/1988,Normal,0.48
03/03/1988,03/01/1988,--,01/21/1988,Normal,0.48
12/01/1987,11/27/1987,--,10/22/1987,Normal,0.48
09/02/1987,08/31/1987,--,07/24/1987,Normal,0.48
06/03/1987,06/01/1987,--,04/24/1987,Normal,0.48
03/03/1987,02/27/1987,--,01/22/1987,Normal,0.48
12/01/1986,11/27/1986,--,10/22/1986,Normal,0.48
09/02/1986,08/29/1986,--,07/24/1986,Normal,0.46
06/02/1986,05/29/1986,--,04/23/1986,Normal,0.46
03/03/1986,02/27/1986,--,01/22/1986,Normal,0.46
12/02/1985,11/28/1985,--,10/23/1985,Normal,0.46
09/03/1985,08/30/1985,--,07/25/1985,Normal,0.46
06/03/1985,05/30/1985,--,04/24/1985,Normal,0.43
03/01/1985,02/27/1985,--,01/18/1985,Normal,0.43
12/03/1984,11/29/1984,--,10/24/1984,Normal,0.43
09/04/1984,08/31/1984,--,07/26/1984,Normal,0.43
06/01/1984,05/30/1984,--,04/20/1984,Normal,0.43
03/01/1984,02/28/1984,--,01/19/1984,Normal,0.43
