Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
03/10/2020,03/11/2020,03/31/2020,02/14/2020,Normal,0.495
12/10/2019,12/11/2019,12/31/2019,10/11/2019,Normal,0.495
09/10/2019,09/11/2019,09/30/2019,08/09/2019,Normal,0.475
06/11/2019,06/12/2019,06/28/2019,05/03/2019,Normal,0.475
03/12/2019,03/13/2019,03/29/2019,02/08/2019,Normal,0.475
12/11/2018,12/12/2018,12/31/2018,10/12/2018,Normal,0.475
09/11/2018,09/12/2018,09/28/2018,08/10/2018,Normal,0.4575
06/12/2018,06/13/2018,06/29/2018,05/07/2018,Normal,0.4575
03/13/2018,03/14/2018,03/29/2018,02/12/2018,Normal,0.4575
12/12/2017,12/13/2017,12/29/2017,10/13/2017,Normal,0.4575
09/12/2017,09/13/2017,09/29/2017,08/11/2017,Normal,0.44
06/12/2017,06/14/2017,06/30/2017,04/28/2017,Normal,0.44
03/10/2017,03/14/2017,03/31/2017,02/10/2017,Normal,0.44
12/05/2016,12/07/2016,12/30/2016,10/14/2016,Normal,0.44
09/06/2016,09/08/2016,09/30/2016,08/12/2016,Normal,0.425
06/06/2016,06/08/2016,06/30/2016,05/02/2016,Normal,0.425
03/07/2016,03/09/2016,03/31/2016,02/12/2016,Normal,0.425
12/07/2015,12/09/2015,12/31/2015,10/09/2015,Normal,0.425
09/08/2015,09/10/2015,09/30/2015,08/14/2015,Normal,0.41
06/08/2015,06/10/2015,06/30/2015,04/24/2015,Normal,0.41
03/09/2015,03/11/2015,03/31/2015,02/13/2015,Normal,0.41
12/08/2014,12/10/2014,12/31/2014,10/10/2014,Normal,0.41
09/08/2014,09/10/2014,09/30/2014,08/08/2014,Normal,0.40
06/09/2014,06/11/2014,06/30/2014,04/24/2014,Normal,0.40
03/10/2014,03/12/2014,03/31/2014,02/14/2014,Normal,0.40
12/09/2013,12/11/2013,12/31/2013,10/14/2013,Normal,0.40
09/09/2013,09/11/2013,09/30/2013,08/09/2013,Normal,0.40
06/10/2013,06/12/2013,06/28/2013,04/23/2013,Normal,0.40
03/11/2013,03/13/2013,03/29/2013,02/08/2013,Normal,0.40
12/10/2012,12/12/2012,12/31/2012,10/13/2012,Normal,0.40
09/10/2012,09/12/2012,09/28/2012,08/11/2012,Normal,0.40
06/11/2012,06/13/2012,06/29/2012,04/25/2012,Normal,0.40
03/12/2012,03/14/2012,03/30/2012,02/11/2012,Normal,0.40
12/05/2011,12/07/2011,12/30/2011,10/15/2011,Normal,0.40
09/06/2011,09/08/2011,09/30/2011,08/15/2011,Normal,0.385
06/06/2011,06/08/2011,06/30/2011,04/22/2011,Normal,0.385
03/07/2011,03/09/2011,03/31/2011,02/10/2011,Normal,0.385
12/06/2010,12/08/2010,12/31/2010,10/09/2010,Normal,0.385
09/07/2010,09/09/2010,09/30/2010,08/16/2010,Normal,0.385
06/07/2010,06/09/2010,06/30/2010,04/28/2010,Normal,0.385
03/08/2010,03/10/2010,03/31/2010,02/15/2010,Normal,0.385
12/07/2009,12/09/2009,12/31/2009,10/12/2009,Normal,0.385
09/08/2009,09/10/2009,09/30/2009,08/17/2009,Normal,0.385
06/08/2009,06/10/2009,06/30/2009,04/30/2009,Normal,0.385
03/09/2009,03/11/2009,03/31/2009,02/18/2009,Normal,0.385
12/08/2008,12/10/2008,12/31/2008,10/14/2008,Normal,0.635
09/08/2008,09/10/2008,09/30/2008,08/11/2008,Normal,0.635
06/09/2008,06/11/2008,06/30/2008,04/22/2008,Normal,0.635
03/03/2008,03/05/2008,03/31/2008,02/08/2008,Normal,0.635
12/03/2007,12/05/2007,12/31/2007,10/12/2007,Normal,0.635
09/04/2007,09/06/2007,09/28/2007,08/10/2007,Normal,0.635
06/04/2007,06/06/2007,06/29/2007,04/24/2007,Normal,0.635
03/05/2007,03/07/2007,03/30/2007,02/09/2007,Normal,0.635
12/04/2006,12/06/2006,12/29/2006,10/13/2006,Normal,0.635
09/05/2006,09/07/2006,09/29/2006,08/25/2006,Normal,0.635
06/05/2006,06/07/2006,06/30/2006,05/02/2006,Normal,0.635
03/06/2006,03/08/2006,03/31/2006,02/10/2006,Normal,0.635
12/05/2005,12/07/2005,12/30/2005,10/14/2005,Normal,0.635
09/06/2005,09/08/2005,09/30/2005,08/26/2005,Normal,0.635
06/06/2005,06/08/2005,06/30/2005,04/26/2005,Normal,0.635
03/07/2005,03/09/2005,03/31/2005,01/26/2005,Normal,0.635
12/06/2004,12/08/2004,12/31/2004,10/08/2004,Normal,0.635
09/07/2004,09/09/2004,09/30/2004,08/27/2004,Normal,0.635
