date,asset_utilization
"Dec. 31, 2019",0.2106
"Sept. 30, 2019",0.2173
"June 30, 2019",0.2228
"March 31, 2019",0.233
"Dec. 31, 2018",0.2368
"Sept. 30, 2018",0.2389
"June 30, 2018",0.242
"March 31, 2018",0.2445
"Dec. 31, 2017",0.2444
"Sept. 30, 2017",0.2462
"June 30, 2017",0.2554
"March 31, 2017",0.2548
"Dec. 31, 2016",0.2539
"Sept. 30, 2016",0.2545
"June 30, 2016",0.2556
"March 31, 2016",0.2564
"Dec. 31, 2015",0.2642
"Sept. 30, 2015",0.271
"June 30, 2015",0.2682
"March 31, 2015",0.2739
"Dec. 31, 2014",0.2803
"Sept. 30, 2014",0.2779
"June 30, 2014",0.2754
"March 31, 2014",0.2737
"Dec. 31, 2013",0.2656
"Sept. 30, 2013",0.257
"June 30, 2013",0.2588
"March 31, 2013",0.2573
"Dec. 31, 2012",0.2508
"Sept. 30, 2012",0.2027
"June 30, 2012",0.2269
"March 31, 2012",0.2425
"Dec. 31, 2011",0.2622
"Sept. 30, 2011",0.3274
"June 30, 2011",0.3254
"March 31, 2011",0.322
"Dec. 31, 2010",0.3222
"Sept. 30, 2010",0.3225
"June 30, 2010",0.3049
"March 31, 2010",0.3053
"Dec. 31, 2009",0.3069
"Sept. 30, 2009",0.3225
"June 30, 2009",0.339
"March 31, 2009",0.3514
"Dec. 31, 2008",0.3667
"Sept. 30, 2008",0.3679
"June 30, 2008",0.3682
"March 31, 2008",0.3725
"Dec. 31, 2007",0.374
"Sept. 30, 2007",0.3723
"June 30, 2007",0.3753
"March 31, 2007",0.3747
"Dec. 31, 2006",0.3685
"Sept. 30, 2006",0.3789
"June 30, 2006",0.3822
"March 31, 2006",0.3889
"Dec. 31, 2005",0.3828
"Sept. 30, 2005",0.3718
"June 30, 2005",0.3537
"March 31, 2005",0.3395
"Dec. 31, 2004",0.327
"Sept. 30, 2004",0.3133
"June 30, 2004",0.3357
"March 31, 2004",0.3366
"Dec. 31, 2003",0.3409
"Sept. 30, 2003",0.3418
"June 30, 2003",0.3424
"March 31, 2003",0.3509
"Dec. 31, 2002",0.3719
"Sept. 30, 2002",0.3409
"June 30, 2002",0.3731
"March 31, 2002",0.3886
"Dec. 31, 2001",0.3849
"Sept. 30, 2001",0.4457
"June 30, 2001",0.4311
"March 31, 2001",0.4257
"Dec. 31, 2000",0.409
"Sept. 30, 2000",0.3958
"June 30, 2000",0.4015
"March 31, 2000",0.397
"Dec. 31, 1999",0.3912
"Sept. 30, 1999",0.3855
"June 30, 1999",0.3802
"March 31, 1999",0.3771
"Dec. 31, 1998",0.373
"Sept. 30, 1998",0.3785
"June 30, 1998",0.3732
