date,historical_monthly_var_1_all
"Feb. 29, 2020",14.01%
"Jan. 31, 2020",14.05%
"Dec. 31, 2019",14.08%
"Nov. 30, 2019",14.10%
"Oct. 31, 2019",14.13%
"Sept. 30, 2019",14.16%
"Aug. 31, 2019",14.18%
"July 31, 2019",14.21%
"June 30, 2019",14.23%
"May 31, 2019",14.25%
"April 30, 2019",14.27%
"March 31, 2019",14.29%
"Feb. 28, 2019",14.30%
"Jan. 31, 2019",14.31%
"Dec. 31, 2018",14.33%
"Nov. 30, 2018",14.35%
"Oct. 31, 2018",14.38%
"Sept. 30, 2018",14.42%
"Aug. 31, 2018",14.45%
"July 31, 2018",14.48%
"June 30, 2018",14.49%
"May 31, 2018",14.50%
"April 30, 2018",14.52%
"March 31, 2018",14.53%
"Feb. 28, 2018",14.56%
"Jan. 31, 2018",14.60%
"Dec. 31, 2017",14.64%
"Nov. 30, 2017",14.68%
"Oct. 31, 2017",14.72%
"Sept. 30, 2017",14.75%
"Aug. 31, 2017",14.78%
"July 31, 2017",14.80%
"June 30, 2017",14.83%
"May 31, 2017",14.85%
"April 30, 2017",14.88%
"March 31, 2017",14.90%
"Feb. 28, 2017",14.92%
"Jan. 31, 2017",14.94%
"Dec. 31, 2016",14.95%
"Nov. 30, 2016",14.95%
"Oct. 31, 2016",14.96%
"Sept. 30, 2016",14.96%
"Aug. 31, 2016",14.97%
"July 31, 2016",15.02%
"June 30, 2016",15.06%
"May 31, 2016",15.10%
"April 30, 2016",15.15%
"March 31, 2016",15.17%
"Feb. 29, 2016",15.17%
"Jan. 31, 2016",15.17%
"Dec. 31, 2015",15.17%
"Nov. 30, 2015",15.17%
"Oct. 31, 2015",15.19%
"Sept. 30, 2015",15.21%
"Aug. 31, 2015",15.23%
"July 31, 2015",15.25%
"June 30, 2015",15.26%
"May 31, 2015",15.28%
"April 30, 2015",15.29%
"March 31, 2015",15.30%
"Feb. 28, 2015",15.32%
"Jan. 31, 2015",15.35%
"Dec. 31, 2014",15.41%
"Nov. 30, 2014",15.46%
"Oct. 31, 2014",15.51%
"Sept. 30, 2014",15.56%
"Aug. 31, 2014",15.57%
"July 31, 2014",15.58%
"June 30, 2014",15.59%
"May 31, 2014",15.60%
"April 30, 2014",15.63%
"March 31, 2014",15.66%
"Feb. 28, 2014",15.70%
"Jan. 31, 2014",15.73%
"Dec. 31, 2013",15.76%
"Nov. 30, 2013",15.77%
"Oct. 31, 2013",15.77%
"Sept. 30, 2013",15.78%
"Aug. 31, 2013",15.78%
"July 31, 2013",15.80%
"June 30, 2013",15.85%
"May 31, 2013",15.89%
"April 30, 2013",15.94%
"March 31, 2013",15.98%
"Feb. 28, 2013",16.07%
"Jan. 31, 2013",16.17%
"Dec. 31, 2012",16.28%
"Nov. 30, 2012",16.38%
"Oct. 31, 2012",16.48%
"Sept. 30, 2012",16.49%
"Aug. 31, 2012",16.51%
"July 31, 2012",16.52%
"June 30, 2012",16.54%
"May 31, 2012",16.58%
"April 30, 2012",16.65%
"March 31, 2012",16.72%
"Feb. 29, 2012",16.79%
"Jan. 31, 2012",16.85%
"Dec. 31, 2011",16.87%
"Nov. 30, 2011",16.88%
"Oct. 31, 2011",16.89%
"Sept. 30, 2011",16.89%
"Aug. 31, 2011",16.91%
"July 31, 2011",16.93%
"June 30, 2011",16.95%
"May 31, 2011",16.97%
"April 30, 2011",16.99%
"March 31, 2011",17.06%
"Feb. 28, 2011",17.15%
"Jan. 31, 2011",17.24%
"Dec. 31, 2010",17.32%
"Nov. 30, 2010",17.41%
"Oct. 31, 2010",17.42%
"Sept. 30, 2010",17.44%
"Aug. 31, 2010",17.45%
"July 31, 2010",17.46%
"June 30, 2010",17.49%
"May 31, 2010",17.53%
"April 30, 2010",17.56%
"March 31, 2010",17.60%
"Feb. 28, 2010",17.64%
"Jan. 31, 2010",17.66%
"Dec. 31, 2009",17.69%
"Nov. 30, 2009",17.73%
"Oct. 31, 2009",17.75%
"Sept. 30, 2009",17.79%
"Aug. 31, 2009",17.85%
"July 31, 2009",17.90%
"June 30, 2009",17.95%
"May 31, 2009",18.00%
"April 30, 2009",18.03%
"March 31, 2009",18.04%
"Feb. 28, 2009",15.70%
"Jan. 31, 2009",14.69%
"Dec. 31, 2008",14.73%
"Nov. 30, 2008",14.76%
"Oct. 31, 2008",14.78%
"Sept. 30, 2008",12.04%
"Aug. 31, 2008",12.07%
"July 31, 2008",12.10%
"June 30, 2008",12.13%
"May 31, 2008",12.16%
"April 30, 2008",12.19%
"March 31, 2008",12.22%
"Feb. 29, 2008",12.22%
"Jan. 31, 2008",11.10%
"Dec. 31, 2007",10.26%
"Nov. 30, 2007",10.26%
"Oct. 31, 2007",10.26%
"Sept. 30, 2007",10.27%
"Aug. 31, 2007",10.28%
"July 31, 2007",10.29%
"June 30, 2007",10.30%
"May 31, 2007",10.32%
"April 30, 2007",10.34%
"March 31, 2007",10.37%
"Feb. 28, 2007",10.39%
"Jan. 31, 2007",10.42%
"Dec. 31, 2006",10.45%
"Nov. 30, 2006",10.48%
"Oct. 31, 2006",10.51%
"Sept. 30, 2006",10.54%
"Aug. 31, 2006",10.55%
"July 31, 2006",10.55%
"June 30, 2006",10.55%
"May 31, 2006",10.56%
"April 30, 2006",10.56%
"March 31, 2006",10.56%
"Feb. 28, 2006",10.56%
"Jan. 31, 2006",10.57%
"Dec. 31, 2005",10.57%
"Nov. 30, 2005",10.58%
"Oct. 31, 2005",10.59%
"Sept. 30, 2005",10.61%
"Aug. 31, 2005",10.62%
"July 31, 2005",10.64%
"June 30, 2005",10.69%
"May 31, 2005",10.75%
"April 30, 2005",10.82%
"March 31, 2005",10.88%
"Feb. 28, 2005",10.93%
"Jan. 31, 2005",10.93%
"Dec. 31, 2004",10.93%
"Nov. 30, 2004",10.94%
"Oct. 31, 2004",10.94%
"Sept. 30, 2004",10.95%
"Aug. 31, 2004",10.98%
"July 31, 2004",11.02%
"June 30, 2004",11.05%
"May 31, 2004",11.08%
"April 30, 2004",11.09%
"March 31, 2004",11.10%
"Feb. 29, 2004",11.11%
"Jan. 31, 2004",11.12%
"Dec. 31, 2003",11.13%
"Nov. 30, 2003",11.13%
"Oct. 31, 2003",11.13%
"Sept. 30, 2003",11.13%
"Aug. 31, 2003",11.13%
