date,historical_daily_var_1_all
"Feb. 29, 2020",3.12%
"Jan. 31, 2020",3.11%
"Dec. 31, 2019",3.11%
"Nov. 30, 2019",3.11%
"Oct. 31, 2019",3.11%
"Sept. 30, 2019",3.11%
"Aug. 31, 2019",3.11%
"July 31, 2019",3.12%
"June 30, 2019",3.12%
"May 31, 2019",3.12%
"April 30, 2019",3.12%
"March 31, 2019",3.12%
"Feb. 28, 2019",3.13%
"Jan. 31, 2019",3.13%
"Dec. 31, 2018",3.14%
"Nov. 30, 2018",3.11%
"Oct. 31, 2018",3.12%
"Sept. 30, 2018",3.12%
"Aug. 31, 2018",3.12%
"July 31, 2018",3.12%
"June 30, 2018",3.11%
"May 31, 2018",3.12%
"April 30, 2018",3.12%
"March 31, 2018",3.12%
"Feb. 28, 2018",3.12%
"Jan. 31, 2018",3.12%
"Dec. 31, 2017",3.13%
"Nov. 30, 2017",3.13%
"Oct. 31, 2017",3.14%
"Sept. 30, 2017",3.15%
"Aug. 31, 2017",3.17%
"July 31, 2017",3.18%
"June 30, 2017",3.20%
"May 31, 2017",3.22%
"April 30, 2017",3.23%
"March 31, 2017",3.23%
"Feb. 28, 2017",3.24%
"Jan. 31, 2017",3.25%
"Dec. 31, 2016",3.26%
"Nov. 30, 2016",3.26%
"Oct. 31, 2016",3.18%
"Sept. 30, 2016",3.20%
"Aug. 31, 2016",3.14%
"July 31, 2016",3.16%
"June 30, 2016",3.17%
"May 31, 2016",3.19%
"April 30, 2016",3.20%
"March 31, 2016",3.22%
"Feb. 29, 2016",3.23%
"Jan. 31, 2016",3.18%
"Dec. 31, 2015",3.19%
"Nov. 30, 2015",3.21%
"Oct. 31, 2015",3.15%
"Sept. 30, 2015",3.17%
"Aug. 31, 2015",3.18%
"July 31, 2015",3.13%
"June 30, 2015",3.14%
"May 31, 2015",3.16%
"April 30, 2015",3.18%
"March 31, 2015",3.19%
"Feb. 28, 2015",3.21%
"Jan. 31, 2015",3.15%
"Dec. 31, 2014",3.16%
"Nov. 30, 2014",3.18%
"Oct. 31, 2014",3.20%
"Sept. 30, 2014",3.21%
"Aug. 31, 2014",3.22%
"July 31, 2014",3.23%
"June 30, 2014",3.24%
"May 31, 2014",3.25%
"April 30, 2014",3.26%
"March 31, 2014",3.26%
"Feb. 28, 2014",3.26%
"Jan. 31, 2014",3.26%
"Dec. 31, 2013",3.27%
"Nov. 30, 2013",3.28%
"Oct. 31, 2013",3.30%
"Sept. 30, 2013",3.32%
"Aug. 31, 2013",3.33%
"July 31, 2013",3.34%
"June 30, 2013",3.35%
"May 31, 2013",3.35%
"April 30, 2013",3.35%
"March 31, 2013",3.35%
"Feb. 28, 2013",3.35%
"Jan. 31, 2013",3.35%
"Dec. 31, 2012",3.36%
"Nov. 30, 2012",3.36%
"Oct. 31, 2012",3.35%
"Sept. 30, 2012",3.35%
"Aug. 31, 2012",3.36%
"July 31, 2012",3.36%
"June 30, 2012",3.36%
"May 31, 2012",3.37%
"April 30, 2012",3.37%
"March 31, 2012",3.37%
"Feb. 29, 2012",3.37%
"Jan. 31, 2012",3.37%
"Dec. 31, 2011",3.38%
"Nov. 30, 2011",3.37%
"Oct. 31, 2011",3.37%
"Sept. 30, 2011",3.37%
"Aug. 31, 2011",3.38%
"July 31, 2011",3.35%
"June 30, 2011",3.36%
"May 31, 2011",3.36%
"April 30, 2011",3.36%
"March 31, 2011",3.37%
"Feb. 28, 2011",3.37%
"Jan. 31, 2011",3.36%
"Dec. 31, 2010",3.36%
"Nov. 30, 2010",3.36%
"Oct. 31, 2010",3.37%
"Sept. 30, 2010",3.37%
"Aug. 31, 2010",3.37%
"July 31, 2010",3.37%
"June 30, 2010",3.38%
"May 31, 2010",3.39%
"April 30, 2010",3.40%
"March 31, 2010",3.41%
"Feb. 28, 2010",3.43%
"Jan. 31, 2010",3.43%
"Dec. 31, 2009",3.43%
"Nov. 30, 2009",3.44%
"Oct. 31, 2009",3.44%
"Sept. 30, 2009",3.43%
"Aug. 31, 2009",3.43%
"July 31, 2009",3.44%
"June 30, 2009",3.41%
"May 31, 2009",3.42%
"April 30, 2009",3.43%
"March 31, 2009",3.43%
"Feb. 28, 2009",3.31%
"Jan. 31, 2009",3.19%
"Dec. 31, 2008",3.12%
"Nov. 30, 2008",3.09%
"Oct. 31, 2008",3.03%
"Sept. 30, 2008",2.93%
"Aug. 31, 2008",2.91%
"July 31, 2008",2.90%
"June 30, 2008",2.90%
"May 31, 2008",2.91%
"April 30, 2008",2.91%
"March 31, 2008",2.92%
"Feb. 29, 2008",2.92%
"Jan. 31, 2008",2.93%
"Dec. 31, 2007",2.88%
"Nov. 30, 2007",2.89%
"Oct. 31, 2007",2.90%
"Sept. 30, 2007",2.90%
"Aug. 31, 2007",2.91%
"July 31, 2007",2.85%
"June 30, 2007",2.81%
"May 31, 2007",2.81%
"April 30, 2007",2.81%
"March 31, 2007",2.81%
"Feb. 28, 2007",2.81%
"Jan. 31, 2007",2.81%
"Dec. 31, 2006",2.81%
"Nov. 30, 2006",2.81%
"Oct. 31, 2006",2.81%
"Sept. 30, 2006",2.81%
"Aug. 31, 2006",2.81%
"July 31, 2006",2.82%
"June 30, 2006",2.82%
"May 31, 2006",2.82%
"April 30, 2006",2.82%
"March 31, 2006",2.83%
"Feb. 28, 2006",2.84%
"Jan. 31, 2006",2.85%
"Dec. 31, 2005",2.86%
"Nov. 30, 2005",2.87%
"Oct. 31, 2005",2.87%
"Sept. 30, 2005",2.88%
"Aug. 31, 2005",2.88%
"July 31, 2005",2.89%
"June 30, 2005",2.90%
"May 31, 2005",2.90%
"April 30, 2005",2.91%
"March 31, 2005",2.91%
"Feb. 28, 2005",2.92%
"Jan. 31, 2005",2.92%
"Dec. 31, 2004",2.93%
"Nov. 30, 2004",2.93%
"Oct. 31, 2004",2.94%
"Sept. 30, 2004",2.95%
"Aug. 31, 2004",2.96%
"July 31, 2004",2.97%
"June 30, 2004",2.98%
"May 31, 2004",3.00%
"April 30, 2004",2.95%
"March 31, 2004",2.96%
"Feb. 29, 2004",2.98%
"Jan. 31, 2004",2.99%
"Dec. 31, 2003",3.00%
"Nov. 30, 2003",3.00%
"Oct. 31, 2003",3.01%
"Sept. 30, 2003",3.02%
"Aug. 31, 2003",3.02%
"July 31, 2003",3.02%
"June 30, 2003",3.03%
"May 31, 2003",3.03%
"April 30, 2003",3.03%
"March 31, 2003",3.03%
"Feb. 28, 2003",3.03%
"Jan. 31, 2003",3.03%
"Dec. 31, 2002",3.03%
"Nov. 30, 2002",3.03%
"Oct. 31, 2002",3.02%
"Sept. 30, 2002",3.01%
"Aug. 31, 2002",3.01%
"July 31, 2002",2.98%
"June 30, 2002",2.82%
"May 31, 2002",2.84%
"April 30, 2002",2.86%
"March 31, 2002",2.87%
"Feb. 28, 2002",2.89%
"Jan. 31, 2002",2.90%
"Dec. 31, 2001",2.90%
"Nov. 30, 2001",2.91%
"Oct. 31, 2001",2.91%
"Sept. 30, 2001",2.92%
"Aug. 31, 2001",2.90%
"July 31, 2001",2.90%
"June 30, 2001",2.91%
"May 31, 2001",2.88%
"April 30, 2001",2.90%
"March 31, 2001",2.90%
"Feb. 28, 2001",2.85%
"Jan. 31, 2001",2.87%
"Dec. 31, 2000",2.75%
"Nov. 30, 2000",2.76%
"Oct. 31, 2000",2.77%
"Sept. 30, 2000",2.69%
"Aug. 31, 2000",2.52%
"July 31, 2000",2.54%
"June 30, 2000",2.56%
"May 31, 2000",2.49%
"April 30, 2000",2.45%
"March 31, 2000",2.45%
"Feb. 29, 2000",2.43%
"Jan. 31, 2000",2.24%
"Dec. 31, 1999",2.20%
"Nov. 30, 1999",2.20%
"Oct. 31, 1999",2.17%
"Sept. 30, 1999",2.18%
"Aug. 31, 1999",2.18%
"July 31, 1999",2.19%
"June 30, 1999",2.19%
"May 31, 1999",2.12%
"April 30, 1999",2.14%
"March 31, 1999",2.15%
"Feb. 28, 1999",2.12%
"Jan. 31, 1999",2.12%
"Dec. 31, 1998",2.13%
"Nov. 30, 1998",2.14%
"Oct. 31, 1998",2.15%
"Sept. 30, 1998",2.02%
"Aug. 31, 1998",2.00%
"July 31, 1998",1.86%
"June 30, 1998",1.90%
"May 31, 1998",1.94%
"April 30, 1998",1.98%
"March 31, 1998",1.84%
"Feb. 28, 1998",1.88%
"Jan. 31, 1998",1.91%
"Dec. 31, 1997",1.79%
"Nov. 30, 1997",1.76%
"Oct. 31, 1997",1.77%
"Sept. 30, 1997",1.72%
"Aug. 31, 1997",1.72%
"July 31, 1997",1.73%
"June 30, 1997",1.73%
"May 31, 1997",1.74%
"April 30, 1997",1.72%
"March 31, 1997",1.69%
"Feb. 28, 1997",1.70%
"Jan. 31, 1997",1.71%
"Dec. 31, 1996",1.73%
"Nov. 30, 1996",1.74%
"Oct. 31, 1996",1.75%
"Sept. 30, 1996",1.77%
"Aug. 31, 1996",1.77%
"July 31, 1996",1.78%
