date,days_inventory_outstanding
"Dec. 31, 2019",57.37
"Sept. 30, 2019",55.29
"June 30, 2019",52.04
"March 31, 2019",45.17
"Dec. 31, 2018",50.99
"Sept. 30, 2018",55.44
"June 30, 2018",51.76
"March 31, 2018",46.68
"Dec. 31, 2017",57.65
"Sept. 30, 2017",60.40
"June 30, 2017",55.08
"March 31, 2017",48.56
"Dec. 31, 2016",52.10
"Sept. 30, 2016",58.74
"June 30, 2016",58.60
"March 31, 2016",52.16
"Dec. 31, 2015",57.48
"Sept. 30, 2015",54.46
"June 30, 2015",55.58
"March 31, 2015",45.21
"Dec. 31, 2014",52.38
"Sept. 30, 2014",59.92
"June 30, 2014",52.18
"March 31, 2014",41.68
"Dec. 31, 2013",58.12
"Sept. 30, 2013",64.29
"June 30, 2013",51.99
"March 31, 2013",47.37
"Dec. 31, 2012",69.78
"Sept. 30, 2012",76.86
"June 30, 2012",76.69
"March 31, 2012",62.63
"Dec. 31, 2011",43.29
"Sept. 30, 2011",74.94
"June 30, 2011",81.42
"March 31, 2011",65.27
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",93.90
"March 31, 2010",72.07
"Dec. 31, 2009",106.68
"Sept. 30, 2009",117.20
"June 30, 2009",107.67
"March 31, 2009",76.84
"Dec. 31, 2008",83.88
"Sept. 30, 2008",84.44
"June 30, 2008",95.21
"March 31, 2008",56.20
"Dec. 31, 2007",78.97
"Sept. 30, 2007",75.71
"June 30, 2007",70.75
"March 31, 2007",81.49
"Dec. 31, 2006",78.77
"Sept. 30, 2006",81.25
"June 30, 2006",70.62
"March 31, 2006",46.42
"Dec. 31, 2005",68.68
"Sept. 30, 2005",95.55
"June 30, 2005",93.57
"March 31, 2005",62.81
"Dec. 31, 2004",77.00
"Sept. 30, 2004",132.15
"June 30, 2004",112.13
"March 31, 2004",84.40
"Dec. 31, 2003",121.04
"Sept. 30, 2003",105.63
"June 30, 2003",109.67
"March 31, 2003",128.42
"Dec. 31, 2002",644.31
"Sept. 30, 2002",93.49
"June 30, 2002",102.90
"March 31, 2002",48.06
"Dec. 31, 2001",-63.46
"Sept. 30, 2001",49.23
"June 30, 2001",
"March 31, 2001",44.76
"Dec. 31, 2000",60.73
"Sept. 30, 2000",71.82
"June 30, 2000",77.83
"March 31, 2000",73.08
"Dec. 31, 1999",
"Sept. 30, 1999",
"June 30, 1999",91.65
"March 31, 1999",92.81
"Dec. 31, 1998",120.79
"Sept. 30, 1998",85.22
"June 30, 1998",94.09
"March 31, 1998",100.10
