date,enterprise_value
"March 19, 2020",27.62B
"March 18, 2020",28.67B
"March 17, 2020",29.05B
"March 16, 2020",26.16B
"March 13, 2020",28.67B
"March 12, 2020",27.75B
"March 11, 2020",29.84B
"March 10, 2020",30.26B
"March 9, 2020",30.02B
"March 6, 2020",30.94B
"March 5, 2020",31.11B
"March 4, 2020",31.36B
"March 3, 2020",30.40B
"March 2, 2020",30.71B
"Feb. 28, 2020",29.38B
"Feb. 27, 2020",30.01B
"Feb. 26, 2020",30.90B
"Feb. 25, 2020",30.50B
"Feb. 24, 2020",30.81B
"Feb. 21, 2020",30.94B
"Feb. 20, 2020",31.02B
"Feb. 19, 2020",31.07B
"Feb. 18, 2020",31.28B
"Feb. 14, 2020",31.29B
"Feb. 13, 2020",31.04B
"Feb. 12, 2020",30.75B
"Feb. 11, 2020",30.67B
"Feb. 10, 2020",30.60B
"Feb. 7, 2020",30.51B
"Feb. 6, 2020",30.40B
"Feb. 5, 2020",30.28B
"Feb. 4, 2020",30.18B
"Feb. 3, 2020",30.27B
"Jan. 31, 2020",30.13B
"Jan. 30, 2020",30.09B
"Jan. 29, 2020",29.87B
"Jan. 28, 2020",29.70B
"Jan. 27, 2020",29.65B
"Jan. 24, 2020",29.72B
"Jan. 23, 2020",29.69B
"Jan. 22, 2020",29.60B
"Jan. 21, 2020",29.63B
"Jan. 17, 2020",29.56B
"Jan. 16, 2020",29.42B
"Jan. 15, 2020",29.18B
"Jan. 14, 2020",29.03B
"Jan. 13, 2020",29.04B
"Jan. 10, 2020",28.88B
"Jan. 9, 2020",28.78B
"Jan. 8, 2020",28.71B
"Jan. 7, 2020",28.74B
"Jan. 6, 2020",28.67B
"Jan. 3, 2020",28.65B
"Jan. 2, 2020",28.65B
"Dec. 31, 2019",28.83B
"Dec. 30, 2019",28.49B
"Dec. 27, 2019",28.43B
"Dec. 26, 2019",28.26B
"Dec. 24, 2019",28.29B
"Dec. 23, 2019",28.26B
"Dec. 20, 2019",28.49B
"Dec. 19, 2019",28.22B
"Dec. 18, 2019",28.36B
"Dec. 17, 2019",28.26B
"Dec. 16, 2019",28.29B
"Dec. 13, 2019",28.11B
"Dec. 12, 2019",28.03B
"Dec. 11, 2019",28.09B
"Dec. 10, 2019",28.00B
"Dec. 9, 2019",28.09B
"Dec. 6, 2019",28.15B
"Dec. 5, 2019",28.13B
"Dec. 4, 2019",27.95B
"Dec. 3, 2019",27.81B
"Dec. 2, 2019",27.78B
"Nov. 29, 2019",27.94B
"Nov. 27, 2019",27.90B
"Nov. 26, 2019",27.89B
"Nov. 25, 2019",27.90B
"Nov. 22, 2019",28.09B
"Nov. 21, 2019",28.15B
"Nov. 20, 2019",28.22B
"Nov. 19, 2019",28.22B
"Nov. 18, 2019",28.28B
"Nov. 15, 2019",28.50B
"Nov. 14, 2019",28.48B
"Nov. 13, 2019",28.25B
"Nov. 12, 2019",27.91B
"Nov. 11, 2019",27.88B
"Nov. 8, 2019",27.81B
"Nov. 7, 2019",28.01B
"Nov. 6, 2019",28.24B
"Nov. 5, 2019",28.10B
"Nov. 4, 2019",28.37B
"Nov. 1, 2019",28.69B
"Oct. 31, 2019",28.77B
"Oct. 30, 2019",28.72B
"Oct. 29, 2019",28.45B
"Oct. 28, 2019",28.29B
"Oct. 25, 2019",28.48B
"Oct. 24, 2019",28.70B
"Oct. 23, 2019",28.59B
"Oct. 22, 2019",28.59B
"Oct. 21, 2019",28.50B
"Oct. 18, 2019",28.49B
"Oct. 17, 2019",28.28B
"Oct. 16, 2019",28.27B
"Oct. 15, 2019",28.28B
"Oct. 14, 2019",28.41B
"Oct. 11, 2019",28.59B
"Oct. 10, 2019",28.54B
"Oct. 9, 2019",28.66B
"Oct. 8, 2019",28.68B
"Oct. 7, 2019",29.06B
"Oct. 4, 2019",29.20B
"Oct. 3, 2019",28.95B
"Oct. 2, 2019",29.01B
"Oct. 1, 2019",29.23B
"Sept. 30, 2019",29.33B
"Sept. 27, 2019",29.36B
"Sept. 26, 2019",29.45B
"Sept. 25, 2019",29.42B
"Sept. 24, 2019",29.25B
"Sept. 23, 2019",29.10B
"Sept. 20, 2019",29.12B
"Sept. 19, 2019",29.03B
"Sept. 18, 2019",28.98B
"Sept. 17, 2019",28.75B
"Sept. 16, 2019",28.66B
"Sept. 13, 2019",28.52B
"Sept. 12, 2019",28.50B
"Sept. 11, 2019",28.07B
"Sept. 10, 2019",27.93B
"Sept. 9, 2019",28.17B
"Sept. 6, 2019",28.42B
"Sept. 5, 2019",28.65B
"Sept. 4, 2019",28.99B
"Sept. 3, 2019",28.99B
"Aug. 30, 2019",28.66B
"Aug. 29, 2019",28.66B
"Aug. 28, 2019",28.31B
"Aug. 27, 2019",28.31B
"Aug. 26, 2019",28.34B
"Aug. 23, 2019",28.21B
"Aug. 22, 2019",28.58B
"Aug. 21, 2019",28.60B
"Aug. 20, 2019",28.54B
"Aug. 19, 2019",28.61B
"Aug. 16, 2019",28.53B
"Aug. 15, 2019",28.33B
"Aug. 14, 2019",28.19B
"Aug. 13, 2019",28.50B
"Aug. 12, 2019",28.53B
"Aug. 9, 2019",28.54B
"Aug. 8, 2019",28.45B
"Aug. 7, 2019",28.18B
"Aug. 6, 2019",28.13B
"Aug. 5, 2019",28.14B
"Aug. 2, 2019",28.31B
"Aug. 1, 2019",28.53B
"July 31, 2019",28.30B
"July 30, 2019",28.43B
"July 29, 2019",28.58B
"July 26, 2019",28.52B
"July 25, 2019",28.44B
"July 24, 2019",28.48B
"July 23, 2019",28.43B
"July 22, 2019",28.44B
"July 19, 2019",28.37B
"July 18, 2019",28.66B
"July 17, 2019",28.56B
"July 16, 2019",28.43B
"July 15, 2019",28.45B
"July 12, 2019",28.41B
"July 11, 2019",28.54B
"July 10, 2019",28.53B
"July 9, 2019",28.52B
"July 8, 2019",28.49B
"July 5, 2019",28.48B
"July 3, 2019",28.50B
"July 2, 2019",28.35B
"July 1, 2019",28.18B
"June 30, 2019",28.16B
"June 28, 2019",27.94B
"June 27, 2019",27.82B
"June 26, 2019",27.84B
"June 25, 2019",28.30B
"June 24, 2019",28.38B
"June 21, 2019",28.51B
"June 20, 2019",28.49B
"June 19, 2019",28.38B
"June 18, 2019",28.26B
"June 17, 2019",28.20B
"June 14, 2019",28.33B
"June 13, 2019",28.21B
"June 12, 2019",28.21B
"June 11, 2019",27.89B
"June 10, 2019",28.14B
"June 7, 2019",28.13B
"June 6, 2019",28.29B
"June 5, 2019",28.19B
"June 4, 2019",27.77B
"June 3, 2019",27.78B
"May 31, 2019",27.50B
"May 30, 2019",27.40B
"May 29, 2019",27.47B
"May 28, 2019",27.74B
"May 24, 2019",28.00B
"May 23, 2019",28.08B
"May 22, 2019",27.88B
"May 21, 2019",27.74B
"May 20, 2019",27.83B
"May 17, 2019",27.84B
"May 16, 2019",27.72B
"May 15, 2019",27.60B
"May 14, 2019",27.63B
"May 13, 2019",27.81B
"May 10, 2019",27.49B
"May 9, 2019",27.15B
"May 8, 2019",27.02B
"May 7, 2019",27.34B
"May 6, 2019",27.36B
"May 3, 2019",27.41B
"May 2, 2019",27.26B
"May 1, 2019",27.23B
"April 30, 2019",27.36B
