date,eps_est_0q
"March 17, 2020",0.7709
"March 12, 2020",0.7669
"March 4, 2020",0.7644
"Feb. 27, 2020",0.7575
"Feb. 21, 2020",0.7562
"Feb. 19, 2020",0.7633
"Feb. 14, 2020",0.7675
"Jan. 22, 2020",0.7671
"Jan. 17, 2020",0.7657
"Jan. 16, 2020",0.765
"Jan. 13, 2020",0.765
"Jan. 7, 2020",0.7667
"Dec. 31, 2019",0.3114
"Dec. 11, 2019",0.2993
"Dec. 9, 2019",0.3014
"Dec. 2, 2019",0.2967
"Nov. 25, 2019",0.3014
"Nov. 22, 2019",0.3114
"Nov. 21, 2019",0.3124
"Nov. 11, 2019",0.3181
"Nov. 9, 2019",0.3152
"Oct. 29, 2019",0.3244
"Oct. 21, 2019",0.3244
"Oct. 19, 2019",0.3233
"Oct. 17, 2019",0.3311
"Oct. 8, 2019",0.3244
"Sept. 30, 2019",1.45
"Sept. 24, 2019",1.444
"Sept. 13, 2019",1.438
"Sept. 9, 2019",1.438
"Sept. 6, 2019",1.44
"Sept. 4, 2019",1.44
"Aug. 26, 2019",1.43
"Aug. 9, 2019",1.431
"Aug. 5, 2019",1.423
"July 22, 2019",1.430
"July 19, 2019",1.425
"July 18, 2019",1.416
"July 12, 2019",1.410
"June 30, 2019",0.7533
"June 18, 2019",0.8081
"May 13, 2019",0.8143
"May 10, 2019",0.8168
"April 18, 2019",0.8846
"April 17, 2019",0.8808
"April 10, 2019",0.8921
"April 8, 2019",0.8983
"March 31, 2019",0.6867
"March 29, 2019",0.6179
"March 20, 2019",0.6542
"March 18, 2019",0.6542
"March 13, 2019",0.6433
"Feb. 22, 2019",0.6433
"Feb. 15, 2019",0.6405
"Feb. 14, 2019",0.6625
"Jan. 28, 2019",0.676
"Jan. 14, 2019",0.676
"Dec. 31, 2018",0.3181
"Nov. 29, 2018",0.3321
"Nov. 12, 2018",0.3324
"Nov. 1, 2018",0.3178
"Oct. 31, 2018",0.3125
"Oct. 22, 2018",0.3812
"Oct. 19, 2018",0.4312
"Oct. 18, 2018",0.4062
"Oct. 17, 2018",0.43
"Sept. 30, 2018",1.319
"Sept. 26, 2018",1.294
"Sept. 11, 2018",1.300
"Sept. 6, 2018",1.318
"Sept. 4, 2018",1.310
"Aug. 29, 2018",1.299
"Aug. 6, 2018",1.304
"Aug. 4, 2018",1.447
"Aug. 3, 2018",1.27
"July 20, 2018",1.263
"June 30, 2018",0.785
"June 6, 2018",0.7807
"May 17, 2018",0.7827
"May 14, 2018",0.7827
"May 10, 2018",0.7809
"May 9, 2018",0.7909
"April 20, 2018",0.7959
"April 18, 2018",0.8398
"April 13, 2018",0.8398
"April 2, 2018",0.8398
"March 31, 2018",0.58
"March 3, 2018",0.551
"March 2, 2018",0.5833
"Feb. 21, 2018",0.5501
"Feb. 20, 2018",0.5833
"Feb. 16, 2018",0.5867
"Feb. 15, 2018",0.605
"Jan. 12, 2018",0.60
"Jan. 11, 2018",0.61
"Jan. 10, 2018",0.61
