date,revenues_ttm
"Dec. 31, 2019",5.91B
"Sept. 30, 2019",6.013B
"June 30, 2019",6.078B
"March 31, 2019",6.262B
"Dec. 31, 2018",6.291B
"Sept. 30, 2018",6.271B
"June 30, 2018",6.27B
"March 31, 2018",6.244B
"Dec. 31, 2017",6.174B
"Sept. 30, 2017",6.131B
"June 30, 2017",6.267B
"March 31, 2017",6.157B
"Dec. 31, 2016",6.076B
"Sept. 30, 2016",6.028B
"June 30, 2016",6.002B
"March 31, 2016",5.976B
"Dec. 31, 2015",6.098B
"Sept. 30, 2015",6.16B
"June 30, 2015",5.997B
"March 31, 2015",6.015B
"Dec. 31, 2014",6.053B
"Sept. 30, 2014",6.005B
"June 30, 2014",5.973B
"March 31, 2014",5.957B
"Dec. 31, 2013",5.838B
"Sept. 30, 2013",5.774B
"June 30, 2013",5.845B
"March 31, 2013",5.844B
"Dec. 31, 2012",5.781B
"Sept. 30, 2012",4.718B
"June 30, 2012",5.277B
"March 31, 2012",5.656B
"Dec. 31, 2011",6.148B
"Sept. 30, 2011",7.659B
"June 30, 2011",7.658B
"March 31, 2011",7.602B
"Dec. 31, 2010",7.638B
"Sept. 30, 2010",7.652B
"June 30, 2010",7.20B
"March 31, 2010",7.159B
"Dec. 31, 2009",7.135B
"Sept. 30, 2009",7.353B
"June 30, 2009",7.598B
"March 31, 2009",7.704B
"Dec. 31, 2008",7.869B
"Sept. 30, 2008",7.727B
"June 30, 2008",7.664B
"March 31, 2008",7.602B
"Dec. 31, 2007",7.545B
"Sept. 30, 2007",7.369B
"June 30, 2007",7.282B
"March 31, 2007",7.104B
"Dec. 31, 2006",6.88B
"Sept. 30, 2006",6.961B
"June 30, 2006",6.919B
"March 31, 2006",6.953B
"Dec. 31, 2005",6.778B
"Sept. 30, 2005",6.554B
"June 30, 2005",5.993B
"March 31, 2005",5.558B
"Dec. 31, 2004",5.151B
"Sept. 30, 2004",4.691B
"June 30, 2004",4.737B
"March 31, 2004",4.676B
"Dec. 31, 2003",4.566B
"Sept. 30, 2003",4.372B
"June 30, 2003",4.185B
"March 31, 2003",4.075B
"Dec. 31, 2002",4.082B
"Sept. 30, 2002",3.614B
"June 30, 2002",3.87B
"March 31, 2002",3.949B
"Dec. 31, 2001",3.859B
"Sept. 30, 2001",4.398B
"June 30, 2001",4.172B
"March 31, 2001",4.055B
"Dec. 31, 2000",3.856B
"Sept. 30, 2000",3.696B
"June 30, 2000",3.694B
"March 31, 2000",3.613B
"Dec. 31, 1999",3.524B
"Sept. 30, 1999",3.468B
"June 30, 1999",3.391B
"March 31, 1999",3.353B
"Dec. 31, 1998",3.318B
"Sept. 30, 1998",3.372B
"June 30, 1998",3.298B
"March 31, 1998",3.268B
"Dec. 31, 1997",3.326B
