date,ev_revenues
"March 19, 2020",4.674
"March 18, 2020",4.852
"March 17, 2020",4.916
"March 16, 2020",4.427
"March 13, 2020",4.852
"March 12, 2020",4.696
"March 11, 2020",5.048
"March 10, 2020",5.12
"March 9, 2020",5.079
"March 6, 2020",5.235
"March 5, 2020",5.264
"March 4, 2020",5.307
"March 3, 2020",5.144
"March 2, 2020",5.196
"Feb. 28, 2020",4.970
"Feb. 27, 2020",5.078
"Feb. 26, 2020",5.229
"Feb. 25, 2020",5.160
"Feb. 24, 2020",5.213
"Feb. 21, 2020",5.235
"Feb. 20, 2020",5.248
"Feb. 19, 2020",5.257
"Feb. 18, 2020",5.293
"Feb. 14, 2020",5.295
"Feb. 13, 2020",5.252
"Feb. 12, 2020",5.202
"Feb. 11, 2020",5.19
"Feb. 10, 2020",5.178
"Feb. 7, 2020",5.162
"Feb. 6, 2020",5.144
"Feb. 5, 2020",5.124
"Feb. 4, 2020",5.107
"Feb. 3, 2020",5.122
"Jan. 31, 2020",5.098
"Jan. 30, 2020",5.091
"Jan. 29, 2020",5.054
"Jan. 28, 2020",5.025
"Jan. 27, 2020",5.016
"Jan. 24, 2020",5.028
"Jan. 23, 2020",5.024
"Jan. 22, 2020",5.008
"Jan. 21, 2020",5.013
"Jan. 17, 2020",5.001
"Jan. 16, 2020",4.979
"Jan. 15, 2020",4.937
"Jan. 14, 2020",4.912
"Jan. 13, 2020",4.913
"Jan. 10, 2020",4.887
"Jan. 9, 2020",4.870
"Jan. 8, 2020",4.858
"Jan. 7, 2020",4.863
"Jan. 6, 2020",4.851
"Jan. 3, 2020",4.848
"Jan. 2, 2020",4.847
"Dec. 31, 2019",4.878
"Dec. 30, 2019",4.738
"Dec. 27, 2019",4.727
"Dec. 26, 2019",4.700
"Dec. 24, 2019",4.705
"Dec. 23, 2019",4.700
"Dec. 20, 2019",4.738
"Dec. 19, 2019",4.692
"Dec. 18, 2019",4.716
"Dec. 17, 2019",4.699
"Dec. 16, 2019",4.705
"Dec. 13, 2019",4.675
"Dec. 12, 2019",4.662
"Dec. 11, 2019",4.672
"Dec. 10, 2019",4.657
