date,forward_ps_ratio
"March 19, 2020",2.815
"March 18, 2020",2.982
"March 17, 2020",3.042
"March 16, 2020",2.582
"March 13, 2020",2.982
"March 12, 2020",2.835
"March 11, 2020",3.167
"March 10, 2020",3.234
"March 9, 2020",3.172
"March 6, 2020",3.317
"March 5, 2020",3.344
"March 4, 2020",3.384
"March 3, 2020",3.232
"March 2, 2020",3.281
"Feb. 28, 2020",3.070
"Feb. 27, 2020",3.170
"Feb. 26, 2020",3.312
"Feb. 25, 2020",3.248
"Feb. 24, 2020",3.297
"Feb. 21, 2020",3.317
"Feb. 20, 2020",3.329
"Feb. 19, 2020",3.338
"Feb. 18, 2020",3.372
"Feb. 14, 2020",3.373
"Feb. 13, 2020",3.333
"Feb. 12, 2020",3.287
"Feb. 11, 2020",3.275
"Feb. 10, 2020",3.264
"Feb. 7, 2020",3.249
"Feb. 6, 2020",3.232
"Feb. 5, 2020",3.214
"Feb. 4, 2020",3.198
"Feb. 3, 2020",3.212
"Jan. 31, 2020",3.189
"Jan. 30, 2020",3.183
"Jan. 29, 2020",3.149
"Jan. 28, 2020",3.121
"Jan. 27, 2020",3.113
"Jan. 24, 2020",3.124
"Jan. 23, 2020",3.121
"Jan. 22, 2020",3.105
"Jan. 21, 2020",3.110
"Jan. 17, 2020",3.099
"Jan. 16, 2020",3.078
"Jan. 15, 2020",3.039
"Jan. 14, 2020",3.016
"Jan. 13, 2020",3.017
"Jan. 10, 2020",2.993
"Jan. 9, 2020",2.976
"Jan. 8, 2020",2.965
"Jan. 7, 2020",2.970
"Jan. 6, 2020",2.959
"Jan. 3, 2020",2.957
"Jan. 2, 2020",2.955
"Dec. 31, 2019",2.985
"Dec. 30, 2019",3.021
"Dec. 27, 2019",3.011
"Dec. 26, 2019",2.985
"Dec. 24, 2019",2.989
"Dec. 23, 2019",2.985
"Dec. 20, 2019",3.022
"Dec. 19, 2019",2.977
"Dec. 18, 2019",3.000
"Dec. 17, 2019",2.984
"Dec. 16, 2019",2.990
"Dec. 13, 2019",2.960
"Dec. 12, 2019",2.948
"Dec. 11, 2019",2.958
"Dec. 10, 2019",2.944
"Dec. 9, 2019",2.958
"Dec. 6, 2019",2.967
"Dec. 5, 2019",2.963
"Dec. 4, 2019",2.934
"Dec. 3, 2019",2.913
"Dec. 2, 2019",2.908
"Nov. 29, 2019",2.933
"Nov. 27, 2019",2.927
"Nov. 26, 2019",2.925
"Nov. 25, 2019",2.927
"Nov. 22, 2019",2.958
"Nov. 21, 2019",2.967
