date,book_value_of_equity_per_share
"Dec. 31, 2019",32.73
"Sept. 30, 2019",32.80
"June 30, 2019",31.70
"March 31, 2019",31.37
"Dec. 31, 2018",31.21
"Sept. 30, 2018",31.35
"June 30, 2018",30.27
"March 31, 2018",29.68
"Dec. 31, 2017",29.61
"Sept. 30, 2017",30.28
"June 30, 2017",29.51
"March 31, 2017",29.12
"Dec. 31, 2016",29.28
"Sept. 30, 2016",29.65
"June 30, 2016",28.53
"March 31, 2016",28.31
"Dec. 31, 2015",28.63
"Sept. 30, 2015",28.91
"June 30, 2015",27.88
"March 31, 2015",27.63
"Dec. 31, 2014",27.67
"Sept. 30, 2014",27.92
"June 30, 2014",27.09
"March 31, 2014",26.85
"Dec. 31, 2013",26.97
"Sept. 30, 2013",27.10
"June 30, 2013",26.27
"March 31, 2013",26.24
"Dec. 31, 2012",27.27
"Sept. 30, 2012",32.46
"June 30, 2012",31.14
"March 31, 2012",30.63
"Dec. 31, 2011",32.64
"Sept. 30, 2011",33.02
"June 30, 2011",32.24
"March 31, 2011",32.04
"Dec. 31, 2010",32.15
"Sept. 30, 2010",
"June 30, 2010",33.42
"March 31, 2010",33.17
"Dec. 31, 2009",33.09
"Sept. 30, 2009",33.11
"June 30, 2009",33.37
"March 31, 2009",33.26
"Dec. 31, 2008",32.80
"Sept. 30, 2008",33.40
"June 30, 2008",32.45
"March 31, 2008",32.25
"Dec. 31, 2007",32.41
"Sept. 30, 2007",32.48
"June 30, 2007",31.88
"March 31, 2007",31.67
"Dec. 31, 2006",31.86
"Sept. 30, 2006",31.76
"June 30, 2006",30.85
"March 31, 2006",30.77
"Dec. 31, 2005",31.09
"Sept. 30, 2005",31.62
"June 30, 2005",30.74
"March 31, 2005",29.82
"Dec. 31, 2004",29.71
"Sept. 30, 2004",29.94
"June 30, 2004",28.58
"March 31, 2004",28.51
"Dec. 31, 2003",26.73
"Sept. 30, 2003",26.70
"June 30, 2003",25.57
"March 31, 2003",25.51
"Dec. 31, 2002",24.93
"Sept. 30, 2002",26.36
"June 30, 2002",24.48
"March 31, 2002",24.24
"Dec. 31, 2001",24.26
"Sept. 30, 2001",24.41
"June 30, 2001",23.06
"March 31, 2001",23.02
"Dec. 31, 2000",23.30
"Sept. 30, 2000",23.75
"June 30, 2000",22.52
"March 31, 2000",22.33
"Dec. 31, 1999",22.52
"Sept. 30, 1999",23.22
"June 30, 1999",22.03
"March 31, 1999",22.03
"Dec. 31, 1998",22.27
"Sept. 30, 1998",22.72
"June 30, 1998",21.63
"March 31, 1998",21.66
"Dec. 31, 1997",22.00
