date,kz_index
"Dec. 31, 2018",1.279
"Dec. 31, 2017",1.238
"Dec. 31, 2016",
"Dec. 31, 2015",0.8897
"Dec. 31, 2014",0.878
"Dec. 31, 2013",0.7089
"Dec. 31, 2012",
"Dec. 31, 2011",
"Dec. 31, 2010",0.792
"Dec. 31, 2009",
"Dec. 31, 2008",0.3921
"Dec. 31, 2007",0.4361
"Dec. 31, 2006",0.3544
"Dec. 31, 2005",0.2783
"Dec. 31, 2004",0.1709
"Dec. 31, 2003",0.1864
"Dec. 31, 2002",
"Dec. 31, 2001",0.0633
"Dec. 31, 2000",-0.1373
"Dec. 31, 1999",-0.418
