date,revenues_per_share
"Dec. 31, 2019",5.319
"Sept. 30, 2019",6.703
"June 30, 2019",5.578
"March 31, 2019",6.315
"Dec. 31, 2018",5.752
"Sept. 30, 2018",7.000
"June 30, 2018",6.359
"March 31, 2018",6.485
"Dec. 31, 2017",5.715
"Sept. 30, 2017",7.041
"June 30, 2017",6.312
"March 31, 2017",6.245
"Dec. 31, 2016",5.544
"Sept. 30, 2016",7.653
"June 30, 2016",5.882
"March 31, 2016",5.911
"Dec. 31, 2015",5.383
"Sept. 30, 2015",7.515
"June 30, 2015",5.775
"March 31, 2015",6.414
"Dec. 31, 2014",5.599
"Sept. 30, 2014",6.836
"June 30, 2014",5.849
"March 31, 2014",6.570
"Dec. 31, 2013",5.400
"Sept. 30, 2013",6.683
"June 30, 2013",5.783
"March 31, 2013",6.08
"Dec. 31, 2012",5.171
"Sept. 30, 2012",7.036
"June 30, 2012",5.779
"March 31, 2012",5.820
"Dec. 31, 2011",0.7966
"Sept. 30, 2011",9.384
"June 30, 2011",7.384
"March 31, 2011",7.914
"Dec. 31, 2010",7.108
"Sept. 30, 2010",9.474
"June 30, 2010",7.236
"March 31, 2010",8.165
"Dec. 31, 2009",7.099
"Sept. 30, 2009",8.318
"June 30, 2009",7.884
"March 31, 2009",9.008
"Dec. 31, 2008",9.146
"Sept. 30, 2008",9.796
"June 30, 2008",8.544
"March 31, 2008",9.971
"Dec. 31, 2007",8.622
"Sept. 30, 2007",9.620
"June 30, 2007",8.344
"March 31, 2007",9.797
"Dec. 31, 2006",7.841
"Sept. 30, 2006",9.276
"June 30, 2006",7.546
"March 31, 2006",8.789
"Dec. 31, 2005",8.310
"Sept. 30, 2005",9.166
"June 30, 2005",7.932
"March 31, 2005",8.320
"Dec. 31, 2004",7.536
"Sept. 30, 2004",6.754
"June 30, 2004",6.289
"March 31, 2004",6.988
"Dec. 31, 2003",6.243
"Sept. 30, 2003",8.362
"June 30, 2003",6.749
"March 31, 2003",6.973
"Dec. 31, 2002",5.322
"Sept. 30, 2002",7.948
"June 30, 2002",6.773
"March 31, 2002",7.981
"Dec. 31, 2001",2.534
"Sept. 30, 2001",10.36
"June 30, 2001",7.703
"March 31, 2001",7.467
"Dec. 31, 2000",6.511
"Sept. 30, 2000",8.712
"June 30, 2000",6.856
"March 31, 2000",6.015
"Dec. 31, 1999",5.352
"Sept. 30, 1999",8.698
"June 30, 1999",6.263
"March 31, 1999",5.363
"Dec. 31, 1998",4.917
"Sept. 30, 1998",8.165
"June 30, 1998",5.996
"March 31, 1998",5.094
"Dec. 31, 1997",5.332
"Sept. 30, 1997",7.603
"June 30, 1997",5.762
"March 31, 1997",5.571
