date,cash_on_hand
"Dec. 31, 2019",16.00M
"Sept. 30, 2019",20.00M
"June 30, 2019",6.00M
"March 31, 2019",8.00M
"Dec. 31, 2018",16.00M
"Sept. 30, 2018",11.00M
"June 30, 2018",29.00M
"March 31, 2018",30.00M
"Dec. 31, 2017",10.00M
"Sept. 30, 2017",9.00M
"June 30, 2017",10.00M
"March 31, 2017",8.00M
"Dec. 31, 2016",9.00M
"Sept. 30, 2016",18.00M
"June 30, 2016",13.00M
"March 31, 2016",13.00M
"Dec. 31, 2015",292.00M
"Sept. 30, 2015",72.00M
"June 30, 2015",2.00M
"March 31, 2015",6.00M
"Dec. 31, 2014",5.00M
"Sept. 30, 2014",13.00M
"June 30, 2014",46.00M
"March 31, 2014",26.00M
"Dec. 31, 2013",30.00M
"Sept. 30, 2013",169.00M
"June 30, 2013",150.00M
"March 31, 2013",161.00M
"Dec. 31, 2012",184.00M
"Sept. 30, 2012",298.00M
"June 30, 2012",117.00M
"March 31, 2012",208.00M
"Dec. 31, 2011",255.00M
"Sept. 30, 2011",522.00M
"June 30, 2011",378.00M
"March 31, 2011",573.00M
"Dec. 31, 2010",545.00M
"June 30, 2010",672.00M
"March 31, 2010",593.00M
"Dec. 31, 2009",622.00M
"Sept. 30, 2009",802.00M
"June 30, 2009",528.00M
"March 31, 2009",628.00M
"Dec. 31, 2008",92.00M
"Sept. 30, 2008",206.00M
"June 30, 2008",205.00M
"March 31, 2008",186.00M
"Dec. 31, 2007",355.00M
"Sept. 30, 2007",170.00M
"June 30, 2007",687.00M
"March 31, 2007",161.00M
"Dec. 31, 2006",137.00M
"Sept. 30, 2006",34.00M
"June 30, 2006",51.00M
"March 31, 2006",29.00M
"Dec. 31, 2005",96.00M
"Sept. 30, 2005",278.00M
"June 30, 2005",27.00M
"March 31, 2005",30.00M
"Dec. 31, 2004",69.00M
"Sept. 30, 2004",647.00M
"June 30, 2004",511.00M
"March 31, 2004",633.00M
"Dec. 31, 2003",111.00M
"Sept. 30, 2003",100.00M
"June 30, 2003",101.00M
"March 31, 2003",294.00M
"Dec. 31, 2002",628.00M
"Sept. 30, 2002",629.00M
"June 30, 2002",150.00M
"March 31, 2002",60.00M
"Dec. 31, 2001",67.00M
"Sept. 30, 2001",112.11M
"June 30, 2001",72.53M
"March 31, 2001",91.47M
"Dec. 31, 2000",125.97M
"Sept. 30, 2000",237.54M
"June 30, 2000",48.90M
"March 31, 2000",39.69M
"Dec. 31, 1999",194.88M
"Sept. 30, 1999",331.10M
"June 30, 1999",54.00M
"March 31, 1999",74.20M
"Dec. 31, 1998",76.90M
"Sept. 30, 1998",62.30M
"June 30, 1998",47.10M
"March 31, 1998",45.80M
"Dec. 31, 1997",9.70M
