date,ebitda_margin_ttm
"Dec. 31, 2019",41.93%
"Sept. 30, 2019",40.50%
"June 30, 2019",40.00%
"March 31, 2019",40.35%
"Dec. 31, 2018",39.61%
"Sept. 30, 2018",40.03%
"June 30, 2018",40.21%
"March 31, 2018",39.99%
"Dec. 31, 2017",39.65%
"Sept. 30, 2017",38.69%
"June 30, 2017",39.40%
"March 31, 2017",38.66%
"Dec. 31, 2016",38.61%
"Sept. 30, 2016",38.65%
"June 30, 2016",37.60%
"March 31, 2016",36.18%
"Dec. 31, 2015",35.70%
"Sept. 30, 2015",34.76%
"June 30, 2015",34.30%
"March 31, 2015",35.39%
"Dec. 31, 2014",34.73%
"Sept. 30, 2014",35.59%
"June 30, 2014",35.61%
"March 31, 2014",34.28%
"Dec. 31, 2013",33.66%
"Sept. 30, 2013",32.84%
"June 30, 2013",32.40%
"March 31, 2013",33.85%
"Dec. 31, 2012",33.51%
"Sept. 30, 2012",35.78%
"June 30, 2012",31.91%
"March 31, 2012",29.56%
"Dec. 31, 2011",28.76%
"Sept. 30, 2011",27.81%
"June 30, 2011",21.87%
"March 31, 2011",22.40%
"Dec. 31, 2010",23.21%
"Sept. 30, 2010",23.51%
"June 30, 2010",30.57%
"March 31, 2010",31.11%
"Dec. 31, 2009",31.46%
"Sept. 30, 2009",29.31%
"June 30, 2009",27.36%
"March 31, 2009",27.73%
"Dec. 31, 2008",27.22%
"Sept. 30, 2008",29.34%
"June 30, 2008",29.95%
"March 31, 2008",28.60%
"Dec. 31, 2007",28.31%
"Sept. 30, 2007",26.94%
"June 30, 2007",28.23%
"March 31, 2007",28.35%
"Dec. 31, 2006",27.47%
"Sept. 30, 2006",27.64%
"June 30, 2006",26.95%
"March 31, 2006",28.03%
"Dec. 31, 2005",29.55%
"Sept. 30, 2005",30.82%
"June 30, 2005",31.87%
"March 31, 2005",31.32%
"Dec. 31, 2004",32.60%
"Sept. 30, 2004",33.72%
"June 30, 2004",35.17%
"March 31, 2004",36.01%
"Dec. 31, 2003",36.18%
"Sept. 30, 2003",34.19%
"June 30, 2003",33.72%
"March 31, 2003",34.53%
"Dec. 31, 2002",32.88%
"Sept. 30, 2002",39.54%
"June 30, 2002",38.21%
"March 31, 2002",56.67%
"Dec. 31, 2001",58.25%
"Sept. 30, 2001",50.41%
"June 30, 2001",52.25%
"March 31, 2001",33.52%
"Dec. 31, 2000",34.80%
"Sept. 30, 2000",-21.80%
"June 30, 2000",-4.99%
"March 31, 2000",-6.49%
"Dec. 31, 1999",-7.22%
"Sept. 30, 1999",54.93%
"June 30, 1999",36.65%
"March 31, 1999",36.75%
"Dec. 31, 1998",36.60%
"Sept. 30, 1998",52.05%
"June 30, 1998",68.73%
"March 31, 1998",85.11%
"Dec. 31, 1997",100.0%
