date,max_drawdown_all
"Feb. 29, 2020",60.56%
"Jan. 31, 2020",60.56%
"Dec. 31, 2019",60.56%
"Nov. 30, 2019",60.56%
"Oct. 31, 2019",60.56%
"Sept. 30, 2019",60.56%
"Aug. 31, 2019",60.56%
"July 31, 2019",60.56%
"June 30, 2019",60.56%
"May 31, 2019",60.56%
"April 30, 2019",60.56%
"March 31, 2019",60.56%
"Feb. 28, 2019",60.56%
"Jan. 31, 2019",60.56%
"Dec. 31, 2018",60.56%
"Nov. 30, 2018",60.56%
"Oct. 31, 2018",60.56%
"Sept. 30, 2018",60.56%
"Aug. 31, 2018",60.56%
"July 31, 2018",60.56%
"June 30, 2018",60.56%
"May 31, 2018",60.56%
"April 30, 2018",60.56%
"March 31, 2018",60.56%
"Feb. 28, 2018",60.56%
"Jan. 31, 2018",60.56%
"Dec. 31, 2017",60.56%
"Nov. 30, 2017",60.56%
"Oct. 31, 2017",60.56%
"Sept. 30, 2017",60.56%
"Aug. 31, 2017",60.56%
"July 31, 2017",60.56%
"June 30, 2017",60.56%
"May 31, 2017",60.56%
"April 30, 2017",60.56%
"March 31, 2017",60.56%
"Feb. 28, 2017",60.56%
"Jan. 31, 2017",60.56%
"Dec. 31, 2016",60.56%
"Nov. 30, 2016",60.56%
"Oct. 31, 2016",60.56%
"Sept. 30, 2016",60.56%
"Aug. 31, 2016",60.56%
"July 31, 2016",60.56%
"June 30, 2016",60.56%
"May 31, 2016",60.56%
"April 30, 2016",60.56%
"March 31, 2016",60.56%
"Feb. 29, 2016",60.56%
"Jan. 31, 2016",60.56%
"Dec. 31, 2015",60.56%
"Nov. 30, 2015",60.56%
"Oct. 31, 2015",60.56%
"Sept. 30, 2015",60.56%
"Aug. 31, 2015",60.56%
"July 31, 2015",60.56%
"June 30, 2015",60.56%
"May 31, 2015",60.56%
"April 30, 2015",60.56%
"March 31, 2015",60.56%
"Feb. 28, 2015",60.56%
"Jan. 31, 2015",60.56%
"Dec. 31, 2014",60.56%
"Nov. 30, 2014",60.56%
"Oct. 31, 2014",60.56%
"Sept. 30, 2014",60.56%
"Aug. 31, 2014",60.56%
"July 31, 2014",60.56%
"June 30, 2014",60.56%
"May 31, 2014",60.56%
"April 30, 2014",60.56%
"March 31, 2014",60.56%
"Feb. 28, 2014",60.56%
"Jan. 31, 2014",60.56%
"Dec. 31, 2013",60.56%
"Nov. 30, 2013",60.56%
"Oct. 31, 2013",60.56%
"Sept. 30, 2013",60.56%
"Aug. 31, 2013",60.56%
"July 31, 2013",60.56%
"June 30, 2013",60.56%
"May 31, 2013",60.56%
"April 30, 2013",60.56%
"March 31, 2013",60.56%
"Feb. 28, 2013",60.56%
"Jan. 31, 2013",60.56%
"Dec. 31, 2012",60.56%
"Nov. 30, 2012",60.56%
"Oct. 31, 2012",60.56%
"Sept. 30, 2012",60.56%
"Aug. 31, 2012",60.56%
"July 31, 2012",60.56%
"June 30, 2012",60.56%
"May 31, 2012",60.56%
"April 30, 2012",60.56%
"March 31, 2012",60.56%
"Feb. 29, 2012",60.56%
"Jan. 31, 2012",60.56%
"Dec. 31, 2011",60.56%
"Nov. 30, 2011",60.56%
"Oct. 31, 2011",60.56%
"Sept. 30, 2011",60.56%
"Aug. 31, 2011",60.56%
"July 31, 2011",60.56%
"June 30, 2011",60.56%
"May 31, 2011",60.56%
"April 30, 2011",60.56%
"March 31, 2011",60.56%
