date,current_ratio
"Dec. 31, 2019",0.5713
"Sept. 30, 2019",0.6543
"June 30, 2019",0.5501
"March 31, 2019",0.5945
"Dec. 31, 2018",0.5705
"Sept. 30, 2018",0.6357
"June 30, 2018",0.6215
"March 31, 2018",0.4685
"Dec. 31, 2017",0.5483
"Sept. 30, 2017",0.6126
"June 30, 2017",0.5682
"March 31, 2017",0.525
"Dec. 31, 2016",0.5957
"Sept. 30, 2016",0.6979
"June 30, 2016",0.656
"March 31, 2016",0.7928
"Dec. 31, 2015",0.9159
"Sept. 30, 2015",0.7967
"June 30, 2015",0.779
"March 31, 2015",0.7909
"Dec. 31, 2014",0.7532
"Sept. 30, 2014",0.9165
"June 30, 2014",0.8499
"March 31, 2014",0.6752
"Dec. 31, 2013",0.8013
"Sept. 30, 2013",1.014
"June 30, 2013",1.037
"March 31, 2013",1.279
"Dec. 31, 2012",1.339
"Sept. 30, 2012",1.556
"June 30, 2012",1.344
"March 31, 2012",1.316
"Dec. 31, 2011",1.286
"Sept. 30, 2011",1.450
"June 30, 2011",1.507
"March 31, 2011",1.478
"Dec. 31, 2010",1.531
"Sept. 30, 2010",
"June 30, 2010",1.608
"March 31, 2010",1.621
"Dec. 31, 2009",1.661
"Sept. 30, 2009",1.443
"June 30, 2009",1.047
"March 31, 2009",0.957
"Dec. 31, 2008",0.8476
"Sept. 30, 2008",0.8729
"June 30, 2008",0.8986
"March 31, 2008",0.6561
"Dec. 31, 2007",0.8546
"Sept. 30, 2007",0.9349
"June 30, 2007",0.9096
"March 31, 2007",0.827
"Dec. 31, 2006",0.851
"Sept. 30, 2006",0.944
"June 30, 2006",1.097
"March 31, 2006",0.976
"Dec. 31, 2005",1.223
"Sept. 30, 2005",1.420
"June 30, 2005",1.134
"March 31, 2005",0.8585
"Dec. 31, 2004",0.8201
"Sept. 30, 2004",1.559
"June 30, 2004",1.598
"March 31, 2004",1.660
"Dec. 31, 2003",0.9039
"Sept. 30, 2003",1.049
"June 30, 2003",0.9319
"March 31, 2003",1.221
"Dec. 31, 2002",1.209
"Sept. 30, 2002",1.418
"June 30, 2002",0.9869
"March 31, 2002",0.8531
"Dec. 31, 2001",0.5465
"Sept. 30, 2001",0.6613
"June 30, 2001",0.7089
"March 31, 2001",0.673
"Dec. 31, 2000",0.7767
"Sept. 30, 2000",0.6864
"June 30, 2000",0.6561
"March 31, 2000",0.6426
"Dec. 31, 1999",0.816
"Sept. 30, 1999",0.9601
"June 30, 1999",0.8536
"March 31, 1999",0.8031
"Dec. 31, 1998",0.8078
"Sept. 30, 1998",0.9981
"June 30, 1998",1.019
"March 31, 1998",0.9499
"Dec. 31, 1997",0.9521
