date,liabilities
"Dec. 31, 2019",20.73B
"Sept. 30, 2019",20.34B
"June 30, 2019",20.17B
"March 31, 2019",19.66B
"Dec. 31, 2018",19.44B
"Sept. 30, 2018",19.16B
"June 30, 2018",19.11B
"March 31, 2018",18.71B
"Dec. 31, 2017",18.62B
"Sept. 30, 2017",18.13B
"June 30, 2017",17.95B
"March 31, 2017",17.60B
"Dec. 31, 2016",17.45B
"Sept. 30, 2016",16.80B
"June 30, 2016",16.73B
"March 31, 2016",16.37B
"Dec. 31, 2015",16.55B
"Sept. 30, 2015",16.30B
"June 30, 2015",16.25B
"March 31, 2015",16.04B
"Dec. 31, 2014",15.43B
"Sept. 30, 2014",14.96B
"June 30, 2014",14.87B
"March 31, 2014",14.51B
"Dec. 31, 2013",14.36B
"Sept. 30, 2013",15.66B
"June 30, 2013",15.75B
"March 31, 2013",15.44B
"Dec. 31, 2012",15.46B
"Sept. 30, 2012",15.47B
"June 30, 2012",15.28B
"March 31, 2012",15.32B
"Dec. 31, 2011",15.58B
"Sept. 30, 2011",15.20B
"June 30, 2011",15.45B
"March 31, 2011",15.45B
"Dec. 31, 2010",15.63B
"June 30, 2010",15.72B
"March 31, 2010",15.58B
"Dec. 31, 2009",15.64B
"Sept. 30, 2009",15.55B
"June 30, 2009",15.84B
"March 31, 2009",15.80B
"Dec. 31, 2008",15.49B
"Sept. 30, 2008",14.41B
"June 30, 2008",14.80B
"March 31, 2008",13.98B
"Dec. 31, 2007",13.95B
"Sept. 30, 2007",13.63B
"June 30, 2007",13.89B
"March 31, 2007",13.05B
"Dec. 31, 2006",12.98B
"Sept. 30, 2006",12.26B
"June 30, 2006",12.09B
"March 31, 2006",11.98B
"Dec. 31, 2005",11.79B
"Sept. 30, 2005",11.62B
"June 30, 2005",11.21B
"March 31, 2005",11.48B
"Dec. 31, 2004",11.64B
"Sept. 30, 2004",11.72B
"June 30, 2004",9.232B
"March 31, 2004",9.231B
"Dec. 31, 2003",9.678B
"Sept. 30, 2003",8.969B
"June 30, 2003",9.066B
"March 31, 2003",9.228B
"Dec. 31, 2002",8.101B
"Sept. 30, 2002",6.959B
"June 30, 2002",6.917B
"March 31, 2002",6.67B
"Dec. 31, 2001",6.813B
"Sept. 30, 2001",6.682B
"June 30, 2001",6.661B
"March 31, 2001",6.269B
"Dec. 31, 2000",6.279B
"Sept. 30, 2000",6.124B
"June 30, 2000",5.983B
"March 31, 2000",6.012B
"Dec. 31, 1999",5.849B
"Sept. 30, 1999",5.834B
"June 30, 1999",5.675B
"March 31, 1999",5.551B
"Dec. 31, 1998",5.553B
"Sept. 30, 1998",5.766B
"June 30, 1998",5.674B
"March 31, 1998",5.587B
"Dec. 31, 1997",5.570B
