date,days_payables_outstanding
"Dec. 31, 2019",85.34
"Sept. 30, 2019",66.67
"June 30, 2019",66.67
"March 31, 2019",75.14
"Dec. 31, 2018",74.70
"Sept. 30, 2018",60.42
"June 30, 2018",57.68
"March 31, 2018",72.21
"Dec. 31, 2017",80.58
"Sept. 30, 2017",58.47
"June 30, 2017",52.34
"March 31, 2017",66.04
"Dec. 31, 2016",65.36
"Sept. 30, 2016",53.44
"June 30, 2016",52.34
"March 31, 2016",65.66
"Dec. 31, 2015",69.72
"Sept. 30, 2015",49.81
"June 30, 2015",50.57
"March 31, 2015",57.60
"Dec. 31, 2014",59.14
"Sept. 30, 2014",54.53
"June 30, 2014",59.68
"March 31, 2014",66.39
"Dec. 31, 2013",68.38
"Sept. 30, 2013",45.46
"June 30, 2013",38.85
"March 31, 2013",45.11
"Dec. 31, 2012",66.39
"Sept. 30, 2012",46.17
"June 30, 2012",45.84
"March 31, 2012",54.47
"Dec. 31, 2011",33.50
"Sept. 30, 2011",44.00
"June 30, 2011",52.39
"March 31, 2011",63.24
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",60.03
"March 31, 2010",68.19
"Dec. 31, 2009",82.87
"Sept. 30, 2009",59.32
"June 30, 2009",71.49
"March 31, 2009",86.20
"Dec. 31, 2008",69.81
"Sept. 30, 2008",41.39
"June 30, 2008",57.18
"March 31, 2008",59.33
"Dec. 31, 2007",59.86
"Sept. 30, 2007",40.92
"June 30, 2007",49.79
"March 31, 2007",107.38
"Dec. 31, 2006",66.45
"Sept. 30, 2006",41.31
"June 30, 2006",44.90
"March 31, 2006",57.46
"Dec. 31, 2005",79.47
"Sept. 30, 2005",42.03
"June 30, 2005",49.53
"March 31, 2005",50.86
"Dec. 31, 2004",74.26
"Sept. 30, 2004",52.64
"June 30, 2004",59.54
"March 31, 2004",80.93
"Dec. 31, 2003",92.10
"Sept. 30, 2003",58.91
"June 30, 2003",69.61
"March 31, 2003",105.56
"Dec. 31, 2002",413.67
"Sept. 30, 2002",69.25
"June 30, 2002",82.55
"March 31, 2002",52.92
"Dec. 31, 2001",-78.91
"Sept. 30, 2001",53.47
"June 30, 2001",
"March 31, 2001",78.15
"Dec. 31, 2000",97.60
"Sept. 30, 2000",70.93
"June 30, 2000",68.49
"March 31, 2000",88.49
"Dec. 31, 1999",
"Sept. 30, 1999",
"June 30, 1999",75.44
"March 31, 1999",92.16
"Dec. 31, 1998",119.97
"Sept. 30, 1998",64.96
"June 30, 1998",62.63
"March 31, 1998",93.71
