date,graham_number
"Dec. 31, 2019",49.67
"Sept. 30, 2019",48.97
"June 30, 2019",48.00
"March 31, 2019",49.56
"Dec. 31, 2018",48.28
"Sept. 30, 2018",44.44
"June 30, 2018",41.51
"March 31, 2018",39.61
"Dec. 31, 2017",37.85
"Sept. 30, 2017",41.43
"June 30, 2017",43.57
"March 31, 2017",41.90
"Dec. 31, 2016",42.10
"Sept. 30, 2016",42.28
"June 30, 2016",40.62
"March 31, 2016",40.46
"Dec. 31, 2015",40.85
"Sept. 30, 2015",41.68
"June 30, 2015",39.28
"March 31, 2015",39.11
"Dec. 31, 2014",38.74
"Sept. 30, 2014",38.51
"June 30, 2014",38.25
"March 31, 2014",36.29
"Dec. 31, 2013",26.76
"Sept. 30, 2013",
"June 30, 2013",
"March 31, 2013",
"Dec. 31, 2012",
"Sept. 30, 2012",24.91
"June 30, 2012",18.53
"March 31, 2012",11.44
"Dec. 31, 2011",39.64
"Sept. 30, 2011",40.88
"June 30, 2011",16.38
"March 31, 2011",17.81
"Dec. 31, 2010",20.48
"Sept. 30, 2010",22.42
"June 30, 2010",42.57
"March 31, 2010",43.54
"Dec. 31, 2009",45.41
"Sept. 30, 2009",45.18
"June 30, 2009",44.77
"March 31, 2009",46.42
"Dec. 31, 2008",46.10
"Sept. 30, 2008",48.50
"June 30, 2008",49.38
"March 31, 2008",47.05
"Dec. 31, 2007",46.62
"Sept. 30, 2007",44.83
"June 30, 2007",46.31
"March 31, 2007",45.46
"Dec. 31, 2006",43.59
"Sept. 30, 2006",41.75
"June 30, 2006",40.73
"March 31, 2006",43.40
"Dec. 31, 2005",45.81
"Sept. 30, 2005",48.60
"June 30, 2005",46.67
"March 31, 2005",43.88
"Dec. 31, 2004",43.27
"Sept. 30, 2004",42.09
"June 30, 2004",44.86
"March 31, 2004",45.02
"Dec. 31, 2003",44.14
"Sept. 30, 2003",40.57
"June 30, 2003",39.19
"March 31, 2003",40.02
"Dec. 31, 2002",38.04
"Sept. 30, 2002",43.50
"June 30, 2002",43.91
"March 31, 2002",43.00
"Dec. 31, 2001",43.08
"Sept. 30, 2001",42.25
"June 30, 2001",40.62
"March 31, 2001",41.47
"Dec. 31, 2000",41.84
"Sept. 30, 2000",40.76
"June 30, 2000",39.38
"March 31, 2000",37.91
"Dec. 31, 1999",37.73
"Sept. 30, 1999",39.85
"June 30, 1999",38.24
"March 31, 1999",38.11
"Dec. 31, 1998",37.59
"Sept. 30, 1998",36.39
"June 30, 1998",34.39
"March 31, 1998",34.20
"Dec. 31, 1997",34.76
