date,days_sales_outstanding
"Dec. 31, 2019",53.43
"Sept. 30, 2019",46.34
"June 30, 2019",56.48
"March 31, 2019",48.85
"Dec. 31, 2018",57.43
"Sept. 30, 2018",51.71
"June 30, 2018",54.73
"March 31, 2018",49.17
"Dec. 31, 2017",55.18
"Sept. 30, 2017",45.31
"June 30, 2017",47.76
"March 31, 2017",46.59
"Dec. 31, 2016",54.74
"Sept. 30, 2016",40.99
"June 30, 2016",48.21
"March 31, 2016",44.38
"Dec. 31, 2015",55.11
"Sept. 30, 2015",42.94
"June 30, 2015",55.56
"March 31, 2015",47.06
"Dec. 31, 2014",51.82
"Sept. 30, 2014",47.89
"June 30, 2014",62.89
"March 31, 2014",54.21
"Dec. 31, 2013",58.95
"Sept. 30, 2013",44.90
"June 30, 2013",52.65
"March 31, 2013",47.23
"Dec. 31, 2012",57.52
"Sept. 30, 2012",46.19
"June 30, 2012",52.17
"March 31, 2012",51.99
"Dec. 31, 2011",439.87
"Sept. 30, 2011",43.01
"June 30, 2011",57.43
"March 31, 2011",53.94
"Dec. 31, 2010",30.30
"Sept. 30, 2010",21.90
"June 30, 2010",57.13
"March 31, 2010",51.29
"Dec. 31, 2009",51.91
"Sept. 30, 2009",50.28
"June 30, 2009",61.53
"March 31, 2009",56.60
"Dec. 31, 2008",47.70
"Sept. 30, 2008",37.34
"June 30, 2008",48.22
"March 31, 2008",41.72
"Dec. 31, 2007",54.39
"Sept. 30, 2007",52.55
"June 30, 2007",57.24
"March 31, 2007",44.34
"Dec. 31, 2006",45.54
"Sept. 30, 2006",37.38
"June 30, 2006",51.04
"March 31, 2006",47.25
"Dec. 31, 2005",47.50
"Sept. 30, 2005",39.69
"June 30, 2005",45.11
"March 31, 2005",43.88
"Dec. 31, 2004",47.79
"Sept. 30, 2004",46.50
"June 30, 2004",44.71
"March 31, 2004",40.16
"Dec. 31, 2003",49.03
"Sept. 30, 2003",39.05
"June 30, 2003",48.31
"March 31, 2003",40.44
"Dec. 31, 2002",52.72
"Sept. 30, 2002",40.81
"June 30, 2002",45.16
"March 31, 2002",36.58
"Dec. 31, 2001",130.99
"Sept. 30, 2001",35.22
"June 30, 2001",42.46
"March 31, 2001",43.48
"Dec. 31, 2000",51.52
"Sept. 30, 2000",35.74
"June 30, 2000",38.12
"March 31, 2000",39.79
"Dec. 31, 1999",55.88
"Sept. 30, 1999",38.69
"June 30, 1999",49.02
"March 31, 1999",52.41
"Dec. 31, 1998",63.77
"Sept. 30, 1998",41.33
"June 30, 1998",47.51
"March 31, 1998",51.15
"Dec. 31, 1997",26.12
"Sept. 30, 1997",0.00
"June 30, 1997",0.00
