date,fulmer_h_score
"Dec. 31, 2019",1.874
"Sept. 30, 2019",1.865
"June 30, 2019",1.807
"March 31, 2019",1.866
"Dec. 31, 2018",1.817
"Sept. 30, 2018",1.89
"June 30, 2018",1.846
"March 31, 2018",1.776
"Dec. 31, 2017",1.797
"Sept. 30, 2017",1.816
"June 30, 2017",1.839
"March 31, 2017",1.758
"Dec. 31, 2016",1.792
"Sept. 30, 2016",1.828
"June 30, 2016",1.743
"March 31, 2016",1.708
"Dec. 31, 2015",1.790
"Sept. 30, 2015",1.837
"June 30, 2015",1.679
"March 31, 2015",1.734
"Dec. 31, 2014",1.679
"Sept. 30, 2014",1.660
"June 30, 2014",1.601
"March 31, 2014",1.470
"Dec. 31, 2013",1.458
"Sept. 30, 2013",1.644
"June 30, 2013",1.585
"March 31, 2013",1.690
"Dec. 31, 2012",1.770
"Sept. 30, 2012",1.917
"June 30, 2012",1.762
"March 31, 2012",1.644
"Dec. 31, 2011",1.808
"Sept. 30, 2011",1.910
"June 30, 2011",1.432
"March 31, 2011",1.424
"Dec. 31, 2010",1.459
"Sept. 30, 2010",
"June 30, 2010",1.728
"March 31, 2010",1.706
"Dec. 31, 2009",1.790
"Sept. 30, 2009",1.779
"June 30, 2009",1.654
"March 31, 2009",1.672
"Dec. 31, 2008",1.690
"Sept. 30, 2008",2.026
"June 30, 2008",2.374
"March 31, 2008",2.921
