date,ncavps
"Dec. 31, 2019",-78.40
"Sept. 30, 2019",-76.68
"June 30, 2019",-75.90
"March 31, 2019",-74.27
"Dec. 31, 2018",-73.25
"Sept. 30, 2018",-71.75
"June 30, 2018",-71.42
"March 31, 2018",-70.36
"Dec. 31, 2017",-70.10
"Sept. 30, 2017",-68.22
"June 30, 2017",-67.53
"March 31, 2017",-66.59
"Dec. 31, 2016",-65.38
"Sept. 30, 2016",-62.65
"June 30, 2016",-62.39
"March 31, 2016",-61.48
"Dec. 31, 2015",-60.33
"Sept. 30, 2015",-59.03
"June 30, 2015",-58.76
"March 31, 2015",-57.89
"Dec. 31, 2014",-56.64
"Sept. 30, 2014",-53.66
"June 30, 2014",-53.21
"March 31, 2014",-52.23
"Dec. 31, 2013",-51.05
"Sept. 30, 2013",-51.06
"June 30, 2013",-50.88
"March 31, 2013",-50.04
"Dec. 31, 2012",-48.92
"Sept. 30, 2012",-53.86
"June 30, 2012",-54.11
"March 31, 2012",-54.39
"Dec. 31, 2011",-54.75
"Sept. 30, 2011",-51.71
"June 30, 2011",-53.17
"March 31, 2011",-52.82
"Dec. 31, 2010",-52.98
"Sept. 30, 2010",
"June 30, 2010",-53.89
"March 31, 2010",-54.24
"Dec. 31, 2009",-53.92
"Sept. 30, 2009",-53.92
"June 30, 2009",-61.49
"March 31, 2009",-61.43
"Dec. 31, 2008",-60.69
"Sept. 30, 2008",-56.26
"June 30, 2008",-57.30
"March 31, 2008",-55.77
"Dec. 31, 2007",-55.08
"Sept. 30, 2007",-54.27
"June 30, 2007",-54.57
"March 31, 2007",-54.06
"Dec. 31, 2006",-53.75
"Sept. 30, 2006",-51.05
"June 30, 2006",-51.22
"March 31, 2006",-51.27
"Dec. 31, 2005",-48.72
"Sept. 30, 2005",-47.19
"June 30, 2005",-47.34
"March 31, 2005",-51.29
"Dec. 31, 2004",-52.07
"Sept. 30, 2004",-49.18
"June 30, 2004",-41.35
"March 31, 2004",-41.34
"Dec. 31, 2003",-51.33
"Sept. 30, 2003",-47.19
"June 30, 2003",-48.76
"March 31, 2003",-49.27
"Dec. 31, 2002",-43.15
"Sept. 30, 2002",-35.82
"June 30, 2002",-41.03
"March 31, 2002",-40.82
"Dec. 31, 2001",-43.09
"Sept. 30, 2001",-41.44
"June 30, 2001",-41.90
"March 31, 2001",-40.06
"Dec. 31, 2000",-39.04
"Sept. 30, 2000",-37.30
"June 30, 2000",-37.92
"March 31, 2000",-37.52
"Dec. 31, 1999",-36.22
"Sept. 30, 1999",-34.14
"June 30, 1999",-35.23
"March 31, 1999",-34.95
"Dec. 31, 1998",-34.85
"Sept. 30, 1998",-34.18
"June 30, 1998",-35.53
"March 31, 1998",-35.73
"Dec. 31, 1997",-35.41
