date,market_cap
"March 19, 2020",17.70B
"March 18, 2020",18.75B
"March 17, 2020",19.13B
"March 16, 2020",16.24B
"March 13, 2020",18.75B
"March 12, 2020",17.83B
"March 11, 2020",19.91B
"March 10, 2020",20.34B
"March 9, 2020",20.09B
"March 6, 2020",21.02B
"March 5, 2020",21.19B
"March 4, 2020",21.44B
"March 3, 2020",20.48B
"March 2, 2020",20.79B
"Feb. 28, 2020",19.45B
"Feb. 27, 2020",20.09B
"Feb. 26, 2020",20.98B
"Feb. 25, 2020",20.58B
"Feb. 24, 2020",20.89B
"Feb. 21, 2020",21.01B
"Feb. 20, 2020",21.09B
"Feb. 19, 2020",21.15B
"Feb. 18, 2020",21.36B
"Feb. 14, 2020",21.37B
"Feb. 13, 2020",21.11B
"Feb. 12, 2020",20.82B
"Feb. 11, 2020",20.75B
"Feb. 10, 2020",20.68B
"Feb. 7, 2020",20.58B
"Feb. 6, 2020",20.48B
"Feb. 5, 2020",20.36B
"Feb. 4, 2020",20.26B
"Feb. 3, 2020",20.35B
"Jan. 31, 2020",20.20B
"Jan. 30, 2020",20.16B
"Jan. 29, 2020",19.95B
"Jan. 28, 2020",19.77B
"Jan. 27, 2020",19.72B
"Jan. 24, 2020",19.79B
"Jan. 23, 2020",19.77B
"Jan. 22, 2020",19.67B
"Jan. 21, 2020",19.70B
"Jan. 17, 2020",19.63B
"Jan. 16, 2020",19.50B
"Jan. 15, 2020",19.25B
"Jan. 14, 2020",19.11B
"Jan. 13, 2020",19.11B
"Jan. 10, 2020",18.96B
"Jan. 9, 2020",18.86B
"Jan. 8, 2020",18.79B
"Jan. 7, 2020",18.82B
"Jan. 6, 2020",18.75B
"Jan. 3, 2020",18.73B
"Jan. 2, 2020",18.72B
"Dec. 31, 2019",18.91B
"Dec. 30, 2019",18.84B
"Dec. 27, 2019",18.77B
"Dec. 26, 2019",18.61B
"Dec. 24, 2019",18.64B
"Dec. 23, 2019",18.61B
"Dec. 20, 2019",18.84B
"Dec. 19, 2019",18.56B
"Dec. 18, 2019",18.71B
"Dec. 17, 2019",18.60B
"Dec. 16, 2019",18.64B
"Dec. 13, 2019",18.46B
"Dec. 12, 2019",18.38B
"Dec. 11, 2019",18.44B
"Dec. 10, 2019",18.35B
"Dec. 9, 2019",18.44B
"Dec. 6, 2019",18.50B
"Dec. 5, 2019",18.47B
"Dec. 4, 2019",18.29B
"Dec. 3, 2019",18.16B
"Dec. 2, 2019",18.13B
"Nov. 29, 2019",18.29B
"Nov. 27, 2019",18.25B
"Nov. 26, 2019",18.24B
"Nov. 25, 2019",18.25B
"Nov. 22, 2019",18.44B
"Nov. 21, 2019",18.50B
"Nov. 20, 2019",18.57B
"Nov. 19, 2019",18.56B
"Nov. 18, 2019",18.63B
"Nov. 15, 2019",18.85B
"Nov. 14, 2019",18.83B
"Nov. 13, 2019",18.59B
"Nov. 12, 2019",18.26B
"Nov. 11, 2019",18.23B
"Nov. 8, 2019",18.16B
"Nov. 7, 2019",18.36B
"Nov. 6, 2019",18.59B
"Nov. 5, 2019",18.44B
"Nov. 4, 2019",18.72B
"Nov. 1, 2019",19.03B
"Oct. 31, 2019",19.12B
"Oct. 30, 2019",19.07B
"Oct. 29, 2019",18.80B
"Oct. 28, 2019",18.64B
"Oct. 25, 2019",18.83B
"Oct. 24, 2019",19.05B
"Oct. 23, 2019",18.94B
"Oct. 22, 2019",18.94B
"Oct. 21, 2019",18.84B
"Oct. 18, 2019",18.83B
"Oct. 17, 2019",18.63B
"Oct. 16, 2019",18.61B
"Oct. 15, 2019",18.63B
"Oct. 14, 2019",18.75B
"Oct. 11, 2019",18.94B
"Oct. 10, 2019",18.89B
"Oct. 9, 2019",19.01B
"Oct. 8, 2019",19.03B
"Oct. 7, 2019",19.40B
"Oct. 4, 2019",19.55B
"Oct. 3, 2019",19.30B
"Oct. 2, 2019",19.36B
"Oct. 1, 2019",19.58B
"Sept. 30, 2019",19.68B
"Sept. 27, 2019",19.66B
"Sept. 26, 2019",19.76B
"Sept. 25, 2019",19.73B
"Sept. 24, 2019",19.56B
"Sept. 23, 2019",19.41B
"Sept. 20, 2019",19.43B
"Sept. 19, 2019",19.33B
"Sept. 18, 2019",19.29B
"Sept. 17, 2019",19.06B
"Sept. 16, 2019",18.97B
"Sept. 13, 2019",18.83B
"Sept. 12, 2019",18.80B
"Sept. 11, 2019",18.38B
"Sept. 10, 2019",18.24B
"Sept. 9, 2019",18.48B
"Sept. 6, 2019",18.73B
"Sept. 5, 2019",18.96B
"Sept. 4, 2019",19.29B
"Sept. 3, 2019",19.29B
"Aug. 30, 2019",18.96B
"Aug. 29, 2019",18.96B
"Aug. 28, 2019",18.62B
"Aug. 27, 2019",18.62B
"Aug. 26, 2019",18.64B
"Aug. 23, 2019",18.52B
"Aug. 22, 2019",18.88B
"Aug. 21, 2019",18.91B
"Aug. 20, 2019",18.84B
"Aug. 19, 2019",18.92B
"Aug. 16, 2019",18.84B
"Aug. 15, 2019",18.63B
"Aug. 14, 2019",18.50B
"Aug. 13, 2019",18.81B
"Aug. 12, 2019",18.84B
"Aug. 9, 2019",18.85B
"Aug. 8, 2019",18.76B
"Aug. 7, 2019",18.49B
"Aug. 6, 2019",18.44B
"Aug. 5, 2019",18.45B
"Aug. 2, 2019",18.62B
"Aug. 1, 2019",18.84B
"July 31, 2019",18.60B
"July 30, 2019",18.73B
"July 29, 2019",18.89B
"July 26, 2019",18.83B
"July 25, 2019",18.74B
"July 24, 2019",18.79B
"July 23, 2019",18.74B
"July 22, 2019",18.75B
"July 19, 2019",18.68B
"July 18, 2019",18.97B
"July 17, 2019",18.86B
"July 16, 2019",18.74B
"July 15, 2019",18.75B
"July 12, 2019",18.72B
"July 11, 2019",18.85B
"July 10, 2019",18.84B
"July 9, 2019",18.83B
"July 8, 2019",18.80B
"July 5, 2019",18.79B
"July 3, 2019",18.81B
"July 2, 2019",18.66B
"July 1, 2019",18.49B
"June 28, 2019",18.45B
"June 27, 2019",18.33B
"June 26, 2019",18.35B
"June 25, 2019",18.81B
"June 24, 2019",18.89B
"June 21, 2019",19.02B
"June 20, 2019",19.00B
"June 19, 2019",18.89B
"June 18, 2019",18.77B
"June 17, 2019",18.71B
"June 14, 2019",18.84B
"June 13, 2019",18.72B
"June 12, 2019",18.72B
"June 11, 2019",18.40B
"June 10, 2019",18.65B
"June 7, 2019",18.64B
"June 6, 2019",18.80B
"June 5, 2019",18.70B
"June 4, 2019",18.28B
"June 3, 2019",18.29B
"May 31, 2019",18.01B
"May 30, 2019",17.91B
"May 29, 2019",17.98B
"May 28, 2019",18.25B
"May 24, 2019",18.51B
"May 23, 2019",18.59B
"May 22, 2019",18.39B
"May 21, 2019",18.25B
"May 20, 2019",18.34B
"May 17, 2019",18.35B
"May 16, 2019",18.23B
"May 15, 2019",18.11B
"May 14, 2019",18.14B
"May 13, 2019",18.32B
"May 10, 2019",18.00B
"May 9, 2019",17.66B
"May 8, 2019",17.53B
"May 7, 2019",17.85B
"May 6, 2019",17.87B
"May 3, 2019",17.92B
"May 2, 2019",17.77B
"May 1, 2019",17.74B
"April 30, 2019",17.87B
"April 29, 2019",17.53B
"April 26, 2019",17.73B
"April 25, 2019",17.75B
"April 24, 2019",17.68B
"April 23, 2019",17.47B
"April 22, 2019",17.32B
"April 18, 2019",17.31B
"April 17, 2019",17.34B
"April 16, 2019",17.40B
"April 15, 2019",17.69B
"April 12, 2019",17.68B
"April 11, 2019",17.64B
"April 10, 2019",17.56B
"April 9, 2019",17.69B
"April 8, 2019",17.60B
"April 5, 2019",17.78B
"April 4, 2019",17.58B
"April 3, 2019",17.74B
"April 2, 2019",17.82B
"April 1, 2019",17.88B
"March 29, 2019",18.05B
"March 28, 2019",18.03B
"March 27, 2019",18.26B
"March 26, 2019",18.35B
"March 25, 2019",18.23B
"March 22, 2019",18.10B
"March 21, 2019",17.98B
"March 20, 2019",17.73B
"March 19, 2019",17.67B
"March 18, 2019",17.80B
"March 15, 2019",17.93B
"March 14, 2019",17.82B
"March 13, 2019",17.90B
"March 12, 2019",17.76B
"March 11, 2019",17.81B
"March 8, 2019",17.60B
"March 7, 2019",17.48B
"March 6, 2019",17.44B
"March 5, 2019",17.44B
"March 4, 2019",17.50B
"March 1, 2019",17.35B
"Feb. 28, 2019",17.43B
"Feb. 27, 2019",17.23B
"Feb. 26, 2019",17.18B
"Feb. 25, 2019",17.34B
"Feb. 22, 2019",17.66B
"Feb. 21, 2019",17.42B
"Feb. 20, 2019",17.22B
"Feb. 19, 2019",17.15B
"Feb. 15, 2019",17.05B
"Feb. 14, 2019",16.89B
"Feb. 13, 2019",17.14B
"Feb. 12, 2019",17.17B
"Feb. 11, 2019",17.31B
