date,forward_pe_ratio_1y
"March 19, 2020",18.97
"March 18, 2020",20.10
"March 17, 2020",20.50
"March 16, 2020",17.40
"March 13, 2020",20.10
"March 12, 2020",19.11
"March 11, 2020",21.34
"March 10, 2020",21.80
"March 9, 2020",21.52
"March 6, 2020",22.51
"March 5, 2020",22.69
"March 4, 2020",22.96
"March 3, 2020",21.93
"March 2, 2020",22.26
"Feb. 28, 2020",20.83
"Feb. 27, 2020",21.51
"Feb. 26, 2020",22.47
"Feb. 25, 2020",22.04
"Feb. 24, 2020",22.37
"Feb. 21, 2020",22.51
"Feb. 20, 2020",22.59
"Feb. 19, 2020",22.65
"Feb. 18, 2020",22.88
"Feb. 14, 2020",22.89
"Feb. 13, 2020",22.61
"Feb. 12, 2020",22.30
"Feb. 11, 2020",22.22
"Feb. 10, 2020",22.15
"Feb. 7, 2020",22.05
"Feb. 6, 2020",21.93
"Feb. 5, 2020",21.80
"Feb. 4, 2020",21.70
"Feb. 3, 2020",21.79
"Jan. 31, 2020",21.64
"Jan. 30, 2020",21.60
"Jan. 29, 2020",21.37
"Jan. 28, 2020",21.18
"Jan. 27, 2020",21.13
"Jan. 24, 2020",21.20
"Jan. 23, 2020",21.18
"Jan. 22, 2020",21.07
"Jan. 21, 2020",21.11
"Jan. 17, 2020",21.03
"Jan. 16, 2020",20.89
"Jan. 15, 2020",20.62
"Jan. 14, 2020",20.47
"Jan. 13, 2020",20.47
"Jan. 10, 2020",20.31
"Jan. 9, 2020",20.20
"Jan. 8, 2020",20.12
"Jan. 7, 2020",20.16
"Jan. 6, 2020",20.08
"Jan. 3, 2020",20.06
"Jan. 2, 2020",20.06
"Dec. 31, 2019",20.25
"Dec. 30, 2019",21.98
"Dec. 27, 2019",21.91
"Dec. 26, 2019",21.72
"Dec. 24, 2019",21.75
"Dec. 23, 2019",21.72
"Dec. 20, 2019",21.98
"Dec. 19, 2019",21.66
"Dec. 18, 2019",21.83
"Dec. 17, 2019",21.71
"Dec. 16, 2019",21.75
"Dec. 13, 2019",21.54
"Dec. 12, 2019",21.45
"Dec. 11, 2019",21.52
"Dec. 10, 2019",21.42
"Dec. 9, 2019",21.52
"Dec. 6, 2019",21.59
"Dec. 5, 2019",21.56
"Dec. 4, 2019",21.35
"Dec. 3, 2019",21.19
"Dec. 2, 2019",21.15
"Nov. 29, 2019",21.34
"Nov. 27, 2019",21.30
"Nov. 26, 2019",21.28
"Nov. 25, 2019",21.30
"Nov. 22, 2019",21.52
"Nov. 21, 2019",21.59
"Nov. 20, 2019",21.67
"Nov. 19, 2019",21.66
"Nov. 18, 2019",21.74
"Nov. 15, 2019",22.00
"Nov. 14, 2019",21.97
"Nov. 13, 2019",21.70
"Nov. 12, 2019",21.30
"Nov. 11, 2019",21.27
"Nov. 8, 2019",21.19
"Nov. 7, 2019",21.43
"Nov. 6, 2019",21.69
"Nov. 5, 2019",21.52
"Nov. 4, 2019",21.85
"Nov. 1, 2019",22.21
"Oct. 31, 2019",22.31
"Oct. 30, 2019",22.27
"Oct. 29, 2019",21.96
"Oct. 28, 2019",21.78
"Oct. 25, 2019",21.99
"Oct. 24, 2019",22.25
"Oct. 23, 2019",22.13
"Oct. 22, 2019",22.12
"Oct. 21, 2019",22.01
"Oct. 18, 2019",22.00
"Oct. 17, 2019",21.76
"Oct. 16, 2019",21.74
"Oct. 15, 2019",21.76
"Oct. 14, 2019",21.90
"Oct. 11, 2019",22.12
"Oct. 10, 2019",22.07
"Oct. 9, 2019",22.21
"Oct. 8, 2019",22.23
"Oct. 7, 2019",22.67
"Oct. 4, 2019",22.83
"Oct. 3, 2019",22.54
"Oct. 2, 2019",22.61
"Oct. 1, 2019",22.87
"Sept. 30, 2019",22.98
"Sept. 27, 2019",22.97
"Sept. 26, 2019",23.08
"Sept. 25, 2019",23.04
"Sept. 24, 2019",22.84
"Sept. 23, 2019",22.67
"Sept. 20, 2019",22.69
"Sept. 19, 2019",22.58
"Sept. 18, 2019",22.53
"Sept. 17, 2019",22.26
"Sept. 16, 2019",22.16
"Sept. 13, 2019",21.99
"Sept. 12, 2019",21.96
"Sept. 11, 2019",21.47
"Sept. 10, 2019",21.31
"Sept. 9, 2019",21.59
"Sept. 6, 2019",21.88
"Sept. 5, 2019",22.15
"Sept. 4, 2019",22.54
"Sept. 3, 2019",22.54
"Aug. 30, 2019",22.15
"Aug. 29, 2019",22.15
"Aug. 28, 2019",21.75
"Aug. 27, 2019",21.75
"Aug. 26, 2019",21.78
"Aug. 23, 2019",21.63
"Aug. 22, 2019",22.06
"Aug. 21, 2019",22.09
"Aug. 20, 2019",22.01
"Aug. 19, 2019",22.10
"Aug. 16, 2019",22.00
"Aug. 15, 2019",21.77
"Aug. 14, 2019",21.61
"Aug. 13, 2019",21.97
"Aug. 12, 2019",22.00
"Aug. 9, 2019",22.02
"Aug. 8, 2019",21.91
"Aug. 7, 2019",21.60
"Aug. 6, 2019",21.53
"Aug. 5, 2019",21.55
"Aug. 2, 2019",21.75
"Aug. 1, 2019",22.00
"July 31, 2019",21.73
"July 30, 2019",21.88
"July 29, 2019",22.07
"July 26, 2019",21.99
"July 25, 2019",21.89
"July 24, 2019",21.94
"July 23, 2019",21.89
"July 22, 2019",21.90
"July 19, 2019",21.82
"July 18, 2019",22.15
"July 17, 2019",22.03
"July 16, 2019",21.89
"July 15, 2019",21.90
"July 12, 2019",21.87
"July 11, 2019",22.02
"July 10, 2019",22.01
"July 9, 2019",22.00
"July 8, 2019",21.96
"July 5, 2019",21.95
"July 3, 2019",21.97
"July 2, 2019",21.79
"July 1, 2019",21.59
"June 30, 2019",
"June 28, 2019",21.57
"June 27, 2019",21.43
