date,forward_pe_ratio
"March 19, 2020",20.64
"March 18, 2020",21.86
"March 17, 2020",22.31
"March 16, 2020",18.94
"March 13, 2020",21.86
"March 12, 2020",20.79
"March 11, 2020",23.22
"March 10, 2020",23.71
"March 9, 2020",23.43
"March 6, 2020",24.51
"March 5, 2020",24.71
"March 4, 2020",25.00
"March 3, 2020",23.88
"March 2, 2020",24.24
"Feb. 28, 2020",22.68
"Feb. 27, 2020",23.42
"Feb. 26, 2020",24.47
"Feb. 25, 2020",23.99
"Feb. 24, 2020",24.35
"Feb. 21, 2020",24.50
"Feb. 20, 2020",24.59
"Feb. 19, 2020",24.66
"Feb. 18, 2020",24.91
"Feb. 14, 2020",24.92
"Feb. 13, 2020",24.62
"Feb. 12, 2020",24.28
"Feb. 11, 2020",24.20
"Feb. 10, 2020",24.11
"Feb. 7, 2020",24.00
"Feb. 6, 2020",23.88
"Feb. 5, 2020",23.74
"Feb. 4, 2020",23.62
"Feb. 3, 2020",23.72
"Jan. 31, 2020",23.56
"Jan. 30, 2020",23.52
"Jan. 29, 2020",23.26
"Jan. 28, 2020",23.06
"Jan. 27, 2020",23.00
"Jan. 24, 2020",23.08
"Jan. 23, 2020",23.06
"Jan. 22, 2020",22.94
"Jan. 21, 2020",22.98
"Jan. 17, 2020",22.90
"Jan. 16, 2020",22.74
"Jan. 15, 2020",22.45
"Jan. 14, 2020",22.28
"Jan. 13, 2020",22.29
"Jan. 10, 2020",22.11
"Jan. 9, 2020",21.99
"Jan. 8, 2020",21.91
"Jan. 7, 2020",21.94
"Jan. 6, 2020",21.86
"Jan. 3, 2020",21.84
"Jan. 2, 2020",21.84
"Dec. 31, 2019",22.05
"Dec. 30, 2019",23.32
"Dec. 27, 2019",23.24
"Dec. 26, 2019",23.04
"Dec. 24, 2019",23.07
"Dec. 23, 2019",23.04
"Dec. 20, 2019",23.32
"Dec. 19, 2019",22.98
"Dec. 18, 2019",23.15
"Dec. 17, 2019",23.03
"Dec. 16, 2019",23.07
"Dec. 13, 2019",22.85
"Dec. 12, 2019",22.75
"Dec. 11, 2019",22.83
"Dec. 10, 2019",22.72
"Dec. 9, 2019",22.83
"Dec. 6, 2019",22.90
"Dec. 5, 2019",22.87
"Dec. 4, 2019",22.65
"Dec. 3, 2019",22.48
"Dec. 2, 2019",22.44
"Nov. 29, 2019",22.64
"Nov. 27, 2019",22.59
"Nov. 26, 2019",22.58
"Nov. 25, 2019",22.59
"Nov. 22, 2019",22.83
"Nov. 21, 2019",22.90
"Nov. 20, 2019",22.98
"Nov. 19, 2019",22.98
"Nov. 18, 2019",23.06
"Nov. 15, 2019",23.33
"Nov. 14, 2019",23.31
"Nov. 13, 2019",23.02
"Nov. 12, 2019",22.60
"Nov. 11, 2019",22.56
"Nov. 8, 2019",22.48
"Nov. 7, 2019",22.73
"Nov. 6, 2019",23.01
"Nov. 5, 2019",22.83
"Nov. 4, 2019",23.17
"Nov. 1, 2019",23.56
"Oct. 31, 2019",23.66
"Oct. 30, 2019",23.63
"Oct. 29, 2019",23.29
"Oct. 28, 2019",23.10
"Oct. 25, 2019",23.33
"Oct. 24, 2019",23.60
"Oct. 23, 2019",23.47
"Oct. 22, 2019",23.47
"Oct. 21, 2019",23.35
"Oct. 18, 2019",23.33
"Oct. 17, 2019",23.08
"Oct. 16, 2019",23.06
"Oct. 15, 2019",23.08
"Oct. 14, 2019",23.23
"Oct. 11, 2019",23.47
"Oct. 10, 2019",23.40
"Oct. 9, 2019",23.55
"Oct. 8, 2019",23.58
"Oct. 7, 2019",24.04
"Oct. 4, 2019",24.22
"Oct. 3, 2019",23.91
"Oct. 2, 2019",23.98
"Oct. 1, 2019",24.26
"Sept. 30, 2019",24.38
"Sept. 27, 2019",24.36
"Sept. 26, 2019",24.48
"Sept. 25, 2019",24.44
"Sept. 24, 2019",24.23
"Sept. 23, 2019",24.05
"Sept. 20, 2019",24.07
"Sept. 19, 2019",23.96
"Sept. 18, 2019",23.90
"Sept. 17, 2019",23.61
"Sept. 16, 2019",23.50
"Sept. 13, 2019",23.33
"Sept. 12, 2019",23.30
"Sept. 11, 2019",22.77
"Sept. 10, 2019",22.60
"Sept. 9, 2019",22.90
"Sept. 6, 2019",23.20
"Sept. 5, 2019",23.49
"Sept. 4, 2019",23.90
"Sept. 3, 2019",23.90
"Aug. 30, 2019",23.50
"Aug. 29, 2019",23.50
"Aug. 28, 2019",23.07
"Aug. 27, 2019",23.07
"Aug. 26, 2019",23.10
"Aug. 23, 2019",22.94
"Aug. 22, 2019",23.40
"Aug. 21, 2019",23.43
"Aug. 20, 2019",23.35
"Aug. 19, 2019",23.44
"Aug. 16, 2019",23.34
"Aug. 15, 2019",23.09
"Aug. 14, 2019",22.92
"Aug. 13, 2019",23.30
"Aug. 12, 2019",23.34
"Aug. 9, 2019",23.36
"Aug. 8, 2019",23.24
"Aug. 7, 2019",22.91
"Aug. 6, 2019",22.84
"Aug. 5, 2019",22.86
"Aug. 2, 2019",23.07
"Aug. 1, 2019",23.34
"July 31, 2019",23.05
"July 30, 2019",23.21
"July 29, 2019",23.40
"July 26, 2019",23.33
"July 25, 2019",23.22
"July 24, 2019",23.28
"July 23, 2019",23.22
"July 22, 2019",23.23
"July 19, 2019",23.14
"July 18, 2019",23.50
"July 17, 2019",23.37
"July 16, 2019",23.22
"July 15, 2019",23.23
"July 12, 2019",23.19
"July 11, 2019",23.35
"July 10, 2019",23.34
"July 9, 2019",23.33
"July 8, 2019",23.29
"July 5, 2019",23.28
"July 3, 2019",23.30
"July 2, 2019",23.12
"July 1, 2019",22.90
"June 30, 2019",
"June 28, 2019",22.87
"June 27, 2019",22.73
"June 26, 2019",22.76
"June 25, 2019",23.32
"June 24, 2019",23.42
"June 21, 2019",23.59
"June 20, 2019",23.56
"June 19, 2019",23.42
"June 18, 2019",23.28
"June 17, 2019",23.21
"June 14, 2019",23.36
"June 13, 2019",23.21
"June 12, 2019",23.22
"June 11, 2019",22.82
"June 10, 2019",23.12
"June 7, 2019",23.11
"June 6, 2019",23.31
"June 5, 2019",23.19
"June 4, 2019",22.67
"June 3, 2019",22.68
"May 31, 2019",22.34
"May 30, 2019",22.21
"May 29, 2019",22.29
"May 28, 2019",22.63
"May 24, 2019",22.96
"May 23, 2019",23.06
"May 22, 2019",22.80
"May 21, 2019",22.62
"May 20, 2019",22.75
"May 17, 2019",22.75
"May 16, 2019",22.61
"May 15, 2019",22.45
"May 14, 2019",22.49
"May 13, 2019",22.72
"May 10, 2019",22.32
"May 9, 2019",21.90
"May 8, 2019",21.73
"May 7, 2019",22.14
"May 6, 2019",22.16
"May 3, 2019",22.22
"May 2, 2019",22.03
"May 1, 2019",22.00
"April 30, 2019",22.16
"April 29, 2019",21.73
"April 26, 2019",21.98
"April 25, 2019",22.01
"April 24, 2019",21.92
"April 23, 2019",21.67
"April 22, 2019",21.48
"April 18, 2019",21.46
"April 17, 2019",21.50
"April 16, 2019",21.58
"April 15, 2019",21.94
"April 12, 2019",21.92
"April 11, 2019",21.88
"April 10, 2019",21.78
"April 9, 2019",21.93
"April 8, 2019",21.83
"April 5, 2019",22.05
"April 4, 2019",21.79
"April 3, 2019",22.00
"April 2, 2019",22.10
"April 1, 2019",22.17
"March 31, 2019",
"March 29, 2019",22.40
"March 28, 2019",22.37
"March 27, 2019",22.66
"March 26, 2019",22.76
"March 25, 2019",22.63
"March 22, 2019",22.46
"March 21, 2019",22.31
"March 20, 2019",22.00
"March 19, 2019",21.93
"March 18, 2019",22.08
"March 15, 2019",22.24
"March 14, 2019",22.11
"March 13, 2019",22.21
"March 12, 2019",22.04
"March 11, 2019",22.10
"March 8, 2019",21.84
"March 7, 2019",21.69
"March 6, 2019",21.64
"March 5, 2019",21.64
"March 4, 2019",21.71
"March 1, 2019",21.60
"Feb. 28, 2019",21.70
"Feb. 27, 2019",21.45
"Feb. 26, 2019",21.39
"Feb. 25, 2019",21.59
"Feb. 22, 2019",21.98
"Feb. 21, 2019",21.68
"Feb. 20, 2019",21.44
"Feb. 19, 2019",21.35
"Feb. 15, 2019",21.22
"Feb. 14, 2019",21.02
"Feb. 13, 2019",21.34
"Feb. 12, 2019",21.38
"Feb. 11, 2019",21.55
"Feb. 8, 2019",21.46
"Feb. 7, 2019",21.23
"Feb. 6, 2019",20.98
"Feb. 5, 2019",20.96
"Feb. 4, 2019",21.01
"Feb. 1, 2019",20.97
"Jan. 31, 2019",21.12
"Jan. 30, 2019",20.69
"Jan. 29, 2019",20.55
"Jan. 28, 2019",20.61
"Jan. 25, 2019",20.69
"Jan. 24, 2019",20.94
"Jan. 23, 2019",20.74
"Jan. 22, 2019",20.58
"Jan. 18, 2019",20.48
"Jan. 17, 2019",20.42
"Jan. 16, 2019",20.30
"Jan. 15, 2019",20.11
"Jan. 14, 2019",19.78
"Jan. 11, 2019",19.96
"Jan. 10, 2019",20.04
"Jan. 9, 2019",19.61
"Jan. 8, 2019",19.75
"Jan. 7, 2019",19.45
"Jan. 4, 2019",19.67
"Jan. 3, 2019",19.40
"Jan. 2, 2019",19.35
"Dec. 31, 2018",19.87
