date,quality_ratio
"Dec. 31, 2019",0.0978
"Sept. 30, 2019",0.0985
"June 30, 2019",0.0999
"March 31, 2019",0.1051
"Dec. 31, 2018",0.1052
"Sept. 30, 2018",0.1079
"June 30, 2018",0.1101
"March 31, 2018",0.111
"Dec. 31, 2017",0.1102
"Sept. 30, 2017",0.1061
"June 30, 2017",0.1121
"March 31, 2017",0.1107
"Dec. 31, 2016",0.1101
"Sept. 30, 2016",0.1127
"June 30, 2016",0.1104
"March 31, 2016",0.11
"Dec. 31, 2015",0.1125
"Sept. 30, 2015",0.1133
"June 30, 2015",0.1114
"March 31, 2015",0.1132
"Dec. 31, 2014",0.1143
"Sept. 30, 2014",0.1154
"June 30, 2014",0.1147
"March 31, 2014",0.1112
"Dec. 31, 2013",0.1068
"Sept. 30, 2013",0.1017
"June 30, 2013",0.1008
"March 31, 2013",0.1034
"Dec. 31, 2012",0.10
"Sept. 30, 2012",0.0251
"June 30, 2012",0.0496
"March 31, 2012",0.0697
"Dec. 31, 2011",0.0937
"Sept. 30, 2011",0.1141
"June 30, 2011",0.1144
"March 31, 2011",0.1138
"Dec. 31, 2010",0.1147
"Sept. 30, 2010",0.1937
"June 30, 2010",0.184
"March 31, 2010",0.1856
"Dec. 31, 2009",0.1865
"Sept. 30, 2009",0.1876
"June 30, 2009",0.189
"March 31, 2009",0.197
"Dec. 31, 2008",0.2017
"Sept. 30, 2008",0.2048
"June 30, 2008",0.2075
"March 31, 2008",0.2037
"Dec. 31, 2007",0.2237
"Sept. 30, 2007",0.2229
"June 30, 2007",0.229
"March 31, 2007",0.2293
"Dec. 31, 2006",0.2025
"Sept. 30, 2006",0.2019
"June 30, 2006",0.2024
"March 31, 2006",0.2089
"Dec. 31, 2005",0.2128
"Sept. 30, 2005",0.2172
"June 30, 2005",0.2132
"March 31, 2005",0.2085
"Dec. 31, 2004",0.2089
"Sept. 30, 2004",0.2085
"June 30, 2004",0.223
"March 31, 2004",0.2245
"Dec. 31, 2003",0.2435
"Sept. 30, 2003",0.2651
"June 30, 2003",0.272
"March 31, 2003",0.2847
"Dec. 31, 2002",0.2751
"Sept. 30, 2002",0.2834
"June 30, 2002",0.2912
"March 31, 2002",
"Dec. 31, 2001",
"Sept. 30, 2001",
"June 30, 2001",
"March 31, 2001",0.2812
"Dec. 31, 2000",0.2781
"Sept. 30, 2000",
"June 30, 2000",
"March 31, 2000",
"Dec. 31, 1999",
"Sept. 30, 1999",
"June 30, 1999",0.2766
"March 31, 1999",0.2757
"Dec. 31, 1998",0.275
