date,f_score_ttm
"Dec. 31, 2019",5.00
"Sept. 30, 2019",5.00
"June 30, 2019",2.00
"March 31, 2019",6.00
"Dec. 31, 2018",4.00
"Sept. 30, 2018",6.00
"June 30, 2018",6.00
"March 31, 2018",5.00
"Dec. 31, 2017",2.00
"Sept. 30, 2017",3.00
"June 30, 2017",7.00
"March 31, 2017",4.00
"Dec. 31, 2016",3.00
"Sept. 30, 2016",8.00
"June 30, 2016",2.00
"March 31, 2016",4.00
"Dec. 31, 2015",5.00
"Sept. 30, 2015",9.00
"June 30, 2015",4.00
"March 31, 2015",7.00
"Dec. 31, 2014",5.00
"Sept. 30, 2014",5.00
"June 30, 2014",7.00
"March 31, 2014",6.00
"Dec. 31, 2013",6.00
"Sept. 30, 2013",2.00
"June 30, 2013",3.00
"March 31, 2013",6.00
"Dec. 31, 2012",5.00
"Sept. 30, 2012",5.00
"June 30, 2012",6.00
"March 31, 2012",3.00
"Dec. 31, 2011",2.00
"Sept. 30, 2011",5.00
"June 30, 2011",4.00
"March 31, 2011",3.00
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",3.00
"March 31, 2010",3.00
"Dec. 31, 2009",7.00
"Sept. 30, 2009",7.00
"June 30, 2009",3.00
"March 31, 2009",5.00
"Dec. 31, 2008",2.00
"Sept. 30, 2008",2.00
"June 30, 2008",5.00
"March 31, 2008",3.00
"Dec. 31, 2007",4.00
"Sept. 30, 2007",2.00
"June 30, 2007",5.00
"March 31, 2007",5.00
"Dec. 31, 2006",5.00
"Sept. 30, 2006",5.00
"June 30, 2006",2.00
"March 31, 2006",4.00
"Dec. 31, 2005",3.00
"Sept. 30, 2005",6.00
"June 30, 2005",6.00
"March 31, 2005",7.00
"Dec. 31, 2004",5.00
"Sept. 30, 2004",2.00
"June 30, 2004",3.00
"March 31, 2004",4.00
"Dec. 31, 2003",4.00
"Sept. 30, 2003",5.00
"June 30, 2003",1.00
"March 31, 2003",6.00
"Dec. 31, 2002",3.00
"Sept. 30, 2002",4.00
"June 30, 2002",
"March 31, 2002",
"Dec. 31, 2001",
"Sept. 30, 2001",
"June 30, 2001",
"March 31, 2001",2.00
"Dec. 31, 2000",
"Sept. 30, 2000",
"June 30, 2000",
"March 31, 2000",
"Dec. 31, 1999",
"Sept. 30, 1999",
"June 30, 1999",7.00
"March 31, 1999",7.00
