date,springate_score
"Dec. 31, 2019",1.756
"Sept. 30, 2019",1.937
"June 30, 2019",1.815
"March 31, 2019",1.945
"Dec. 31, 2018",1.744
"Sept. 30, 2018",1.585
"June 30, 2018",1.204
"March 31, 2018",0.3583
"Dec. 31, 2017",0.1435
"Sept. 30, 2017",0.0288
"June 30, 2017",-0.2333
"March 31, 2017",-0.0148
"Dec. 31, 2016",-0.2753
"Sept. 30, 2016",-0.8327
"June 30, 2016",-0.8335
"March 31, 2016",-0.641
"Dec. 31, 2015",-0.454
"Sept. 30, 2015",0.0304
"June 30, 2015",0.4058
"March 31, 2015",0.6401
"Dec. 31, 2014",0.9386
"Sept. 30, 2014",1.097
"June 30, 2014",1.213
"March 31, 2014",1.219
"Dec. 31, 2013",1.222
"Sept. 30, 2013",1.300
"June 30, 2013",1.240
"March 31, 2013",1.109
"Dec. 31, 2012",1.074
"Sept. 30, 2012",0.88
"June 30, 2012",0.8285
"March 31, 2012",0.8274
"Dec. 31, 2011",1.043
"Sept. 30, 2011",0.80
"June 30, 2011",0.9806
"March 31, 2011",1.164
"Dec. 31, 2010",1.088
"Sept. 30, 2010",1.478
"June 30, 2010",1.308
"March 31, 2010",1.064
"Dec. 31, 2009",0.9595
"Sept. 30, 2009",-0.6616
"June 30, 2009",-0.2309
"March 31, 2009",0.2026
"Dec. 31, 2008",0.4659
"Sept. 30, 2008",1.967
"June 30, 2008",1.846
"March 31, 2008",1.779
