date,ebitda_ttm
"Dec. 31, 2019",16.39B
"Sept. 30, 2019",17.89B
"June 30, 2019",17.24B
"March 31, 2019",17.76B
"Dec. 31, 2018",16.66B
"Sept. 30, 2018",15.38B
"June 30, 2018",13.30B
"March 31, 2018",6.638B
"Dec. 31, 2017",5.328B
"Sept. 30, 2017",4.514B
"June 30, 2017",3.108B
"March 31, 2017",6.535B
"Dec. 31, 2016",4.777B
"Sept. 30, 2016",6.00M
"June 30, 2016",-330.00M
"March 31, 2016",1.121B
"Dec. 31, 2015",2.794B
"Sept. 30, 2015",7.318B
"June 30, 2015",11.35B
"March 31, 2015",14.58B
"Dec. 31, 2014",18.37B
"Sept. 30, 2014",20.89B
"June 30, 2014",22.55B
"March 31, 2014",22.53B
"Dec. 31, 2013",22.49B
"Sept. 30, 2013",23.41B
"June 30, 2013",22.36B
"March 31, 2013",22.41B
"Dec. 31, 2012",22.71B
"Sept. 30, 2012",21.08B
"June 30, 2012",21.48B
"March 31, 2012",22.36B
"Dec. 31, 2011",24.46B
"Sept. 30, 2011",24.36B
"June 30, 2011",26.34B
"March 31, 2011",28.56B
"Dec. 31, 2010",27.05B
"Sept. 30, 2010",28.72B
"June 30, 2010",26.51B
"March 31, 2010",22.24B
"Dec. 31, 2009",20.17B
"Sept. 30, 2009",-12.92B
"June 30, 2009",-6.194B
"March 31, 2009",1.453B
"Dec. 31, 2008",6.905B
"Sept. 30, 2008",44.53B
"June 30, 2008",41.31B
"March 31, 2008",39.57B
"Dec. 31, 2007",36.53B
"Sept. 30, 2007",35.15B
"June 30, 2007",36.76B
"March 31, 2007",37.47B
"Dec. 31, 2006",37.71B
"Sept. 30, 2006",37.04B
"June 30, 2006",34.16B
"March 31, 2006",29.61B
"Dec. 31, 2005",32.77B
"Sept. 30, 2005",29.90B
"June 30, 2005",26.40B
"March 31, 2005",28.52B
"Dec. 31, 2004",26.09B
"Sept. 30, 2004",37.52B
"June 30, 2004",36.66B
"March 31, 2004",34.28B
"Dec. 31, 2003",33.26B
"Sept. 30, 2003",25.38B
"June 30, 2003",22.94B
"March 31, 2003",18.56B
"Dec. 31, 2002",13.02B
"Sept. 30, 2002",5.177B
"June 30, 2002",5.273B
"March 31, 2002",5.398B
"Dec. 31, 2001",5.495B
"Sept. 30, 2001",8.292B
"June 30, 2001",8.658B
"March 31, 2001",7.855B
"Dec. 31, 2000",7.279B
"Sept. 30, 2000",4.499B
"June 30, 2000",3.766B
"March 31, 2000",2.99B
"Dec. 31, 1999",2.521B
"Sept. 30, 1999",1.818B
"June 30, 1999",1.526B
"March 31, 1999",1.601B
"Dec. 31, 1998",1.944B
"Sept. 30, 1998",2.543B
"June 30, 1998",2.877B
"March 31, 1998",2.984B
"Dec. 31, 1997",2.992B
"Sept. 30, 1997",3.039B
"June 30, 1997",2.964B
"March 31, 1997",2.938B
"Dec. 31, 1996",2.806B
"Sept. 30, 1996",2.521B
"June 30, 1996",2.366B
"March 31, 1996",2.28B
"Dec. 31, 1995",2.232B
"Sept. 30, 1995",2.233B
"June 30, 1995",2.156B
"March 31, 1995",1.982B
"Dec. 31, 1994",1.908B
"Sept. 30, 1994",1.74B
"June 30, 1994",1.672B
"March 31, 1994",1.736B
"Dec. 31, 1993",1.689B
"Sept. 30, 1993",1.874B
"June 30, 1993",1.857B
"March 31, 1993",1.881B
"Dec. 31, 1992",1.709B
"Sept. 30, 1992",1.666B
"June 30, 1992",1.704B
"March 31, 1992",1.629B
"Dec. 31, 1991",2.098B
"Sept. 30, 1991",2.433B
"June 30, 1991",2.674B
"March 31, 1991",2.828B
"Dec. 31, 1990",2.615B
"Sept. 30, 1990",2.234B
"June 30, 1990",2.118B
"March 31, 1990",4.811B
"Dec. 31, 1989",7.38B
"Sept. 30, 1989",127.00M
"June 30, 1989",2.424B
"March 31, 1989",2.006B
"Dec. 31, 1988",1.804B
"Sept. 30, 1988",1.488B
"June 30, 1988",1.402B
"March 31, 1988",1.13B
"Dec. 31, 1987",721.00M
"Sept. 30, 1987",999.00M
"June 30, 1987",425.00M
"March 31, 1987",155.00M
"Dec. 31, 1986",777.00M
"Sept. 30, 1986",-1.80B
"June 30, 1986",-2.50M
"March 31, 1986",1.618B
"Dec. 31, 1985",2.492B
"Sept. 30, 1985",2.21B
"June 30, 1985",2.092B
"March 31, 1985",2.188B
"Dec. 31, 1984",2.16B
