Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
07/30/1990,08/03/1990,08/31/1990,07/09/1990,Normal,0.125
04/30/1990,05/04/1990,06/01/1990,04/09/1990,Normal,0.125
01/25/1990,01/31/1990,03/01/1990,01/08/1990,Normal,0.125
10/25/1989,10/31/1989,12/01/1989,10/09/1989,Normal,0.125
07/25/1989,07/21/1989,--,06/15/1989,Normal,0.125
07/25/1989,07/31/1989,09/01/1989,07/19/1989,Special,0.0417
05/01/1989,05/05/1989,06/01/1989,04/25/1989,Normal,0.11
01/25/1989,01/31/1989,03/01/1989,01/09/1989,Normal,0.11
10/25/1988,10/31/1988,12/01/1988,10/10/1988,Normal,0.09
07/25/1988,07/29/1988,09/01/1988,07/11/1988,Normal,0.09
04/28/1988,05/04/1988,06/01/1988,04/26/1988,Normal,0.075
01/25/1988,01/29/1988,03/01/1988,01/11/1988,Normal,0.075
10/26/1987,10/30/1987,12/01/1987,10/12/1987,Normal,0.075
07/27/1987,07/31/1987,09/01/1987,07/13/1987,Normal,0.075
05/04/1987,05/08/1987,06/01/1987,04/30/1987,Normal,0.075
01/26/1987,01/30/1987,03/02/1987,01/12/1987,Normal,0.075
10/27/1986,10/31/1986,12/01/1986,10/13/1986,Normal,0.075
07/28/1986,08/01/1986,09/02/1986,07/14/1986,Normal,0.075
05/01/1986,05/07/1986,06/02/1986,04/29/1986,Normal,0.075
01/27/1986,01/31/1986,03/01/1986,01/13/1986,Normal,0.125
