date,asset_utilization
"Dec. 31, 2019",0.4605
"Sept. 30, 2019",0.4881
"June 30, 2019",0.5141
"March 31, 2019",0.5227
"Dec. 31, 2018",0.515
"Sept. 30, 2018",0.4864
"June 30, 2018",0.4388
"March 31, 2018",0.3947
"Dec. 31, 2017",0.3602
"Sept. 30, 2017",0.3271
"June 30, 2017",0.3085
"March 31, 2017",0.2788
"Dec. 31, 2016",0.2481
"Sept. 30, 2016",0.2348
"June 30, 2016",0.2349
"March 31, 2016",0.2567
"Dec. 31, 2015",0.2727
"Sept. 30, 2015",0.3059
"June 30, 2015",0.3392
"March 31, 2015",0.3817
"Dec. 31, 2014",0.4412
"Sept. 30, 2014",0.4559
"June 30, 2014",0.4706
"March 31, 2014",0.4697
"Dec. 31, 2013",0.4614
"Sept. 30, 2013",0.4832
"June 30, 2013",0.4923
"March 31, 2013",0.4587
"Dec. 31, 2012",0.4374
"Sept. 30, 2012",0.404
"June 30, 2012",0.3939
"March 31, 2012",0.3941
"Dec. 31, 2011",0.6694
"Sept. 30, 2011",0.0287
"June 30, 2011",0.2351
"March 31, 2011",0.4408
"Dec. 31, 2010",0.365
"Sept. 30, 2010",1.210
"June 30, 2010",1.164
"March 31, 2010",1.086
"Dec. 31, 2009",1.011
"Sept. 30, 2009",0.9468
"June 30, 2009",1.095
"March 31, 2009",1.277
"Dec. 31, 2008",1.370
"Sept. 30, 2008",1.406
"June 30, 2008",1.296
"March 31, 2008",1.185
"Dec. 31, 2007",1.122
"Sept. 30, 2007",1.071
"June 30, 2007",1.096
"March 31, 2007",1.105
"Dec. 31, 2006",1.245
"Sept. 30, 2006",1.422
"June 30, 2006",1.572
"March 31, 2006",1.701
"Dec. 31, 2005",1.839
"Sept. 30, 2005",1.731
"June 30, 2005",1.591
"March 31, 2005",1.518
"Dec. 31, 2004",1.468
"Sept. 30, 2004",1.518
"June 30, 2004",1.459
"March 31, 2004",1.401
"Dec. 31, 2003",1.388
"Sept. 30, 2003",1.287
"June 30, 2003",1.314
"March 31, 2003",1.260
"Dec. 31, 2002",1.122
"Sept. 30, 2002",0.9528
"June 30, 2002",1.047
"March 31, 2002",0.9908
"Dec. 31, 2001",0.9692
"Sept. 30, 2001",0.9708
"June 30, 2001",1.103
"March 31, 2001",1.168
"Dec. 31, 2000",1.230
"Sept. 30, 2000",1.144
"June 30, 2000",1.136
"March 31, 2000",1.077
"Dec. 31, 1999",0.9381
"Sept. 30, 1999",0.8357
"June 30, 1999",0.7905
"March 31, 1999",0.7832
"Dec. 31, 1998",0.8406
"Sept. 30, 1998",0.9182
"June 30, 1998",0.997
"March 31, 1998",1.056
"Dec. 31, 1997",1.116
"Sept. 30, 1997",1.172
"June 30, 1997",1.198
"March 31, 1997",1.244
"Dec. 31, 1996",1.246
"Sept. 30, 1996",1.202
"June 30, 1996",1.186
"March 31, 1996",1.181
"Dec. 31, 1995",1.157
"Sept. 30, 1995",1.151
"June 30, 1995",1.158
"March 31, 1995",1.120
"Dec. 31, 1994",1.113
"Sept. 30, 1994",1.109
"June 30, 1994",1.088
"March 31, 1994",1.105
"Dec. 31, 1993",1.109
"Sept. 30, 1993",1.111
"June 30, 1993",1.098
"March 31, 1993",1.080
"Dec. 31, 1992",1.051
"Sept. 30, 1992",1.059
"June 30, 1992",1.052
"March 31, 1992",1.059
"Dec. 31, 1991",1.111
"Sept. 30, 1991",1.183
"June 30, 1991",1.214
"March 31, 1991",1.197
"Dec. 31, 1990",1.180
"Sept. 30, 1990",1.079
"June 30, 1990",1.059
"March 31, 1990",1.094
"Dec. 31, 1989",1.081
