date,revenues_ttm
"Dec. 31, 2019",32.57B
"Sept. 30, 2019",34.52B
"June 30, 2019",36.22B
"March 31, 2019",36.77B
"Dec. 31, 2018",36.42B
"Sept. 30, 2018",34.87B
"June 30, 2018",32.11B
"March 31, 2018",30.39B
"Dec. 31, 2017",29.11B
"Sept. 30, 2017",27.80B
"June 30, 2017",27.52B
"March 31, 2017",26.09B
"Dec. 31, 2016",23.69B
"Sept. 30, 2016",23.18B
"June 30, 2016",24.02B
"March 31, 2016",26.97B
"Dec. 31, 2015",29.56B
"Sept. 30, 2015",34.48B
"June 30, 2015",39.30B
"March 31, 2015",44.82B
"Dec. 31, 2014",52.52B
"Sept. 30, 2014",54.57B
"June 30, 2014",56.13B
"March 31, 2014",55.66B
"Dec. 31, 2013",54.41B
"Sept. 30, 2013",56.73B
"June 30, 2013",57.23B
"March 31, 2013",57.54B
"Dec. 31, 2012",57.97B
"Sept. 30, 2012",56.57B
"June 30, 2012",58.68B
"March 31, 2012",62.31B
"Dec. 31, 2011",104.95B
"Sept. 30, 2011",4.512B
"June 30, 2011",36.80B
"March 31, 2011",68.55B
"Dec. 31, 2010",56.22B
"Sept. 30, 2010",185.46B
"June 30, 2010",177.08B
"March 31, 2010",163.49B
"Dec. 31, 2009",149.84B
"Sept. 30, 2009",146.42B
"June 30, 2009",177.62B
"March 31, 2009",215.53B
"Dec. 31, 2008",240.84B
"Sept. 30, 2008",255.58B
"June 30, 2008",232.14B
"March 31, 2008",208.18B
"Dec. 31, 2007",192.95B
"Sept. 30, 2007",181.18B
"June 30, 2007",182.84B
"March 31, 2007",181.92B
"Dec. 31, 2006",188.52B
"Sept. 30, 2006",198.16B
"June 30, 2006",198.24B
"March 31, 2006",192.37B
"Dec. 31, 2005",183.36B
"Sept. 30, 2005",166.29B
"June 30, 2005",146.90B
"March 31, 2005",136.18B
"Dec. 31, 2004",127.48B
"Sept. 30, 2004",128.45B
"June 30, 2004",121.09B
"March 31, 2004",114.78B
"Dec. 31, 2003",111.63B
"Sept. 30, 2003",102.22B
"June 30, 2003",92.48B
"March 31, 2003",77.37B
"Dec. 31, 2002",58.78B
"Sept. 30, 2002",42.03B
"June 30, 2002",34.30B
"March 31, 2002",29.26B
"Dec. 31, 2001",25.68B
"Sept. 30, 2001",22.88B
"June 30, 2001",22.67B
"March 31, 2001",22.68B
"Dec. 31, 2000",22.54B
"Sept. 30, 2000",19.74B
"June 30, 2000",18.28B
"March 31, 2000",16.08B
"Dec. 31, 1999",13.85B
"Sept. 30, 1999",12.22B
"June 30, 1999",11.36B
"March 31, 1999",11.13B
"Dec. 31, 1998",11.84B
"Sept. 30, 1998",12.94B
"June 30, 1998",13.92B
"March 31, 1998",14.68B
"Dec. 31, 1997",15.42B
"Sept. 30, 1997",15.98B
"June 30, 1997",15.99B
"March 31, 1997",16.20B
"Dec. 31, 1996",15.81B
"Sept. 30, 1996",14.82B
"June 30, 1996",14.34B
"March 31, 1996",14.00B
"Dec. 31, 1995",13.52B
"Sept. 30, 1995",13.24B
"June 30, 1995",13.18B
"March 31, 1995",12.57B
"Dec. 31, 1994",12.37B
"Sept. 30, 1994",12.29B
"June 30, 1994",12.13B
"March 31, 1994",12.39B
"Dec. 31, 1993",12.54B
"Sept. 30, 1993",12.71B
"June 30, 1993",12.65B
"March 31, 1993",12.46B
"Dec. 31, 1992",12.14B
"Sept. 30, 1992",12.36B
"June 30, 1992",12.33B
"March 31, 1992",12.49B
"Dec. 31, 1991",13.26B
"Sept. 30, 1991",14.32B
"June 30, 1991",14.64B
"March 31, 1991",14.37B
"Dec. 31, 1990",13.98B
"Sept. 30, 1990",12.68B
"June 30, 1990",12.29B
"March 31, 1990",12.61B
"Dec. 31, 1989",12.58B
"Sept. 30, 1989",12.29B
"June 30, 1989",12.11B
"March 31, 1989",11.69B
"Dec. 31, 1988",11.49B
"Sept. 30, 1988",11.37B
"June 30, 1988",11.28B
"March 31, 1988",11.01B
"Dec. 31, 1987",10.60B
"Sept. 30, 1987",10.01B
"June 30, 1987",9.436B
"March 31, 1987",9.166B
"Dec. 31, 1986",9.788B
"Sept. 30, 1986",11.38B
"June 30, 1986",13.18B
"March 31, 1986",14.80B
"Dec. 31, 1985",15.67B
"Sept. 30, 1985",15.45B
"June 30, 1985",15.33B
"March 31, 1985",15.43B
"Dec. 31, 1984",15.40B
