date,graham_number
"Dec. 31, 2019",68.09
"Sept. 30, 2019",72.78
"June 30, 2019",64.37
"March 31, 2019",63.63
"Dec. 31, 2018",58.06
"Sept. 30, 2018",56.16
"June 30, 2018",47.79
"March 31, 2018",
"Dec. 31, 2017",
"Sept. 30, 2017",
"June 30, 2017",
"March 31, 2017",
"Dec. 31, 2016",
"Sept. 30, 2016",
"June 30, 2016",
"March 31, 2016",
"Dec. 31, 2015",
"Sept. 30, 2015",
"June 30, 2015",44.27
"March 31, 2015",59.82
"Dec. 31, 2014",72.36
"Sept. 30, 2014",87.34
"June 30, 2014",86.43
"March 31, 2014",84.73
"Dec. 31, 2013",84.00
"Sept. 30, 2013",78.35
"June 30, 2013",73.17
"March 31, 2013",74.32
"Dec. 31, 2012",76.95
"Sept. 30, 2012",84.26
"June 30, 2012",85.23
"March 31, 2012",104.02
"Dec. 31, 2011",101.14
"Sept. 30, 2011",93.38
"June 30, 2011",95.60
"March 31, 2011",96.26
"Dec. 31, 2010",89.55
"Sept. 30, 2010",86.72
"June 30, 2010",77.13
"March 31, 2010",60.08
"Dec. 31, 2009",51.87
"Sept. 30, 2009",
"June 30, 2009",
"March 31, 2009",
"Dec. 31, 2008",
"Sept. 30, 2008",130.72
"June 30, 2008",122.83
"March 31, 2008",100.37
"Dec. 31, 2007",96.15
"Sept. 30, 2007",88.53
"June 30, 2007",87.30
"March 31, 2007",104.74
"Dec. 31, 2006",104.26
"Sept. 30, 2006",106.71
"June 30, 2006",106.42
"March 31, 2006",98.40
"Dec. 31, 2005",90.68
"Sept. 30, 2005",83.66
"June 30, 2005",75.27
"March 31, 2005",69.72
"Dec. 31, 2004",63.32
"Sept. 30, 2004",55.95
"June 30, 2004",51.84
"March 31, 2004",46.85
"Dec. 31, 2003",44.29
"Sept. 30, 2003",34.98
"June 30, 2003",24.96
"March 31, 2003",19.80
"Dec. 31, 2002",
"Sept. 30, 2002",9.604
"June 30, 2002",20.13
"March 31, 2002",26.56
"Dec. 31, 2001",34.32
"Sept. 30, 2001",42.55
"June 30, 2001",37.04
"March 31, 2001",34.21
"Dec. 31, 2000",31.21
"Sept. 30, 2000",25.31
"June 30, 2000",22.62
"March 31, 2000",17.98
"Dec. 31, 1999",15.56
"Sept. 30, 1999",7.769
"June 30, 1999",
"March 31, 1999",4.938
"Dec. 31, 1998",9.206
"Sept. 30, 1998",15.97
"June 30, 1998",18.11
"March 31, 1998",19.65
"Dec. 31, 1997",19.27
"Sept. 30, 1997",18.97
"June 30, 1997",18.42
"March 31, 1997",17.15
"Dec. 31, 1996",21.12
"Sept. 30, 1996",20.01
"June 30, 1996",19.33
"March 31, 1996",18.05
"Dec. 31, 1995",11.03
"Sept. 30, 1995",11.58
"June 30, 1995",11.26
"March 31, 1995",10.76
"Dec. 31, 1994",10.81
"Sept. 30, 1994",8.899
"June 30, 1994",7.742
"March 31, 1994",8.322
"Dec. 31, 1993",7.234
"Sept. 30, 1993",8.410
"June 30, 1993",9.191
"March 31, 1993",8.901
"Dec. 31, 1992",6.344
"Sept. 30, 1992",5.032
"June 30, 1992",3.911
"March 31, 1992",
"Dec. 31, 1991",7.688
"Sept. 30, 1991",10.44
"June 30, 1991",11.80
"March 31, 1991",12.80
"Dec. 31, 1990",13.60
"Sept. 30, 1990",8.034
"June 30, 1990",6.687
"March 31, 1990",7.966
"Dec. 31, 1989",6.652
