date,zmijewski_score
"Dec. 31, 2019",-1.929
"Sept. 30, 2019",-2.024
"June 30, 2019",-1.743
"March 31, 2019",-1.731
"Dec. 31, 2018",-1.651
"Sept. 30, 2018",-1.607
"June 30, 2018",-1.501
"March 31, 2018",-1.084
"Dec. 31, 2017",-0.9865
"Sept. 30, 2017",-0.8462
"June 30, 2017",-0.6707
"March 31, 2017",-0.8743
"Dec. 31, 2016",-0.7096
"Sept. 30, 2016",-0.5264
"June 30, 2016",-0.577
"March 31, 2016",-0.6287
"Dec. 31, 2015",-0.8039
"Sept. 30, 2015",-0.9998
"June 30, 2015",-1.242
"March 31, 2015",-1.374
"Dec. 31, 2014",-1.460
"Sept. 30, 2014",-1.663
"June 30, 2014",-1.599
"March 31, 2014",-1.537
"Dec. 31, 2013",-1.527
"Sept. 30, 2013",-1.406
"June 30, 2013",-1.316
"March 31, 2013",-1.300
"Dec. 31, 2012",-1.286
"Sept. 30, 2012",-1.345
"June 30, 2012",-1.306
"March 31, 2012",-1.343
"Dec. 31, 2011",-1.447
"Sept. 30, 2011",-1.406
"June 30, 2011",-1.488
"March 31, 2011",-1.517
"Dec. 31, 2010",-1.496
"Sept. 30, 2010",-1.520
"June 30, 2010",-1.393
"March 31, 2010",-1.151
"Dec. 31, 2009",-1.125
"Sept. 30, 2009",-0.1502
"June 30, 2009",-0.2485
"March 31, 2009",-0.3544
"Dec. 31, 2008",-0.4699
"Sept. 30, 2008",-2.020
"June 30, 2008",-1.891
"March 31, 2008",-1.785
"Dec. 31, 2007",-1.846
"Sept. 30, 2007",-1.824
"June 30, 2007",-1.810
"March 31, 2007",-1.906
"Dec. 31, 2006",-2.006
"Sept. 30, 2006",-2.006
"June 30, 2006",-1.982
"March 31, 2006",-1.821
"Dec. 31, 2005",-2.128
"Sept. 30, 2005",-2.009
"June 30, 2005",-1.992
"March 31, 2005",-1.835
"Dec. 31, 2004",-1.756
"Sept. 30, 2004",-1.621
"June 30, 2004",-1.562
"March 31, 2004",-1.410
"Dec. 31, 2003",-1.346
"Sept. 30, 2003",-1.180
"June 30, 2003",-1.078
"March 31, 2003",-0.9672
"Dec. 31, 2002",-0.8579
"Sept. 30, 2002",-0.93
"June 30, 2002",-0.9898
"March 31, 2002",-1.059
"Dec. 31, 2001",-1.243
"Sept. 30, 2001",-1.395
"June 30, 2001",-1.084
"March 31, 2001",-0.9286
"Dec. 31, 2000",-0.7998
"Sept. 30, 2000",-0.512
"June 30, 2000",-0.4037
"March 31, 2000",-0.6653
"Dec. 31, 1999",-0.5382
"Sept. 30, 1999",-0.338
"June 30, 1999",-0.2685
"March 31, 1999",-0.3238
"Dec. 31, 1998",-0.4139
"Sept. 30, 1998",-0.6849
"June 30, 1998",-0.8899
"March 31, 1998",-0.9568
"Dec. 31, 1997",-0.9383
"Sept. 30, 1997",-0.8524
"June 30, 1997",-0.8473
"March 31, 1997",-0.7669
"Dec. 31, 1996",-0.898
"Sept. 30, 1996",-0.898
"June 30, 1996",-0.8571
"March 31, 1996",-0.8284
"Dec. 31, 1995",-0.3461
"Sept. 30, 1995",-0.3841
"June 30, 1995",-0.3498
"March 31, 1995",-0.3292
"Dec. 31, 1994",-0.316
"Sept. 30, 1994",-0.2601
"June 30, 1994",-0.1847
"March 31, 1994",-0.2045
"Dec. 31, 1993",-0.1334
"Sept. 30, 1993",-0.3404
"June 30, 1993",-0.3571
"March 31, 1993",-0.3144
"Dec. 31, 1992",-0.2374
"Sept. 30, 1992",0.0059
"June 30, 1992",0.0448
"March 31, 1992",0.0804
"Dec. 31, 1991",-0.1155
"Sept. 30, 1991",-0.1358
"June 30, 1991",-0.1919
"March 31, 1991",-0.2303
"Dec. 31, 1990",-0.2222
"Sept. 30, 1990",0.0579
"June 30, 1990",0.1039
"March 31, 1990",0.0972
"Dec. 31, 1989",0.1866
