date,liabilities
"Dec. 31, 2019",35.46B
"Sept. 30, 2019",35.10B
"June 30, 2019",38.19B
"March 31, 2019",38.52B
"Dec. 31, 2018",37.92B
"Sept. 30, 2018",38.48B
"June 30, 2018",37.71B
"March 31, 2018",40.01B
"Dec. 31, 2017",42.56B
"Sept. 30, 2017",44.15B
"June 30, 2017",47.50B
"March 31, 2017",52.37B
"Dec. 31, 2016",54.55B
"Sept. 30, 2016",57.83B
"June 30, 2016",58.22B
"March 31, 2016",60.43B
"Dec. 31, 2015",57.40B
"Sept. 30, 2015",61.39B
"June 30, 2015",63.03B
"March 31, 2015",61.03B
"Dec. 31, 2014",64.27B
"Sept. 30, 2014",63.32B
"June 30, 2014",65.96B
"March 31, 2014",66.40B
"Dec. 31, 2013",65.56B
"Sept. 30, 2013",68.22B
"June 30, 2013",68.02B
"March 31, 2013",68.54B
"Dec. 31, 2012",68.72B
"Sept. 30, 2012",67.49B
"June 30, 2012",67.56B
"March 31, 2012",95.84B
"Dec. 31, 2011",87.48B
"Sept. 30, 2011",88.36B
"June 30, 2011",89.49B
"March 31, 2011",89.12B
"Dec. 31, 2010",87.20B
"Sept. 30, 2010",85.42B
"June 30, 2010",85.51B
"March 31, 2010",91.39B
"Dec. 31, 2009",89.52B
"Sept. 30, 2009",90.33B
"June 30, 2009",90.07B
"March 31, 2009",87.06B
"Dec. 31, 2008",86.60B
"Sept. 30, 2008",90.60B
"June 30, 2008",96.61B
"March 31, 2008",92.55B
"Dec. 31, 2007",87.60B
"Sept. 30, 2007",85.31B
"June 30, 2007",84.76B
"March 31, 2007",87.23B
"Dec. 31, 2006",80.93B
"Sept. 30, 2006",82.03B
"June 30, 2006",83.29B
"March 31, 2006",86.22B
"Dec. 31, 2005",53.06B
"Sept. 30, 2005",53.30B
"June 30, 2005",48.96B
"March 31, 2005",50.68B
"Dec. 31, 2004",49.03B
"Sept. 30, 2004",48.02B
"June 30, 2004",46.66B
"March 31, 2004",47.66B
"Dec. 31, 2003",47.25B
"Sept. 30, 2003",48.19B
"June 30, 2003",47.97B
"March 31, 2003",48.54B
"Dec. 31, 2002",46.67B
"Sept. 30, 2002",46.84B
"June 30, 2002",22.37B
"March 31, 2002",21.56B
"Dec. 31, 2001",20.87B
"Sept. 30, 2001",20.93B
"June 30, 2001",13.70B
"March 31, 2001",14.16B
"Dec. 31, 2000",14.42B
"Sept. 30, 2000",15.14B
"June 30, 2000",15.18B
"March 31, 2000",10.36B
"Dec. 31, 1999",10.65B
"Sept. 30, 1999",10.81B
"June 30, 1999",10.54B
"March 31, 1999",10.26B
"Dec. 31, 1998",9.997B
"Sept. 30, 1998",9.823B
"June 30, 1998",9.112B
"March 31, 1998",9.076B
"Dec. 31, 1997",9.046B
"Sept. 30, 1997",9.495B
"June 30, 1997",9.237B
"March 31, 1997",9.267B
"Dec. 31, 1996",9.297B
"Sept. 30, 1996",8.827B
"June 30, 1996",8.784B
"March 31, 1996",8.413B
"Dec. 31, 1995",8.79B
"Sept. 30, 1995",8.585B
"June 30, 1995",8.643B
"March 31, 1995",8.533B
"Dec. 31, 1994",8.483B
"Sept. 30, 1994",8.188B
"June 30, 1994",8.32B
"March 31, 1994",8.193B
"Dec. 31, 1993",8.347B
"Sept. 30, 1993",8.171B
"June 30, 1993",8.263B
"March 31, 1993",8.354B
"Dec. 31, 1992",8.411B
"Sept. 30, 1992",9.001B
"June 30, 1992",9.045B
"March 31, 1992",8.903B
"Dec. 31, 1991",8.716B
"Sept. 30, 1991",9.29B
"June 30, 1991",9.169B
"March 31, 1991",9.236B
"Dec. 31, 1990",9.411B
"Sept. 30, 1990",9.79B
"June 30, 1990",9.41B
"March 31, 1990",9.312B
"Dec. 31, 1989",9.124B
"Sept. 30, 1989",9.24B
"Dec. 31, 1988",9.855B
"Dec. 31, 1987",10.49B
"Dec. 31, 1986",10.68B
"Dec. 31, 1985",12.40B
"Dec. 31, 1984",10.34B
