date,forward_pe_ratio
"March 19, 2020",22.45
"March 18, 2020",19.89
"March 17, 2020",23.03
"March 16, 2020",22.88
"March 13, 2020",27.53
"March 12, 2020",17.77
"March 11, 2020",21.06
"March 10, 2020",17.53
"March 9, 2020",14.19
"March 6, 2020",17.24
"March 5, 2020",15.75
"March 4, 2020",16.32
"March 3, 2020",15.89
"March 2, 2020",16.26
"Feb. 28, 2020",15.99
"Feb. 27, 2020",15.57
"Feb. 26, 2020",16.90
"Feb. 25, 2020",17.78
"Feb. 24, 2020",18.62
"Feb. 21, 2020",19.30
"Feb. 20, 2020",19.45
"Feb. 19, 2020",19.57
"Feb. 18, 2020",19.25
"Feb. 14, 2020",19.36
"Feb. 13, 2020",19.43
"Feb. 12, 2020",19.74
"Feb. 11, 2020",19.39
"Feb. 10, 2020",19.11
"Feb. 7, 2020",19.15
"Feb. 6, 2020",19.29
"Feb. 5, 2020",19.41
"Feb. 4, 2020",18.66
"Feb. 3, 2020",19.55
"Jan. 31, 2020",19.63
"Jan. 30, 2020",20.11
"Jan. 29, 2020",19.98
"Jan. 28, 2020",20.21
"Jan. 27, 2020",20.16
"Jan. 24, 2020",20.68
"Jan. 23, 2020",20.85
"Jan. 22, 2020",20.81
"Jan. 21, 2020",21.15
"Jan. 17, 2020",21.49
"Jan. 16, 2020",21.49
"Jan. 15, 2020",21.47
"Jan. 14, 2020",21.51
"Jan. 13, 2020",21.51
"Jan. 10, 2020",21.61
"Jan. 9, 2020",21.82
"Jan. 8, 2020",21.45
"Jan. 7, 2020",21.96
"Jan. 6, 2020",21.96
"Jan. 3, 2020",21.70
"Jan. 2, 2020",21.62
"Dec. 31, 2019",21.48
"Dec. 30, 2019",17.65
"Dec. 27, 2019",17.75
"Dec. 26, 2019",17.76
"Dec. 24, 2019",17.67
"Dec. 23, 2019",17.65
"Dec. 20, 2019",17.41
"Dec. 19, 2019",17.26
"Dec. 18, 2019",17.26
"Dec. 17, 2019",17.35
"Dec. 16, 2019",17.16
"Dec. 13, 2019",17.13
"Dec. 12, 2019",17.10
"Dec. 11, 2019",16.85
"Dec. 10, 2019",16.87
"Dec. 9, 2019",16.89
"Dec. 6, 2019",16.93
"Dec. 5, 2019",16.35
"Dec. 4, 2019",16.56
"Dec. 3, 2019",16.09
"Dec. 2, 2019",16.49
"Nov. 29, 2019",16.37
"Nov. 27, 2019",16.48
"Nov. 26, 2019",16.42
"Nov. 25, 2019",16.68
"Nov. 22, 2019",16.36
"Nov. 21, 2019",16.45
"Nov. 20, 2019",16.22
"Nov. 19, 2019",15.62
"Nov. 18, 2019",15.49
"Nov. 15, 2019",15.91
"Nov. 14, 2019",15.64
"Nov. 13, 2019",15.72
"Nov. 12, 2019",15.91
"Nov. 11, 2019",16.09
"Nov. 8, 2019",16.16
"Nov. 7, 2019",16.26
"Nov. 6, 2019",15.74
"Nov. 5, 2019",15.98
"Nov. 4, 2019",15.84
"Nov. 1, 2019",15.61
"Oct. 31, 2019",15.08
"Oct. 30, 2019",15.04
"Oct. 29, 2019",15.60
"Oct. 28, 2019",15.21
"Oct. 25, 2019",15.39
"Oct. 24, 2019",15.34
"Oct. 23, 2019",15.37
"Oct. 22, 2019",15.45
"Oct. 21, 2019",15.29
"Oct. 18, 2019",14.74
"Oct. 17, 2019",14.90
"Oct. 16, 2019",14.92
"Oct. 15, 2019",15.28
"Oct. 14, 2019",15.33
"Oct. 11, 2019",15.42
"Oct. 10, 2019",15.26
"Oct. 9, 2019",15.01
"Oct. 8, 2019",14.72
"Oct. 7, 2019",14.92
"Oct. 4, 2019",14.61
"Oct. 3, 2019",14.66
"Oct. 2, 2019",14.50
"Oct. 1, 2019",15.07
"Sept. 30, 2019",15.57
"Sept. 27, 2019",15.82
"Sept. 26, 2019",15.76
"Sept. 25, 2019",16.25
"Sept. 24, 2019",16.20
"Sept. 23, 2019",16.44
"Sept. 20, 2019",16.61
"Sept. 19, 2019",16.38
"Sept. 18, 2019",16.39
"Sept. 17, 2019",16.72
"Sept. 16, 2019",17.08
"Sept. 13, 2019",15.66
"Sept. 12, 2019",15.39
"Sept. 11, 2019",15.63
"Sept. 10, 2019",15.39
"Sept. 9, 2019",15.02
"Sept. 6, 2019",14.65
"Sept. 5, 2019",14.60
"Sept. 4, 2019",14.56
"Sept. 3, 2019",14.22
"Aug. 30, 2019",14.25
"Aug. 29, 2019",14.28
"Aug. 28, 2019",14.19
"Aug. 27, 2019",13.93
"Aug. 26, 2019",14.03
"Aug. 23, 2019",13.77
"Aug. 22, 2019",14.28
"Aug. 21, 2019",14.38
"Aug. 20, 2019",14.40
"Aug. 19, 2019",14.74
"Aug. 16, 2019",14.06
"Aug. 15, 2019",13.91
"Aug. 14, 2019",14.14
"Aug. 13, 2019",14.72
"Aug. 12, 2019",14.51
"Aug. 9, 2019",14.75
"Aug. 8, 2019",15.04
"Aug. 7, 2019",14.57
"Aug. 6, 2019",14.81
"Aug. 5, 2019",14.94
"Aug. 2, 2019",15.43
"Aug. 1, 2019",16.06
"July 31, 2019",16.14
"July 30, 2019",16.26
"July 29, 2019",15.90
"July 26, 2019",16.05
"July 25, 2019",16.13
"July 24, 2019",16.41
"July 23, 2019",16.47
"July 22, 2019",16.51
"July 19, 2019",16.48
"July 18, 2019",16.48
"July 17, 2019",16.33
"July 16, 2019",16.32
"July 15, 2019",16.57
"July 12, 2019",16.87
"July 11, 2019",16.79
"July 10, 2019",16.72
"July 9, 2019",16.36
"July 8, 2019",16.36
