date,assets
"Dec. 31, 2019",70.51B
"Sept. 30, 2019",70.34B
"June 30, 2019",71.26B
"March 31, 2019",71.50B
"Dec. 31, 2018",69.98B
"Sept. 30, 2018",70.56B
"June 30, 2018",68.94B
"March 31, 2018",70.73B
"Dec. 31, 2017",73.36B
"Sept. 30, 2017",74.86B
"June 30, 2017",78.00B
"March 31, 2017",87.97B
"Dec. 31, 2016",89.77B
"Sept. 30, 2016",94.28B
"June 30, 2016",96.05B
"March 31, 2016",99.83B
"Dec. 31, 2015",97.48B
"Sept. 30, 2015",105.95B
"June 30, 2015",112.00B
"March 31, 2015",110.04B
"Dec. 31, 2014",116.54B
"Sept. 30, 2014",118.99B
"June 30, 2014",121.65B
"March 31, 2014",120.02B
"Dec. 31, 2013",118.06B
"Sept. 30, 2013",119.76B
"June 30, 2013",116.95B
"March 31, 2013",117.78B
"Dec. 31, 2012",117.14B
"Sept. 30, 2012",115.37B
"June 30, 2012",114.01B
"March 31, 2012",162.88B
"Dec. 31, 2011",153.23B
"Sept. 30, 2011",154.69B
"June 30, 2011",160.07B
"March 31, 2011",159.64B
"Dec. 31, 2010",156.31B
"Sept. 30, 2010",155.33B
"June 30, 2010",151.46B
"March 31, 2010",154.81B
"Dec. 31, 2009",152.14B
"Sept. 30, 2009",152.43B
"June 30, 2009",150.07B
"March 31, 2009",143.25B
"Dec. 31, 2008",142.86B
"Sept. 30, 2008",184.61B
"June 30, 2008",190.16B
"March 31, 2008",183.28B
"Dec. 31, 2007",177.76B
"Sept. 30, 2007",173.43B
"June 30, 2007",170.87B
"March 31, 2007",173.21B
"Dec. 31, 2006",164.78B
"Sept. 30, 2006",163.72B
"June 30, 2006",161.92B
"March 31, 2006",159.65B
"Dec. 31, 2005",107.00B
"Sept. 30, 2005",104.37B
"June 30, 2005",97.47B
"March 31, 2005",96.89B
"Dec. 31, 2004",92.86B
"Sept. 30, 2004",88.82B
"June 30, 2004",85.53B
"March 31, 2004",84.43B
"Dec. 31, 2003",82.46B
"Sept. 30, 2003",81.95B
"June 30, 2003",80.73B
"March 31, 2003",80.12B
"Dec. 31, 2002",76.84B
"Sept. 30, 2002",77.48B
"June 30, 2002",36.82B
"March 31, 2002",35.67B
"Dec. 31, 2001",35.22B
"Sept. 30, 2001",35.35B
"June 30, 2001",20.75B
"March 31, 2001",20.66B
"Dec. 31, 2000",20.51B
"Sept. 30, 2000",20.58B
"June 30, 2000",20.26B
"March 31, 2000",15.06B
"Dec. 31, 1999",15.20B
"Sept. 30, 1999",15.19B
"June 30, 1999",14.76B
"March 31, 1999",14.46B
"Dec. 31, 1998",14.22B
"Sept. 30, 1998",14.46B
"June 30, 1998",13.95B
"March 31, 1998",13.96B
"Dec. 31, 1997",13.86B
"Sept. 30, 1997",14.22B
"June 30, 1997",13.82B
"March 31, 1997",13.66B
"Dec. 31, 1996",13.55B
"Sept. 30, 1996",12.93B
"June 30, 1996",12.77B
"March 31, 1996",12.24B
"Dec. 31, 1995",11.98B
"Sept. 30, 1995",11.74B
"June 30, 1995",11.74B
"March 31, 1995",11.56B
"Dec. 31, 1994",11.44B
"Sept. 30, 1994",11.04B
"June 30, 1994",11.11B
"March 31, 1994",10.94B
"Dec. 31, 1993",11.04B
"Sept. 30, 1993",11.28B
"June 30, 1993",11.39B
"March 31, 1993",11.41B
"Dec. 31, 1992",11.47B
"Sept. 30, 1992",11.66B
"June 30, 1992",11.66B
"March 31, 1992",11.47B
"Dec. 31, 1991",11.47B
"Sept. 30, 1991",12.07B
"June 30, 1991",11.94B
"March 31, 1991",12.04B
"Dec. 31, 1990",12.13B
"Sept. 30, 1990",12.36B
"June 30, 1990",11.84B
"March 31, 1990",11.64B
"Dec. 31, 1989",11.26B
"Sept. 30, 1989",11.68B
"Dec. 31, 1988",11.97B
"Dec. 31, 1987",12.11B
"Dec. 31, 1986",12.40B
"Dec. 31, 1985",14.04B
"Dec. 31, 1984",16.96B
