date,sales_est_0y
"March 20, 2020",26.13B
"March 17, 2020",28.20B
"March 16, 2020",32.15B
"March 10, 2020",31.96B
"March 9, 2020",31.96B
"Feb. 26, 2020",32.31B
"Feb. 24, 2020",32.61B
"Feb. 18, 2020",32.90B
"Feb. 5, 2020",33.14B
"Feb. 4, 2020",31.73B
"Jan. 27, 2020",33.24B
"Jan. 24, 2020",33.26B
"Jan. 21, 2020",32.11B
"Jan. 13, 2020",31.96B
"Jan. 6, 2020",31.79B
"Dec. 31, 2019",36.15B
"Dec. 19, 2019",35.33B
"Dec. 17, 2019",35.33B
"Dec. 13, 2019",35.36B
"Dec. 5, 2019",35.22B
"Nov. 25, 2019",35.43B
"Nov. 20, 2019",35.45B
"Nov. 15, 2019",35.48B
"Nov. 13, 2019",35.47B
"Nov. 6, 2019",35.44B
"Nov. 4, 2019",35.32B
"Oct. 30, 2019",34.92B
"Oct. 29, 2019",34.92B
"Oct. 17, 2019",34.58B
"Oct. 15, 2019",35.44B
"Oct. 10, 2019",35.47B
"Oct. 9, 2019",35.58B
"Oct. 4, 2019",35.58B
"Sept. 24, 2019",35.42B
"Sept. 5, 2019",35.55B
"Aug. 27, 2019",35.62B
"Aug. 15, 2019",35.72B
"Aug. 5, 2019",35.71B
"Aug. 1, 2019",36.26B
"July 31, 2019",36.26B
"July 30, 2019",36.84B
"July 29, 2019",37.98B
"July 17, 2019",38.34B
"July 16, 2019",38.34B
"July 12, 2019",38.36B
"July 11, 2019",38.36B
"June 27, 2019",38.53B
"June 24, 2019",38.77B
"June 20, 2019",38.85B
"June 14, 2019",38.92B
"May 22, 2019",38.94B
"May 16, 2019",38.86B
"May 13, 2019",38.74B
"May 7, 2019",38.75B
"May 6, 2019",38.75B
"May 1, 2019",38.54B
"April 30, 2019",42.28B
"April 29, 2019",37.56B
"April 16, 2019",37.68B
"April 15, 2019",36.46B
"April 12, 2019",36.46B
"April 11, 2019",36.32B
"April 2, 2019",36.30B
"March 22, 2019",36.10B
"March 5, 2019",35.62B
"March 4, 2019",35.52B
"Feb. 15, 2019",35.44B
"Feb. 12, 2019",35.41B
"Feb. 11, 2019",35.47B
"Feb. 3, 2019",36.06B
"Jan. 31, 2019",38.13B
"Jan. 29, 2019",35.03B
"Jan. 28, 2019",34.63B
"Jan. 26, 2019",34.52B
"Jan. 23, 2019",35.67B
"Jan. 9, 2019",35.67B
"Jan. 7, 2019",36.47B
"Dec. 31, 2018",37.62B
"Dec. 21, 2018",38.99B
"Dec. 17, 2018",39.26B
"Dec. 13, 2018",39.44B
"Dec. 10, 2018",39.43B
"Nov. 20, 2018",39.95B
"Nov. 13, 2018",40.19B
"Nov. 5, 2018",40.19B
"Oct. 30, 2018",40.10B
"Oct. 29, 2018",40.10B
"Oct. 26, 2018",41.20B
"Oct. 25, 2018",38.85B
"Oct. 23, 2018",38.77B
"Oct. 22, 2018",38.77B
"Oct. 19, 2018",38.78B
"Oct. 18, 2018",38.78B
"Oct. 17, 2018",38.59B
"Oct. 15, 2018",38.56B
"Oct. 13, 2018",38.55B
"Oct. 12, 2018",38.55B
"Oct. 9, 2018",38.47B
"Sept. 26, 2018",38.47B
"Sept. 24, 2018",38.51B
"Sept. 7, 2018",38.77B
"Aug. 22, 2018",38.94B
"Aug. 16, 2018",38.56B
"Aug. 13, 2018",38.62B
"Aug. 10, 2018",38.61B
"Aug. 7, 2018",39.00B
"July 27, 2018",39.03B
"July 26, 2018",38.01B
"July 23, 2018",38.83B
"July 20, 2018",38.99B
"July 19, 2018",38.97B
"July 18, 2018",38.92B
"July 17, 2018",38.92B
"July 16, 2018",39.26B
"July 13, 2018",39.26B
"July 12, 2018",39.26B
"July 11, 2018",39.53B
"July 9, 2018",39.53B
"July 5, 2018",39.54B
"June 28, 2018",38.90B
"June 21, 2018",38.31B
"June 11, 2018",38.49B
"June 8, 2018",38.01B
"May 1, 2018",37.95B
"April 27, 2018",38.52B
"April 26, 2018",36.62B
"April 24, 2018",37.68B
"April 19, 2018",37.47B
"April 18, 2018",37.15B
"April 11, 2018",36.57B
"March 16, 2018",36.82B
"March 12, 2018",37.57B
"March 7, 2018",36.71B
"March 6, 2018",36.84B
"Feb. 2, 2018",37.72B
"Feb. 1, 2018",34.96B
"Jan. 31, 2018",31.14B
"Jan. 30, 2018",30.81B
"Jan. 26, 2018",30.76B
"Jan. 23, 2018",28.97B
"Jan. 22, 2018",28.93B
"Jan. 18, 2018",28.93B
"Jan. 16, 2018",28.85B
"Jan. 11, 2018",30.62B
