date,quality_ratio
"Dec. 31, 2019",0.1317
"Sept. 30, 2019",0.1397
"June 30, 2019",0.1532
"March 31, 2019",0.158
"Dec. 31, 2018",0.1549
"Sept. 30, 2018",0.1391
"June 30, 2018",0.1073
"March 31, 2018",0.0788
"Dec. 31, 2017",0.0572
"Sept. 30, 2017",0.0398
"June 30, 2017",0.0234
"March 31, 2017",0.0081
"Dec. 31, 2016",-0.0105
"Sept. 30, 2016",-0.0187
"June 30, 2016",-0.0157
"March 31, 2016",-0.0023
"Dec. 31, 2015",0.0093
"Sept. 30, 2015",0.023
"June 30, 2015",0.0513
"March 31, 2015",0.0786
"Dec. 31, 2014",0.1108
"Sept. 30, 2014",0.1323
"June 30, 2014",0.1397
"March 31, 2014",0.1414
"Dec. 31, 2013",0.145
"Sept. 30, 2013",0.1546
"June 30, 2013",0.1598
"March 31, 2013",0.15
"Dec. 31, 2012",0.1461
"Sept. 30, 2012",0.0937
"June 30, 2012",0.1016
"March 31, 2012",0.1176
"Dec. 31, 2011",0.1622
"Sept. 30, 2011",0.0432
"June 30, 2011",0.0779
"March 31, 2011",0.119
"Dec. 31, 2010",0.1112
"Sept. 30, 2010",0.2932
"June 30, 2010",0.265
"March 31, 2010",0.212
"Dec. 31, 2009",0.2025
"Sept. 30, 2009",0.1332
"June 30, 2009",0.1956
"March 31, 2009",0.2656
"Dec. 31, 2008",0.2956
"Sept. 30, 2008",0.3877
"June 30, 2008",0.3702
"March 31, 2008",0.3587
"Dec. 31, 2007",0.3421
"Sept. 30, 2007",0.334
"June 30, 2007",0.3504
"March 31, 2007",0.3578
"Dec. 31, 2006",0.3911
"Sept. 30, 2006",0.4187
"June 30, 2006",0.4376
"March 31, 2006",0.4492
"Dec. 31, 2005",0.5002
"Sept. 30, 2005",0.4365
"June 30, 2005",0.3691
"March 31, 2005",0.3541
"Dec. 31, 2004",0.3365
"Sept. 30, 2004",0.4764
"June 30, 2004",0.4761
"March 31, 2004",0.4542
"Dec. 31, 2003",0.4496
"Sept. 30, 2003",0.3656
"June 30, 2003",0.3798
"March 31, 2003",0.3565
"Dec. 31, 2002",0.3059
"Sept. 30, 2002",0.2209
"June 30, 2002",0.2784
"March 31, 2002",0.311
"Dec. 31, 2001",0.3464
"Sept. 30, 2001",0.4142
"June 30, 2001",0.4898
"March 31, 2001",0.4765
"Dec. 31, 2000",0.4698
"Sept. 30, 2000",0.3206
"June 30, 2000",0.2939
"March 31, 2000",0.2609
"Dec. 31, 1999",0.2314
"Sept. 30, 1999",0.1927
"June 30, 1999",0.1746
"March 31, 1999",0.1795
"Dec. 31, 1998",0.2035
"Sept. 30, 1998",0.2408
"June 30, 1998",0.2704
"March 31, 1998",0.2791
"Dec. 31, 1997",0.2833
"Sept. 30, 1997",0.285
"June 30, 1997",0.283
"March 31, 1997",0.2882
"Dec. 31, 1996",0.282
"Sept. 30, 1996",0.269
"June 30, 1996",0.2618
"March 31, 1996",0.2577
"Dec. 31, 1995",0.2565
"Sept. 30, 1995",0.259
"June 30, 1995",0.2556
"March 31, 1995",0.2437
"Dec. 31, 1994",0.2391
"Sept. 30, 1994",0.2285
"June 30, 1994",0.2193
"March 31, 1994",0.2284
"Dec. 31, 1993",0.227
"Sept. 30, 1993",0.238
"June 30, 1993",0.2369
"March 31, 1993",0.2358
"Dec. 31, 1992",0.2276
"Sept. 30, 1992",0.2227
"June 30, 1992",0.224
"March 31, 1992",0.2166
"Dec. 31, 1991",0.2453
"Sept. 30, 1991",0.2701
"June 30, 1991",0.2897
"March 31, 1991",0.3012
"Dec. 31, 1990",0.2857
"Sept. 30, 1990",0.2526
"June 30, 1990",0.245
