date,sales_est_0q
"March 20, 2020",6.729B
"March 17, 2020",7.138B
"March 16, 2020",8.266B
"March 9, 2020",8.275B
"Feb. 26, 2020",8.267B
"Feb. 24, 2020",8.374B
"Feb. 18, 2020",8.368B
"Feb. 5, 2020",8.428B
"Feb. 4, 2020",8.080B
"Jan. 24, 2020",8.351B
"Jan. 21, 2020",7.926B
"Jan. 13, 2020",7.887B
"Jan. 6, 2020",7.770B
"Dec. 31, 2019",7.586B
"Dec. 19, 2019",7.328B
"Dec. 17, 2019",7.317B
"Dec. 13, 2019",7.362B
"Dec. 5, 2019",7.249B
"Nov. 25, 2019",7.103B
"Nov. 20, 2019",7.125B
"Nov. 15, 2019",7.178B
"Nov. 4, 2019",7.172B
"Oct. 30, 2019",7.093B
"Oct. 29, 2019",7.443B
"Oct. 17, 2019",7.449B
"Oct. 15, 2019",8.165B
"Oct. 10, 2019",8.218B
"Sept. 30, 2019",7.776B
"Sept. 5, 2019",8.507B
"Aug. 27, 2019",8.619B
"Aug. 15, 2019",8.655B
"Aug. 5, 2019",8.651B
"July 31, 2019",9.040B
"July 30, 2019",8.986B
"July 29, 2019",9.504B
"July 17, 2019",9.690B
"July 16, 2019",9.690B
"July 12, 2019",9.701B
"July 11, 2019",9.701B
"June 30, 2019",9.425B
"June 27, 2019",9.645B
"June 20, 2019",9.663B
"June 14, 2019",9.686B
"May 22, 2019",9.657B
"May 13, 2019",9.629B
"May 6, 2019",9.633B
"May 1, 2019",9.695B
"April 30, 2019",10.29B
"April 29, 2019",9.249B
"April 17, 2019",9.299B
"April 16, 2019",9.299B
"April 11, 2019",9.133B
"April 2, 2019",9.019B
"March 31, 2019",9.112B
"March 22, 2019",8.521B
"March 18, 2019",8.372B
"March 5, 2019",8.372B
"Feb. 15, 2019",8.339B
"Feb. 12, 2019",8.338B
"Feb. 11, 2019",8.358B
"Feb. 3, 2019",8.547B
"Feb. 1, 2019",8.602B
"Jan. 31, 2019",8.602B
"Jan. 29, 2019",8.159B
"Jan. 28, 2019",8.159B
"Jan. 23, 2019",8.101B
"Jan. 7, 2019",8.098B
"Dec. 31, 2018",9.126B
"Dec. 21, 2018",10.84B
"Dec. 17, 2018",11.24B
"Dec. 10, 2018",11.50B
"Nov. 13, 2018",11.84B
"Oct. 29, 2018",11.84B
"Oct. 26, 2018",12.57B
"Oct. 25, 2018",11.67B
"Oct. 23, 2018",11.36B
"Oct. 22, 2018",11.36B
"Oct. 19, 2018",11.37B
"Oct. 18, 2018",10.20B
"Oct. 17, 2018",9.797B
"Oct. 15, 2018",9.779B
"Oct. 13, 2018",9.731B
"Oct. 9, 2018",9.731B
"Oct. 4, 2018",9.697B
"Oct. 1, 2018",9.697B
"Sept. 30, 2018",9.839B
"Sept. 24, 2018",9.898B
"Sept. 7, 2018",9.898B
"Aug. 22, 2018",9.951B
"Aug. 13, 2018",9.804B
"Aug. 10, 2018",9.803B
"Aug. 7, 2018",9.949B
"July 27, 2018",9.964B
"July 26, 2018",9.738B
"July 23, 2018",10.21B
"July 20, 2018",10.21B
"July 19, 2018",10.19B
"July 17, 2018",10.15B
"July 16, 2018",10.26B
"July 13, 2018",10.25B
"July 11, 2018",10.25B
"July 9, 2018",10.25B
"July 5, 2018",10.25B
"June 30, 2018",10.05B
"June 28, 2018",9.818B
"June 21, 2018",9.617B
"June 11, 2018",9.296B
"June 8, 2018",9.001B
"May 1, 2018",9.019B
"April 26, 2018",8.936B
"April 24, 2018",9.161B
"April 19, 2018",9.162B
"April 18, 2018",8.992B
"March 31, 2018",8.784B
"March 16, 2018",8.619B
"Feb. 2, 2018",8.624B
"Feb. 1, 2018",8.142B
"Jan. 30, 2018",7.696B
"Jan. 23, 2018",7.888B
"Jan. 22, 2018",7.881B
"Jan. 18, 2018",7.879B
"Jan. 11, 2018",8.046B
