date,three_month_return
"Oct. 15, 2019",-7.75%
"Oct. 14, 2019",-9.12%
"Oct. 11, 2019",-8.18%
"Oct. 10, 2019",-8.71%
"Oct. 9, 2019",-8.27%
"Oct. 8, 2019",-10.00%
"Oct. 7, 2019",-8.85%
"Oct. 4, 2019",-11.57%
"Oct. 3, 2019",-11.31%
"Oct. 2, 2019",-11.70%
"Oct. 1, 2019",-11.41%
"Sept. 30, 2019",-6.59%
"Sept. 27, 2019",-5.50%
"Sept. 26, 2019",-8.08%
"Sept. 25, 2019",-0.49%
"Sept. 24, 2019",-2.02%
"Sept. 23, 2019",-0.25%
"Sept. 20, 2019",0.20%
"Sept. 19, 2019",0.54%
"Sept. 18, 2019",0.30%
"Sept. 17, 2019",3.75%
"Sept. 16, 2019",6.31%
"Sept. 13, 2019",-2.91%
"Sept. 12, 2019",-3.76%
"Sept. 11, 2019",-2.61%
"Sept. 10, 2019",-4.96%
"Sept. 9, 2019",-6.77%
"Sept. 6, 2019",-7.85%
"Sept. 5, 2019",-6.38%
"Sept. 4, 2019",-9.81%
"Sept. 3, 2019",-12.42%
"Aug. 30, 2019",-11.48%
"Aug. 29, 2019",-13.05%
"Aug. 28, 2019",-13.49%
"Aug. 27, 2019",-14.86%
"Aug. 26, 2019",-14.21%
"Aug. 23, 2019",-15.26%
"Aug. 22, 2019",-17.11%
"Aug. 21, 2019",-17.27%
"Aug. 20, 2019",-15.60%
"Aug. 19, 2019",-13.14%
"Aug. 16, 2019",-17.74%
"Aug. 15, 2019",-17.94%
"Aug. 14, 2019",-16.91%
"Aug. 13, 2019",-11.96%
"Aug. 12, 2019",-14.21%
"Aug. 9, 2019",-12.24%
"Aug. 8, 2019",-10.35%
"Aug. 7, 2019",-12.59%
"Aug. 6, 2019",-12.36%
"Aug. 5, 2019",-11.82%
"Aug. 2, 2019",-7.86%
"Aug. 1, 2019",-6.18%
"July 31, 2019",-6.40%
"July 30, 2019",-5.72%
"July 29, 2019",-7.12%
"July 26, 2019",-6.42%
"July 25, 2019",-7.71%
"July 24, 2019",-7.14%
"July 23, 2019",-9.29%
"July 22, 2019",-9.74%
"July 19, 2019",-8.45%
"July 18, 2019",-8.47%
"July 17, 2019",-9.12%
"July 16, 2019",-9.25%
"July 15, 2019",-8.58%
"July 12, 2019",-8.33%
"July 11, 2019",-7.40%
"July 10, 2019",-8.60%
"July 9, 2019",-8.84%
"July 8, 2019",-10.01%
"July 5, 2019",-9.41%
"July 3, 2019",-7.65%
"July 2, 2019",-9.42%
"July 1, 2019",-8.04%
"June 28, 2019",-9.47%
"June 27, 2019",-9.78%
"June 26, 2019",-8.47%
"June 25, 2019",-10.88%
"June 24, 2019",-8.40%
"June 21, 2019",-11.46%
"June 20, 2019",-10.13%
"June 19, 2019",-11.43%
"June 18, 2019",-11.51%
"June 17, 2019",-12.69%
"June 14, 2019",-12.24%
"June 13, 2019",-12.31%
"June 12, 2019",-10.79%
"June 11, 2019",-10.84%
"June 10, 2019",-9.43%
"June 7, 2019",-13.23%
"June 6, 2019",-14.78%
"June 5, 2019",-17.29%
"June 4, 2019",-15.45%
"June 3, 2019",-13.80%
"May 31, 2019",-13.10%
"May 30, 2019",-13.12%
"May 29, 2019",-11.36%
"May 28, 2019",-11.50%
"May 24, 2019",-14.42%
"May 23, 2019",-14.96%
"May 22, 2019",-9.89%
"May 21, 2019",-9.42%
"May 20, 2019",-11.61%
"May 17, 2019",-11.51%
"May 16, 2019",-10.84%
"May 15, 2019",-11.60%
"May 14, 2019",-9.81%
"May 13, 2019",-9.72%
"May 10, 2019",-6.55%
"May 9, 2019",-7.12%
"May 8, 2019",-7.29%
"May 7, 2019",-9.60%
"May 6, 2019",-10.46%
"May 3, 2019",-9.71%
"May 2, 2019",-10.76%
"May 1, 2019",-8.75%
"April 30, 2019",-3.91%
"April 29, 2019",-4.06%
"April 26, 2019",-6.28%
"April 25, 2019",-4.51%
"April 24, 2019",-2.15%
"April 23, 2019",0.90%
"April 22, 2019",1.84%
"April 18, 2019",-2.95%
"April 17, 2019",-1.91%
"April 16, 2019",0.27%
"April 15, 2019",0.47%
"April 12, 2019",1.48%
"April 11, 2019",-0.03%
"April 10, 2019",-1.43%
"April 9, 2019",-1.13%
"April 8, 2019",3.47%
"April 5, 2019",3.72%
"April 4, 2019",2.21%
"April 3, 2019",5.36%
"April 2, 2019",4.69%
"April 1, 2019",8.56%
"March 29, 2019",8.22%
"March 28, 2019",9.26%
"March 27, 2019",9.13%
"March 26, 2019",11.48%
"March 25, 2019",17.65%
"March 22, 2019",10.48%
"March 21, 2019",13.95%
"March 20, 2019",12.57%
"March 19, 2019",9.91%
"March 18, 2019",9.21%
"March 15, 2019",4.71%
"March 14, 2019",3.83%
"March 13, 2019",1.84%
"March 12, 2019",0.55%
"March 11, 2019",0.66%
"March 8, 2019",-0.73%
"March 7, 2019",3.10%
"March 6, 2019",2.52%
"March 5, 2019",3.12%
"March 4, 2019",4.45%
"March 1, 2019",4.16%
"Feb. 28, 2019",2.26%
"Feb. 27, 2019",6.04%
"Feb. 26, 2019",6.52%
"Feb. 25, 2019",8.54%
"Feb. 22, 2019",6.86%
"Feb. 21, 2019",7.27%
"Feb. 20, 2019",10.41%
"Feb. 19, 2019",4.59%
"Feb. 15, 2019",7.62%
"Feb. 14, 2019",7.77%
"Feb. 13, 2019",6.37%
"Feb. 12, 2019",3.55%
"Feb. 11, 2019",0.02%
"Feb. 8, 2019",-0.97%
"Feb. 7, 2019",-3.64%
"Feb. 6, 2019",-0.56%
"Feb. 5, 2019",0.33%
"Feb. 4, 2019",3.08%
"Feb. 1, 2019",-1.29%
"Jan. 31, 2019",-3.16%
"Jan. 30, 2019",-5.51%
"Jan. 29, 2019",-3.04%
"Jan. 28, 2019",-4.57%
"Jan. 25, 2019",-1.51%
"Jan. 24, 2019",0.65%
"Jan. 23, 2019",-4.85%
"Jan. 22, 2019",-8.74%
"Jan. 18, 2019",-6.46%
"Jan. 17, 2019",-7.48%
"Jan. 16, 2019",-11.03%
"Jan. 15, 2019",-9.88%
"Jan. 14, 2019",-11.13%
"Jan. 11, 2019",-8.79%
"Jan. 10, 2019",-9.52%
"Jan. 9, 2019",-16.31%
"Jan. 8, 2019",-17.83%
"Jan. 7, 2019",-19.03%
"Jan. 4, 2019",-18.56%
"Jan. 3, 2019",-20.86%
"Jan. 2, 2019",-19.03%
"Dec. 31, 2018",-19.44%
"Dec. 28, 2018",-20.32%
"Dec. 27, 2018",-19.72%
"Dec. 26, 2018",-20.42%
"Dec. 24, 2018",-26.02%
"Dec. 21, 2018",-21.60%
"Dec. 20, 2018",-20.38%
"Dec. 19, 2018",-18.87%
"Dec. 18, 2018",-17.50%
"Dec. 17, 2018",-14.98%
"Dec. 14, 2018",-12.18%
"Dec. 13, 2018",-8.85%
"Dec. 12, 2018",-9.31%
"Dec. 11, 2018",-8.44%
"Dec. 10, 2018",-8.36%
"Dec. 7, 2018",-6.14%
"Dec. 6, 2018",-5.57%
"Dec. 4, 2018",-8.47%
"Dec. 3, 2018",-5.88%
"Nov. 30, 2018",-10.03%
"Nov. 29, 2018",-9.07%
"Nov. 28, 2018",-7.91%
"Nov. 27, 2018",-10.38%
"Nov. 26, 2018",-10.89%
"Nov. 23, 2018",-11.45%
"Nov. 21, 2018",-7.63%
"Nov. 20, 2018",-9.26%
"Nov. 19, 2018",-4.77%
"Nov. 16, 2018",-4.74%
"Nov. 15, 2018",-3.85%
"Nov. 14, 2018",-11.13%
"Nov. 13, 2018",-10.34%
"Nov. 12, 2018",-9.45%
"Nov. 9, 2018",-7.00%
"Nov. 8, 2018",-6.28%
"Nov. 7, 2018",-3.94%
"Nov. 6, 2018",-3.11%
"Nov. 5, 2018",-3.17%
"Nov. 2, 2018",-5.20%
"Nov. 1, 2018",-3.11%
"Oct. 31, 2018",-3.15%
"Oct. 30, 2018",-3.81%
"Oct. 29, 2018",-5.74%
"Oct. 26, 2018",-4.62%
"Oct. 25, 2018",-4.88%
"Oct. 24, 2018",-7.28%
"Oct. 23, 2018",-1.09%
"Oct. 22, 2018",2.91%
"Oct. 19, 2018",4.02%
"Oct. 18, 2018",3.18%
"Oct. 17, 2018",3.13%
"Oct. 16, 2018",4.56%
"Oct. 15, 2018",1.76%
"Oct. 12, 2018",3.33%
"Oct. 11, 2018",3.91%
"Oct. 10, 2018",4.67%
"Oct. 9, 2018",11.83%
"Oct. 8, 2018",12.39%
"Oct. 5, 2018",13.72%
"Oct. 4, 2018",12.54%
"Oct. 3, 2018",12.95%
"Oct. 2, 2018",14.13%
"Oct. 1, 2018",14.75%
"Sept. 28, 2018",13.14%
"Sept. 27, 2018",12.77%
"Sept. 26, 2018",14.76%
"Sept. 25, 2018",18.10%
"Sept. 24, 2018",13.69%
"Sept. 21, 2018",17.16%
"Sept. 20, 2018",11.69%
"Sept. 19, 2018",13.99%
"Sept. 18, 2018",12.67%
"Sept. 17, 2018",13.59%
"Sept. 14, 2018",7.88%
"Sept. 13, 2018",4.21%
"Sept. 12, 2018",3.66%
"Sept. 11, 2018",1.39%
"Sept. 10, 2018",2.48%
"Sept. 7, 2018",1.07%
"Sept. 6, 2018",3.92%
"Sept. 5, 2018",8.05%
"Sept. 4, 2018",7.67%
"Aug. 31, 2018",8.96%
"Aug. 30, 2018",8.10%
"Aug. 29, 2018",11.92%
"Aug. 28, 2018",10.05%
"Aug. 27, 2018",11.26%
"Aug. 24, 2018",6.08%
"Aug. 23, 2018",4.24%
"Aug. 22, 2018",2.67%
"Aug. 21, 2018",0.33%
"Aug. 20, 2018",1.39%
"Aug. 17, 2018",-1.26%
"Aug. 16, 2018",-0.63%
"Aug. 15, 2018",-3.24%
"Aug. 14, 2018",3.68%
"Aug. 13, 2018",2.35%
"Aug. 10, 2018",3.75%
"Aug. 9, 2018",4.44%
"Aug. 8, 2018",5.39%
"Aug. 7, 2018",9.18%
"Aug. 6, 2018",7.28%
"Aug. 3, 2018",8.03%
"Aug. 2, 2018",9.34%
"Aug. 1, 2018",9.28%
"July 31, 2018",10.18%
"July 30, 2018",10.34%
"July 27, 2018",10.01%
"July 26, 2018",7.21%
"July 25, 2018",9.91%
"July 24, 2018",8.48%
"July 23, 2018",6.87%
"July 20, 2018",6.41%
"July 19, 2018",5.10%
"July 18, 2018",5.92%
"July 17, 2018",5.67%
"July 16, 2018",7.38%
"July 13, 2018",10.94%
"July 12, 2018",12.98%
"July 11, 2018",10.79%
"July 10, 2018",15.08%
"July 9, 2018",17.12%
"July 6, 2018",17.53%
"July 5, 2018",14.01%
"July 3, 2018",15.88%
"July 2, 2018",18.08%
"June 29, 2018",17.42%
"June 28, 2018",16.48%
"June 27, 2018",16.23%
"June 26, 2018",13.98%
"June 25, 2018",14.55%
"June 22, 2018",19.96%
"June 21, 2018",14.15%
"June 20, 2018",23.35%
"June 19, 2018",23.69%
"June 18, 2018",21.25%
"June 15, 2018",20.97%
"June 14, 2018",26.26%
"June 13, 2018",29.02%
"June 12, 2018",26.84%
"June 11, 2018",28.02%
"June 8, 2018",29.61%
"June 7, 2018",28.50%
"June 6, 2018",25.56%
"June 5, 2018",25.13%
"June 4, 2018",25.60%
"June 1, 2018",26.74%
"May 31, 2018",24.08%
"May 30, 2018",25.30%
"May 29, 2018",20.99%
"May 25, 2018",14.76%
"May 24, 2018",19.98%
"May 23, 2018",21.16%
"May 22, 2018",27.72%
"May 21, 2018",31.46%
"May 18, 2018",27.26%
"May 17, 2018",29.30%
"May 16, 2018",27.81%
"May 15, 2018",28.51%
"May 14, 2018",25.36%
"May 11, 2018",33.49%
"May 10, 2018",33.29%
"May 9, 2018",32.06%
"May 8, 2018",27.24%
"May 7, 2018",20.03%
"May 4, 2018",15.84%
"May 3, 2018",14.33%
"May 2, 2018",13.39%
"May 1, 2018",10.72%
"April 30, 2018",12.04%
"April 27, 2018",7.55%
"April 26, 2018",10.90%
"April 25, 2018",9.38%
"April 24, 2018",7.97%
"April 23, 2018",8.29%
"April 20, 2018",10.11%
"April 19, 2018",10.98%
"April 18, 2018",11.14%
"April 17, 2018",11.11%
"April 16, 2018",11.71%
"April 13, 2018",8.08%
"April 12, 2018",5.31%
"April 11, 2018",6.84%
"April 10, 2018",8.14%
"April 9, 2018",4.64%
"April 6, 2018",4.18%
"April 5, 2018",6.29%
"April 4, 2018",4.51%
"April 3, 2018",6.55%
"April 2, 2018",5.01%
"March 29, 2018",8.02%
"March 28, 2018",6.43%
"March 27, 2018",6.39%
"March 26, 2018",5.07%
"March 23, 2018",4.04%
"March 22, 2018",1.80%
"March 21, 2018",1.95%
"March 20, 2018",0.83%
"March 19, 2018",1.69%
"March 16, 2018",5.29%
"March 15, 2018",3.57%
"March 14, 2018",3.15%
"March 13, 2018",4.41%
"March 12, 2018",5.35%
"March 9, 2018",6.77%
"March 8, 2018",3.88%
"March 7, 2018",6.98%
"March 6, 2018",7.30%
"March 5, 2018",5.39%
"March 2, 2018",4.48%
"March 1, 2018",4.14%
"Feb. 28, 2018",8.34%
"Feb. 27, 2018",13.57%
"Feb. 26, 2018",12.13%
"Feb. 23, 2018",13.60%
"Feb. 22, 2018",9.34%
"Feb. 21, 2018",7.48%
"Feb. 20, 2018",9.50%
"Feb. 16, 2018",8.82%
"Feb. 15, 2018",8.02%
"Feb. 14, 2018",8.35%
"Feb. 13, 2018",1.43%
"Feb. 12, 2018",0.79%
"Feb. 9, 2018",-2.82%
"Feb. 8, 2018",-0.52%
"Feb. 7, 2018",4.02%
"Feb. 6, 2018",4.23%
"Feb. 5, 2018",5.63%
"Feb. 2, 2018",9.98%
"Feb. 1, 2018",13.92%
"Jan. 31, 2018",14.98%
"Jan. 30, 2018",13.76%
"Jan. 29, 2018",16.50%
"Jan. 26, 2018",17.35%
"Jan. 25, 2018",19.06%
"Jan. 24, 2018",18.63%
"Jan. 23, 2018",20.31%
"Jan. 22, 2018",20.74%
"Jan. 19, 2018",20.20%
"Jan. 18, 2018",20.22%
"Jan. 17, 2018",20.39%
"Jan. 16, 2018",18.34%
"Jan. 12, 2018",20.56%
"Jan. 11, 2018",19.31%
"Jan. 10, 2018",17.20%
"Jan. 9, 2018",18.44%
"Jan. 8, 2018",17.60%
"Jan. 5, 2018",14.45%
"Jan. 4, 2018",15.57%
"Jan. 3, 2018",14.42%
"Jan. 2, 2018",9.96%
"Dec. 29, 2017",9.67%
"Dec. 28, 2017",10.36%
"Dec. 27, 2017",10.69%
"Dec. 26, 2017",13.21%
"Dec. 22, 2017",13.08%
"Dec. 21, 2017",14.91%
"Dec. 20, 2017",12.25%
"Dec. 19, 2017",10.79%
"Dec. 18, 2017",11.15%
"Dec. 15, 2017",12.17%
"Dec. 14, 2017",14.14%
"Dec. 13, 2017",13.43%
"Dec. 12, 2017",15.65%
"Dec. 11, 2017",15.05%
"Dec. 8, 2017",15.97%
"Dec. 7, 2017",12.04%
"Dec. 6, 2017",11.81%
"Dec. 5, 2017",15.41%
"Dec. 4, 2017",15.94%
"Dec. 1, 2017",16.95%
"Nov. 30, 2017",17.21%
"Nov. 29, 2017",18.39%
"Nov. 28, 2017",16.45%
"Nov. 27, 2017",12.80%
"Nov. 24, 2017",16.56%
"Nov. 22, 2017",16.28%
"Nov. 21, 2017",17.67%
"Nov. 20, 2017",16.17%
"Nov. 17, 2017",16.58%
"Nov. 16, 2017",14.95%
"Nov. 15, 2017",13.46%
"Nov. 14, 2017",15.02%
"Nov. 13, 2017",17.37%
"Nov. 10, 2017",17.83%
"Nov. 9, 2017",17.26%
"Nov. 8, 2017",17.29%
"Nov. 7, 2017",18.40%
"Nov. 6, 2017",17.80%
"Nov. 3, 2017",17.92%
"Nov. 2, 2017",15.06%
"Nov. 1, 2017",16.42%
"Oct. 31, 2017",12.74%
"Oct. 30, 2017",13.54%
"Oct. 27, 2017",14.67%
"Oct. 26, 2017",17.76%
"Oct. 25, 2017",14.46%
"Oct. 24, 2017",19.67%
"Oct. 23, 2017",17.84%
"Oct. 20, 2017",16.24%
"Oct. 19, 2017",13.86%
"Oct. 18, 2017",15.42%
"Oct. 17, 2017",15.12%
"Oct. 16, 2017",14.43%
"Oct. 13, 2017",14.22%
"Oct. 12, 2017",15.19%
"Oct. 11, 2017",14.42%
"Oct. 10, 2017",13.76%
"Oct. 9, 2017",13.74%
"Oct. 6, 2017",12.81%
"Oct. 5, 2017",12.55%
"Oct. 4, 2017",7.99%
"Oct. 3, 2017",7.84%
"Oct. 2, 2017",14.44%
"Sept. 29, 2017",13.54%
"Sept. 28, 2017",13.74%
"Sept. 27, 2017",14.21%
"Sept. 26, 2017",12.30%
"Sept. 25, 2017",11.49%
"Sept. 22, 2017",9.53%
"Sept. 21, 2017",8.32%
"Sept. 20, 2017",5.48%
"Sept. 19, 2017",2.57%
"Sept. 18, 2017",1.20%
"Sept. 15, 2017",2.47%
"Sept. 14, 2017",0.90%
"Sept. 13, 2017",-1.87%
"Sept. 12, 2017",-1.73%
"Sept. 11, 2017",0.25%
"Sept. 8, 2017",3.25%
"Sept. 7, 2017",3.56%
"Sept. 6, 2017",1.30%
"Sept. 5, 2017",0.84%
"Sept. 1, 2017",-1.38%
"Aug. 31, 2017",-2.30%
"Aug. 30, 2017",-3.08%
"Aug. 29, 2017",-5.51%
"Aug. 28, 2017",-5.07%
"Aug. 25, 2017",-3.26%
"Aug. 24, 2017",-7.22%
"Aug. 23, 2017",-6.57%
"Aug. 22, 2017",-7.97%
"Aug. 21, 2017",-10.49%
"Aug. 18, 2017",-7.13%
"Aug. 17, 2017",-7.35%
"Aug. 16, 2017",-7.30%
"Aug. 15, 2017",-6.20%
"Aug. 14, 2017",-5.17%
"Aug. 11, 2017",-5.55%
"Aug. 10, 2017",-5.55%
"Aug. 9, 2017",-1.34%
"Aug. 8, 2017",-3.18%
"Aug. 7, 2017",-3.42%
"Aug. 4, 2017",-0.78%
"Aug. 3, 2017",-4.61%
"Aug. 2, 2017",-2.33%
"Aug. 1, 2017",-5.75%
"July 31, 2017",-5.30%
"July 28, 2017",-5.53%
"July 27, 2017",-6.69%
"July 26, 2017",-9.60%
"July 25, 2017",-10.53%
"July 24, 2017",-11.06%
"July 21, 2017",-10.66%
"July 20, 2017",-9.84%
"July 19, 2017",-9.04%
"July 18, 2017",-11.54%
"July 17, 2017",-11.77%
"July 14, 2017",-10.63%
"July 13, 2017",-11.04%
"July 12, 2017",-12.54%
"July 11, 2017",-13.56%
"July 10, 2017",-13.78%
"July 7, 2017",-13.20%
"July 6, 2017",-13.05%
"July 5, 2017",-10.08%
"July 3, 2017",-7.66%
"June 30, 2017",-12.08%
"June 29, 2017",-4.07%
"June 28, 2017",-3.13%
"June 27, 2017",-0.72%
"June 26, 2017",0.29%
"June 23, 2017",0.79%
"June 22, 2017",0.36%
"June 21, 2017",-0.51%
"June 20, 2017",-0.09%
"June 19, 2017",1.47%
"June 16, 2017",1.51%
"June 15, 2017",-0.98%
"June 14, 2017",1.07%
"June 13, 2017",1.29%
"June 12, 2017",0.11%
"June 9, 2017",-3.57%
"June 8, 2017",-6.19%
"June 7, 2017",-8.72%
"June 6, 2017",-7.95%
"June 5, 2017",-7.95%
"June 2, 2017",-8.19%
"June 1, 2017",-8.54%
"May 31, 2017",-6.05%
"May 30, 2017",-5.84%
"May 26, 2017",-3.59%
"May 25, 2017",-4.23%
"May 24, 2017",-0.79%
"May 23, 2017",-1.14%
"May 22, 2017",-0.36%
"May 19, 2017",-0.06%
"May 18, 2017",-2.29%
"May 17, 2017",-2.32%
"May 16, 2017",-2.50%
"May 15, 2017",-3.89%
"May 12, 2017",-6.32%
"May 11, 2017",-5.42%
"May 10, 2017",-5.05%
"May 9, 2017",-7.11%
"May 8, 2017",-4.98%
"May 5, 2017",-7.26%
"May 4, 2017",-8.94%
"May 3, 2017",-6.64%
"May 2, 2017",-4.09%
"May 1, 2017",-2.10%
"April 28, 2017",-3.08%
"April 27, 2017",-3.18%
"April 26, 2017",-4.52%
"April 25, 2017",-3.75%
"April 24, 2017",-4.69%
"April 21, 2017",-5.89%
"April 20, 2017",-5.48%
"April 19, 2017",-3.73%
"April 18, 2017",-3.14%
"April 17, 2017",-2.39%
"April 13, 2017",-3.89%
"April 12, 2017",-1.42%
"April 11, 2017",-2.09%
"April 10, 2017",0.99%
"April 7, 2017",-2.36%
"April 6, 2017",-1.83%
"April 5, 2017",-3.57%
"April 4, 2017",-2.64%
"April 3, 2017",-2.29%
"March 31, 2017",-0.54%
"March 30, 2017",-0.28%
"March 29, 2017",-9.08%
"March 28, 2017",-10.62%
"March 27, 2017",-14.17%
"March 24, 2017",-14.15%
"March 23, 2017",-13.41%
"March 22, 2017",-13.37%
"March 21, 2017",-12.24%
"March 20, 2017",-11.04%
"March 17, 2017",-12.03%
"March 16, 2017",-11.74%
"March 15, 2017",-11.40%
"March 14, 2017",-12.72%
"March 13, 2017",-12.92%
"March 10, 2017",-10.05%
"March 9, 2017",-8.45%
"March 8, 2017",-7.77%
"March 7, 2017",-4.37%
"March 6, 2017",-3.17%
"March 3, 2017",-0.62%
"March 2, 2017",0.19%
"March 1, 2017",1.72%
"Feb. 28, 2017",4.55%
"Feb. 27, 2017",3.52%
"Feb. 24, 2017",1.60%
"Feb. 23, 2017",2.16%
"Feb. 22, 2017",2.24%
"Feb. 21, 2017",3.82%
"Feb. 17, 2017",8.94%
"Feb. 16, 2017",8.92%
"Feb. 15, 2017",9.01%
"Feb. 14, 2017",13.62%
"Feb. 13, 2017",13.11%
"Feb. 10, 2017",11.97%
"Feb. 9, 2017",8.92%
"Feb. 8, 2017",11.89%
"Feb. 7, 2017",12.52%
"Feb. 6, 2017",17.14%
"Feb. 3, 2017",15.67%
"Feb. 2, 2017",12.63%
"Feb. 1, 2017",11.39%
"Jan. 31, 2017",12.22%
"Jan. 30, 2017",5.58%
"Jan. 27, 2017",12.34%
"Jan. 26, 2017",21.12%
"Jan. 25, 2017",21.24%
"Jan. 24, 2017",19.01%
"Jan. 23, 2017",20.22%
"Jan. 20, 2017",22.27%
"Jan. 19, 2017",19.51%
"Jan. 18, 2017",23.67%
"Jan. 17, 2017",22.02%
"Jan. 13, 2017",20.02%
"Jan. 12, 2017",15.37%
"Jan. 11, 2017",18.21%
"Jan. 10, 2017",11.87%
"Jan. 9, 2017",12.30%
"Jan. 6, 2017",13.97%
"Jan. 5, 2017",15.99%
"Jan. 4, 2017",19.15%
"Jan. 3, 2017",16.53%
"Dec. 30, 2016",15.34%
"Dec. 29, 2016",15.76%
"Dec. 28, 2016",20.37%
"Dec. 27, 2016",30.86%
"Dec. 23, 2016",28.62%
"Dec. 22, 2016",25.65%
"Dec. 21, 2016",28.51%
"Dec. 20, 2016",32.15%
"Dec. 19, 2016",32.33%
"Dec. 16, 2016",30.27%
"Dec. 15, 2016",29.25%
"Dec. 14, 2016",28.76%
"Dec. 13, 2016",28.36%
"Dec. 12, 2016",20.41%
"Dec. 9, 2016",20.17%
"Dec. 8, 2016",15.02%
"Dec. 7, 2016",20.30%
"Dec. 6, 2016",21.71%
"Dec. 5, 2016",19.45%
"Dec. 2, 2016",17.60%
"Dec. 1, 2016",18.77%
"Nov. 30, 2016",14.89%
"Nov. 29, 2016",4.44%
"Nov. 28, 2016",7.56%
"Nov. 25, 2016",6.94%
"Nov. 23, 2016",7.13%
"Nov. 22, 2016",8.07%
"Nov. 21, 2016",7.02%
"Nov. 18, 2016",2.68%
"Nov. 17, 2016",0.95%
"Nov. 16, 2016",3.55%
"Nov. 15, 2016",7.35%
"Nov. 14, 2016",6.67%
"Nov. 11, 2016",6.16%
"Nov. 10, 2016",10.30%
"Nov. 9, 2016",10.89%
"Nov. 8, 2016",6.67%
"Nov. 7, 2016",8.18%
"Nov. 4, 2016",6.63%
"Nov. 3, 2016",8.16%
"Nov. 2, 2016",8.65%
"Nov. 1, 2016",9.92%
"Oct. 31, 2016",6.44%
"Oct. 28, 2016",11.70%
"Oct. 27, 2016",9.81%
"Oct. 26, 2016",2.48%
"Oct. 25, 2016",3.90%
"Oct. 24, 2016",3.63%
"Oct. 21, 2016",1.22%
"Oct. 20, 2016",-1.28%
"Oct. 19, 2016",-0.45%
