date,price_target_upside
"March 19, 2020",112.8%
"March 18, 2020",157.2%
"March 17, 2020",122.9%
"March 16, 2020",132.7%
"March 13, 2020",119.3%
"March 12, 2020",148.6%
"March 11, 2020",115.3%
"March 10, 2020",105.5%
"March 9, 2020",110.4%
"March 6, 2020",62.19%
"March 5, 2020",54.13%
"March 4, 2020",48.74%
"March 3, 2020",53.37%
"March 2, 2020",49.91%
"Feb. 28, 2020",52.42%
"Feb. 27, 2020",56.93%
"Feb. 26, 2020",44.54%
"Feb. 25, 2020",37.40%
"Feb. 24, 2020",31.47%
"Feb. 21, 2020",26.97%
"Feb. 20, 2020",26.02%
"Feb. 19, 2020",25.21%
"Feb. 18, 2020",27.27%
"Feb. 14, 2020",26.58%
"Feb. 13, 2020",26.15%
"Feb. 12, 2020",24.50%
"Feb. 11, 2020",26.72%
"Feb. 10, 2020",28.88%
"Feb. 7, 2020",28.90%
"Feb. 6, 2020",27.97%
"Feb. 5, 2020",27.17%
"Feb. 4, 2020",33.14%
"Feb. 3, 2020",27.37%
"Jan. 31, 2020",26.83%
"Jan. 30, 2020",24.06%
"Jan. 29, 2020",24.88%
"Jan. 28, 2020",23.47%
"Jan. 27, 2020",23.76%
"Jan. 24, 2020",20.64%
"Jan. 23, 2020",18.98%
"Jan. 22, 2020",19.23%
"Jan. 21, 2020",17.33%
"Jan. 17, 2020",15.39%
"Jan. 16, 2020",15.39%
"Jan. 15, 2020",15.19%
"Jan. 14, 2020",14.94%
"Jan. 13, 2020",13.83%
"Jan. 10, 2020",12.42%
"Jan. 9, 2020",11.31%
"Jan. 8, 2020",12.55%
"Jan. 7, 2020",9.94%
"Jan. 6, 2020",9.94%
"Jan. 3, 2020",10.63%
"Jan. 2, 2020",11.80%
"Dec. 31, 2019",12.54%
"Dec. 30, 2019",13.27%
"Dec. 27, 2019",12.62%
"Dec. 26, 2019",12.59%
"Dec. 24, 2019",13.16%
"Dec. 23, 2019",13.28%
"Dec. 20, 2019",14.85%
"Dec. 19, 2019",15.81%
"Dec. 18, 2019",15.79%
"Dec. 17, 2019",15.21%
"Dec. 16, 2019",16.28%
