date,forward_ps_ratio
"March 19, 2020",1.024
"March 18, 2020",0.9073
"March 17, 2020",1.050
"March 16, 2020",1.044
"March 13, 2020",1.256
"March 12, 2020",1.129
"March 11, 2020",1.248
"March 10, 2020",1.210
"March 9, 2020",1.152
"March 6, 2020",1.533
"March 5, 2020",1.613
"March 4, 2020",1.672
"March 3, 2020",1.628
"March 2, 2020",1.665
"Feb. 28, 2020",1.638
"Feb. 27, 2020",1.594
"Feb. 26, 2020",1.731
"Feb. 25, 2020",1.821
"Feb. 24, 2020",1.907
"Feb. 21, 2020",1.977
"Feb. 20, 2020",1.992
"Feb. 19, 2020",2.004
"Feb. 18, 2020",1.972
"Feb. 14, 2020",1.983
"Feb. 13, 2020",1.990
"Feb. 12, 2020",2.021
"Feb. 11, 2020",1.986
"Feb. 10, 2020",1.957
"Feb. 7, 2020",1.962
"Feb. 6, 2020",1.976
"Feb. 5, 2020",1.988
"Feb. 4, 2020",1.911
"Feb. 3, 2020",2.002
"Jan. 31, 2020",2.010
"Jan. 30, 2020",2.067
"Jan. 29, 2020",2.053
"Jan. 28, 2020",2.076
"Jan. 27, 2020",2.072
"Jan. 24, 2020",2.125
"Jan. 23, 2020",2.143
"Jan. 22, 2020",2.139
"Jan. 21, 2020",2.173
"Jan. 17, 2020",2.209
"Jan. 16, 2020",2.209
"Jan. 15, 2020",2.206
"Jan. 14, 2020",2.211
"Jan. 13, 2020",2.211
"Jan. 10, 2020",2.220
"Jan. 9, 2020",2.242
"Jan. 8, 2020",2.204
"Jan. 7, 2020",2.256
"Jan. 6, 2020",2.256
"Jan. 3, 2020",2.23
"Jan. 2, 2020",2.222
"Dec. 31, 2019",2.207
"Dec. 30, 2019",1.961
"Dec. 27, 2019",1.972
"Dec. 26, 2019",1.973
"Dec. 24, 2019",1.963
"Dec. 23, 2019",1.961
"Dec. 20, 2019",1.934
"Dec. 19, 2019",1.918
"Dec. 18, 2019",1.918
"Dec. 17, 2019",1.928
"Dec. 16, 2019",1.907
"Dec. 13, 2019",1.903
"Dec. 12, 2019",1.900
"Dec. 11, 2019",1.872
"Dec. 10, 2019",1.875
"Dec. 9, 2019",1.877
"Dec. 6, 2019",1.881
"Dec. 5, 2019",1.816
"Dec. 4, 2019",1.840
"Dec. 3, 2019",1.788
"Dec. 2, 2019",1.832
"Nov. 29, 2019",1.819
"Nov. 27, 2019",1.832
"Nov. 26, 2019",1.825
"Nov. 25, 2019",1.853
"Nov. 22, 2019",1.818
"Nov. 21, 2019",1.828
"Nov. 20, 2019",1.802
"Nov. 19, 2019",1.735
"Nov. 18, 2019",1.721
"Nov. 15, 2019",1.768
"Nov. 14, 2019",1.738
"Nov. 13, 2019",1.747
"Nov. 12, 2019",1.768
"Nov. 11, 2019",1.788
"Nov. 8, 2019",1.796
"Nov. 7, 2019",1.807
"Nov. 6, 2019",1.749
"Nov. 5, 2019",1.776
"Nov. 4, 2019",1.761
"Nov. 1, 2019",1.735
"Oct. 31, 2019",1.676
"Oct. 30, 2019",1.671
"Oct. 29, 2019",1.733
"Oct. 28, 2019",1.690
"Oct. 25, 2019",1.710
"Oct. 24, 2019",1.705
"Oct. 23, 2019",1.707
"Oct. 22, 2019",1.716
"Oct. 21, 2019",1.699
"Oct. 18, 2019",1.638
"Oct. 17, 2019",1.655
"Oct. 16, 2019",1.658
"Oct. 15, 2019",1.698
"Oct. 14, 2019",1.704
"Oct. 11, 2019",1.713
"Oct. 10, 2019",1.696
"Oct. 9, 2019",1.668
"Oct. 8, 2019",1.636
"Oct. 7, 2019",1.657
"Oct. 4, 2019",1.624
"Oct. 3, 2019",1.629
"Oct. 2, 2019",1.611
