date,days_payables_outstanding
"Dec. 31, 2019",51.50
"Sept. 30, 2019",56.74
"June 30, 2019",60.34
"March 31, 2019",54.34
"Dec. 31, 2018",52.98
"Sept. 30, 2018",52.93
"June 30, 2018",58.85
"March 31, 2018",57.42
"Dec. 31, 2017",52.84
"Sept. 30, 2017",54.26
"June 30, 2017",54.85
"March 31, 2017",50.11
"Dec. 31, 2016",54.16
"Sept. 30, 2016",51.33
"June 30, 2016",62.22
"March 31, 2016",71.89
"Dec. 31, 2015",69.75
"Sept. 30, 2015",69.82
"June 30, 2015",77.79
"March 31, 2015",95.33
"Dec. 31, 2014",76.36
"Sept. 30, 2014",92.22
"June 30, 2014",89.02
"March 31, 2014",78.89
"Dec. 31, 2013",96.22
"Sept. 30, 2013",97.63
"June 30, 2013",105.43
"March 31, 2013",98.18
"Dec. 31, 2012",87.39
"Sept. 30, 2012",90.28
"June 30, 2012",311.46
"March 31, 2012",168.34
"Dec. 31, 2011",142.52
"Sept. 30, 2011",182.30
"June 30, 2011",213.97
"March 31, 2011",36.88
"Dec. 31, 2010",-22.84
"Sept. 30, 2010",38.50
"June 30, 2010",41.38
"March 31, 2010",39.38
"Dec. 31, 2009",40.96
"Sept. 30, 2009",41.31
"June 30, 2009",44.17
"March 31, 2009",52.60
"Dec. 31, 2008",38.40
"Sept. 30, 2008",36.73
"June 30, 2008",37.16
"March 31, 2008",40.64
"Dec. 31, 2007",42.98
"Sept. 30, 2007",43.76
"June 30, 2007",45.21
"March 31, 2007",47.74
"Dec. 31, 2006",48.80
"Sept. 30, 2006",39.32
"June 30, 2006",39.18
"March 31, 2006",31.90
"Dec. 31, 2005",29.59
"Sept. 30, 2005",27.92
"June 30, 2005",31.57
"March 31, 2005",32.20
"Dec. 31, 2004",27.80
"Sept. 30, 2004",29.78
"June 30, 2004",31.06
"March 31, 2004",29.38
"Dec. 31, 2003",32.17
"Sept. 30, 2003",32.89
"June 30, 2003",34.02
"March 31, 2003",30.85
"Dec. 31, 2002",34.32
"Sept. 30, 2002",33.73
"June 30, 2002",34.73
"March 31, 2002",37.19
"Dec. 31, 2001",43.84
"Sept. 30, 2001",37.82
"June 30, 2001",51.68
"March 31, 2001",50.82
"Dec. 31, 2000",57.91
"Sept. 30, 2000",51.89
"June 30, 2000",40.16
"March 31, 2000",41.21
"Dec. 31, 1999",48.14
"Sept. 30, 1999",49.16
"June 30, 1999",50.53
"March 31, 1999",64.47
"Dec. 31, 1998",61.25
"Sept. 30, 1998",60.97
"June 30, 1998",58.59
"March 31, 1998",58.39
"Dec. 31, 1997",52.66
"Sept. 30, 1997",48.26
"June 30, 1997",47.77
"March 31, 1997",50.98
"Dec. 31, 1996",44.72
"Sept. 30, 1996",46.12
"June 30, 1996",43.55
"March 31, 1996",48.90
"Dec. 31, 1995",50.00
"Sept. 30, 1995",45.80
"June 30, 1995",41.78
"March 31, 1995",50.30
"Dec. 31, 1994",48.49
"Sept. 30, 1994",40.16
"June 30, 1994",43.91
"March 31, 1994",51.57
"Dec. 31, 1993",48.07
"Sept. 30, 1993",41.43
"June 30, 1993",43.20
"March 31, 1993",48.28
"Dec. 31, 1992",47.24
"Sept. 30, 1992",43.93
"June 30, 1992",41.40
"March 31, 1992",44.22
"Dec. 31, 1991",40.42
"Sept. 30, 1991",44.02
"June 30, 1991",40.32
"March 31, 1991",46.06
"Dec. 31, 1990",36.33
"Sept. 30, 1990",41.26
"June 30, 1990",45.88
"March 31, 1990",44.53
"Dec. 31, 1989",41.61
