date,market_beta_60_month
"Feb. 29, 2020",1.214
"Jan. 31, 2020",1.109
"Dec. 31, 2019",1.125
"Nov. 30, 2019",1.099
"Oct. 31, 2019",1.051
"Sept. 30, 2019",1.044
"Aug. 31, 2019",1.043
"July 31, 2019",0.991
"June 30, 2019",0.9952
"May 31, 2019",1.030
"April 30, 2019",1.060
"March 31, 2019",1.104
"Feb. 28, 2019",1.109
"Jan. 31, 2019",1.111
"Dec. 31, 2018",1.138
"Nov. 30, 2018",1.220
"Oct. 31, 2018",1.220
"Sept. 30, 2018",1.227
"Aug. 31, 2018",1.241
"July 31, 2018",1.193
"June 30, 2018",1.216
"May 31, 2018",1.214
"April 30, 2018",1.212
"March 31, 2018",1.226
"Feb. 28, 2018",1.329
"Jan. 31, 2018",1.316
"Dec. 31, 2017",1.259
"Nov. 30, 2017",1.26
"Oct. 31, 2017",1.275
"Sept. 30, 2017",1.233
"Aug. 31, 2017",1.202
"July 31, 2017",1.203
"June 30, 2017",1.197
"May 31, 2017",1.217
"April 30, 2017",1.148
"March 31, 2017",1.161
"Feb. 28, 2017",1.157
"Jan. 31, 2017",1.246
"Dec. 31, 2016",1.183
"Nov. 30, 2016",1.179
"Oct. 31, 2016",1.129
"Sept. 30, 2016",1.148
"Aug. 31, 2016",1.134
"July 31, 2016",1.119
"June 30, 2016",1.151
"May 31, 2016",1.131
"April 30, 2016",1.153
"March 31, 2016",1.158
"Feb. 29, 2016",1.049
"Jan. 31, 2016",1.060
"Dec. 31, 2015",0.976
"Nov. 30, 2015",0.9882
"Oct. 31, 2015",0.9872
"Sept. 30, 2015",0.9389
"Aug. 31, 2015",0.9566
"July 31, 2015",1.001
"June 30, 2015",1.078
"May 31, 2015",1.068
"April 30, 2015",1.096
"March 31, 2015",1.105
"Feb. 28, 2015",1.095
"Jan. 31, 2015",1.100
"Dec. 31, 2014",1.084
"Nov. 30, 2014",1.090
"Oct. 31, 2014",1.089
"Sept. 30, 2014",1.046
"Aug. 31, 2014",1.019
"July 31, 2014",1.034
"June 30, 2014",1.006
"May 31, 2014",1.017
"April 30, 2014",1.044
"March 31, 2014",1.002
"Feb. 28, 2014",0.9769
"Jan. 31, 2014",1.087
"Dec. 31, 2013",1.062
"Nov. 30, 2013",1.068
"Oct. 31, 2013",1.017
"Sept. 30, 2013",1.140
"Aug. 31, 2013",1.144
"July 31, 2013",1.156
"June 30, 2013",1.160
"May 31, 2013",1.101
"April 30, 2013",1.104
"March 31, 2013",1.124
"Feb. 28, 2013",1.129
"Jan. 31, 2013",1.113
"Dec. 31, 2012",1.139
"Nov. 30, 2012",1.133
"Oct. 31, 2012",1.137
"Sept. 30, 2012",1.138
"Aug. 31, 2012",1.146
"July 31, 2012",1.144
"June 30, 2012",1.134
"May 31, 2012",1.127
"April 30, 2012",1.152
"March 31, 2012",1.140
"Feb. 29, 2012",1.150
"Jan. 31, 2012",1.130
"Dec. 31, 2011",1.152
"Nov. 30, 2011",1.156
"Oct. 31, 2011",1.165
"Sept. 30, 2011",1.173
"Aug. 31, 2011",1.161
"July 31, 2011",1.148
"June 30, 2011",1.146
"May 31, 2011",1.151
"April 30, 2011",1.150
"March 31, 2011",1.161
"Feb. 28, 2011",1.162
"Jan. 31, 2011",1.151
"Dec. 31, 2010",1.160
"Nov. 30, 2010",1.140
"Oct. 31, 2010",1.113
"Sept. 30, 2010",1.118
"Aug. 31, 2010",1.124
"July 31, 2010",1.119
"June 30, 2010",1.103
"May 31, 2010",1.103
"April 30, 2010",1.085
"March 31, 2010",1.074
"Feb. 28, 2010",1.076
"Jan. 31, 2010",1.109
"Dec. 31, 2009",1.083
"Nov. 30, 2009",1.066
"Oct. 31, 2009",1.093
"Sept. 30, 2009",1.116
"Aug. 31, 2009",1.136
"July 31, 2009",1.140
"June 30, 2009",1.146
"May 31, 2009",1.150
"April 30, 2009",1.122
"March 31, 2009",1.184
"Feb. 28, 2009",1.246
"Jan. 31, 2009",1.151
"Dec. 31, 2008",1.143
"Nov. 30, 2008",1.200
"Oct. 31, 2008",1.269
"Sept. 30, 2008",0.9661
"Aug. 31, 2008",0.883
"July 31, 2008",0.8965
"June 30, 2008",0.8317
"May 31, 2008",0.9954
"April 30, 2008",0.9926
"March 31, 2008",0.6653
"Feb. 29, 2008",0.6346
"Jan. 31, 2008",0.646
"Dec. 31, 2007",0.5117
"Nov. 30, 2007",0.5108
"Oct. 31, 2007",0.3614
"Sept. 30, 2007",0.3768
"Aug. 31, 2007",0.5622
"July 31, 2007",0.5631
"June 30, 2007",0.7109
"May 31, 2007",0.6495
"April 30, 2007",0.6266
"March 31, 2007",0.6552
"Feb. 28, 2007",0.6634
"Jan. 31, 2007",0.654
"Dec. 31, 2006",0.676
"Nov. 30, 2006",0.6737
"Oct. 31, 2006",0.6205
"Sept. 30, 2006",0.6239
"Aug. 31, 2006",0.6714
"July 31, 2006",0.6709
"June 30, 2006",0.6698
"May 31, 2006",0.705
"April 30, 2006",0.6934
"March 31, 2006",0.7059
"Feb. 28, 2006",0.6644
"Jan. 31, 2006",0.699
"Dec. 31, 2005",0.6781
"Nov. 30, 2005",0.6771
"Oct. 31, 2005",0.749
"Sept. 30, 2005",0.7407
"Aug. 31, 2005",0.7225
"July 31, 2005",0.8051
"June 30, 2005",0.7901
"May 31, 2005",0.7571
"April 30, 2005",0.7252
"March 31, 2005",0.7116
"Feb. 28, 2005",0.796
"Jan. 31, 2005",0.7779
"Dec. 31, 2004",0.8318
"Nov. 30, 2004",0.8185
"Oct. 31, 2004",0.8085
"Sept. 30, 2004",0.7604
"Aug. 31, 2004",0.7603
"July 31, 2004",0.7631
"June 30, 2004",0.7664
"May 31, 2004",0.7261
"April 30, 2004",0.7179
"March 31, 2004",0.7315
"Feb. 29, 2004",0.7821
"Jan. 31, 2004",0.7745
"Dec. 31, 2003",0.7374
"Nov. 30, 2003",0.6846
"Oct. 31, 2003",0.6537
"Sept. 30, 2003",0.6019
"Aug. 31, 2003",0.6231
"July 31, 2003",0.6145
"June 30, 2003",0.6246
"May 31, 2003",0.6087
"April 30, 2003",0.5971
"March 31, 2003",0.65
"Feb. 28, 2003",0.6405
"Jan. 31, 2003",0.6707
"Dec. 31, 2002",0.6659
"Nov. 30, 2002",0.681
"Oct. 31, 2002",0.6915
"Sept. 30, 2002",0.7017
"Aug. 31, 2002",0.6812
"July 31, 2002",0.6571
"June 30, 2002",0.6192
"May 31, 2002",0.6473
"April 30, 2002",0.6548
"March 31, 2002",0.6272
"Feb. 28, 2002",0.6192
"Jan. 31, 2002",0.6239
"Dec. 31, 2001",0.6073
"Nov. 30, 2001",0.6099
"Oct. 31, 2001",0.6459
"Sept. 30, 2001",0.6391
"Aug. 31, 2001",0.6351
"July 31, 2001",0.6576
"June 30, 2001",0.6687
"May 31, 2001",0.6417
"April 30, 2001",0.6442
"March 31, 2001",0.628
"Feb. 28, 2001",0.6628
"Jan. 31, 2001",0.6373
"Dec. 31, 2000",0.6286
"Nov. 30, 2000",0.6287
"Oct. 31, 2000",0.5981
"Sept. 30, 2000",0.5979
"Aug. 31, 2000",0.6137
"July 31, 2000",0.5546
"June 30, 2000",0.5652
"May 31, 2000",0.5683
"April 30, 2000",0.6512
"March 31, 2000",0.6731
"Feb. 29, 2000",0.5678
"Jan. 31, 2000",0.5575
"Dec. 31, 1999",0.4809
"Nov. 30, 1999",0.5003
"Oct. 31, 1999",0.5512
"Sept. 30, 1999",0.5854
"Aug. 31, 1999",0.5493
"July 31, 1999",0.5476
"June 30, 1999",0.5761
"May 31, 1999",0.6159
"April 30, 1999",0.6378
"March 31, 1999",0.613
"Feb. 28, 1999",0.5664
"Jan. 31, 1999",0.6143
"Dec. 31, 1998",0.6446
"Nov. 30, 1998",0.6531
"Oct. 31, 1998",0.7146
"Sept. 30, 1998",0.7771
"Aug. 31, 1998",0.7336
"July 31, 1998",0.8359
"June 30, 1998",0.7679
"May 31, 1998",0.8182
"April 30, 1998",0.8409
"March 31, 1998",0.801
"Feb. 28, 1998",0.8131
"Jan. 31, 1998",0.7578
"Dec. 31, 1997",0.7383
"Nov. 30, 1997",0.7365
"Oct. 31, 1997",0.739
"Sept. 30, 1997",0.7303
"Aug. 31, 1997",0.7008
"July 31, 1997",0.7853
"June 30, 1997",0.8502
"May 31, 1997",0.8866
"April 30, 1997",0.8516
"March 31, 1997",0.9597
"Feb. 28, 1997",0.9717
"Jan. 31, 1997",0.9613
"Dec. 31, 1996",1.040
"Nov. 30, 1996",0.8919
"Oct. 31, 1996",0.9523
"Sept. 30, 1996",0.9742
"Aug. 31, 1996",0.9817
"July 31, 1996",0.9771
"June 30, 1996",0.9711
"May 31, 1996",1.010
"April 30, 1996",0.9884
"March 31, 1996",0.9897
"Feb. 29, 1996",0.9969
"Jan. 31, 1996",1.025
"Dec. 31, 1995",1.010
"Nov. 30, 1995",0.9886
"Oct. 31, 1995",1.004
