date,quality_ratio
"Dec. 31, 2019",0.1567
"Sept. 30, 2019",0.1643
"June 30, 2019",0.1773
"March 31, 2019",0.1848
"Dec. 31, 2018",0.1938
"Sept. 30, 2018",0.1874
"June 30, 2018",0.1784
"March 31, 2018",0.1687
"Dec. 31, 2017",0.1643
"Sept. 30, 2017",0.1606
"June 30, 2017",0.1492
"March 31, 2017",0.1426
"Dec. 31, 2016",0.1292
"Sept. 30, 2016",0.1323
"June 30, 2016",0.1417
"March 31, 2016",0.1518
"Dec. 31, 2015",0.1636
"Sept. 30, 2015",0.1702
"June 30, 2015",0.1881
"March 31, 2015",0.206
"Dec. 31, 2014",0.229
"Sept. 30, 2014",0.245
"June 30, 2014",0.2497
"March 31, 2014",0.2532
"Dec. 31, 2013",0.2585
"Sept. 30, 2013",0.2661
"June 30, 2013",0.2769
"March 31, 2013",0.2868
"Dec. 31, 2012",0.302
"Sept. 30, 2012",0.2674
"June 30, 2012",0.2942
"March 31, 2012",0.3486
"Dec. 31, 2011",0.3736
"Sept. 30, 2011",0.3843
"June 30, 2011",0.3741
"March 31, 2011",0.3422
"Dec. 31, 2010",0.3397
"Sept. 30, 2010",0.3321
"June 30, 2010",0.3647
"March 31, 2010",0.3707
"Dec. 31, 2009",0.3608
"Sept. 30, 2009",0.4766
"June 30, 2009",0.5491
"March 31, 2009",0.6097
"Dec. 31, 2008",0.6635
"Sept. 30, 2008",0.6794
"June 30, 2008",0.6558
"March 31, 2008",0.6851
"Dec. 31, 2007",0.7146
"Sept. 30, 2007",0.7262
"June 30, 2007",0.7394
"March 31, 2007",0.7503
"Dec. 31, 2006",0.7552
"Sept. 30, 2006",0.7736
"June 30, 2006",0.7839
"March 31, 2006",0.7697
"Dec. 31, 2005",0.7757
"Sept. 30, 2005",0.7704
"June 30, 2005",0.75
"March 31, 2005",0.7386
"Dec. 31, 2004",0.7324
"Sept. 30, 2004",0.7218
"June 30, 2004",0.7049
"March 31, 2004",0.6946
"Dec. 31, 2003",0.711
"Sept. 30, 2003",0.6933
"June 30, 2003",0.6898
"March 31, 2003",0.6864
"Dec. 31, 2002",0.6444
"Sept. 30, 2002",0.6395
"June 30, 2002",0.6746
"March 31, 2002",0.6866
"Dec. 31, 2001",0.7192
"Sept. 30, 2001",0.8705
"June 30, 2001",0.8123
"March 31, 2001",0.7693
"Dec. 31, 2000",0.7135
"Sept. 30, 2000",0.7033
"June 30, 2000",0.7452
"March 31, 2000",0.8002
"Dec. 31, 1999",0.7806
"Sept. 30, 1999",0.9909
"June 30, 1999",0.929
"March 31, 1999",0.8679
"Dec. 31, 1998",0.8519
"Sept. 30, 1998",0.7594
"June 30, 1998",0.7724
"March 31, 1998",0.777
"Dec. 31, 1997",0.7435
"Sept. 30, 1997",0.4964
"June 30, 1997",0.5001
"March 31, 1997",0.4983
"Dec. 31, 1996",0.4976
"Sept. 30, 1996",0.5001
"June 30, 1996",0.5016
"March 31, 1996",0.5033
"Dec. 31, 1995",0.5034
"Sept. 30, 1995",0.4973
"June 30, 1995",0.4898
"March 31, 1995",0.4766
"Dec. 31, 1994",0.4698
"Sept. 30, 1994",0.4665
"June 30, 1994",0.4605
"March 31, 1994",0.464
"Dec. 31, 1993",0.4598
"Sept. 30, 1993",0.4536
"June 30, 1993",0.4644
"March 31, 1993",0.4634
"Dec. 31, 1992",0.4732
"Sept. 30, 1992",0.4752
"June 30, 1992",0.4695
"March 31, 1992",0.4779
"Dec. 31, 1991",0.4891
"Sept. 30, 1991",0.5106
"June 30, 1991",0.5178
"March 31, 1991",0.5162
"Dec. 31, 1990",0.4955
"Sept. 30, 1990",0.4733
"June 30, 1990",0.4639
