date,historical_monthly_var_1_all
"Feb. 29, 2020",12.28%
"Jan. 31, 2020",11.99%
"Dec. 31, 2019",11.99%
"Nov. 30, 2019",12.00%
"Oct. 31, 2019",12.00%
"Sept. 30, 2019",12.01%
"Aug. 31, 2019",12.01%
"July 31, 2019",12.02%
"June 30, 2019",12.02%
"May 31, 2019",12.02%
"April 30, 2019",12.02%
"March 31, 2019",12.02%
"Feb. 28, 2019",12.02%
"Jan. 31, 2019",12.02%
"Dec. 31, 2018",11.99%
"Nov. 30, 2018",11.83%
"Oct. 31, 2018",11.84%
"Sept. 30, 2018",11.85%
"Aug. 31, 2018",11.86%
"July 31, 2018",11.87%
"June 30, 2018",11.88%
"May 31, 2018",11.89%
"April 30, 2018",11.90%
"March 31, 2018",11.91%
"Feb. 28, 2018",11.88%
"Jan. 31, 2018",11.65%
"Dec. 31, 2017",11.65%
"Nov. 30, 2017",11.66%
"Oct. 31, 2017",11.67%
"Sept. 30, 2017",11.68%
"Aug. 31, 2017",11.70%
"July 31, 2017",11.71%
"June 30, 2017",11.72%
"May 31, 2017",11.73%
"April 30, 2017",11.74%
"March 31, 2017",11.75%
"Feb. 28, 2017",11.76%
"Jan. 31, 2017",11.76%
"Dec. 31, 2016",11.76%
"Nov. 30, 2016",11.77%
"Oct. 31, 2016",11.77%
"Sept. 30, 2016",11.78%
"Aug. 31, 2016",11.79%
"July 31, 2016",11.80%
"June 30, 2016",11.80%
"May 31, 2016",11.81%
"April 30, 2016",11.81%
"March 31, 2016",11.81%
"Feb. 29, 2016",11.81%
"Jan. 31, 2016",11.81%
"Dec. 31, 2015",11.81%
"Nov. 30, 2015",11.81%
"Oct. 31, 2015",11.81%
"Sept. 30, 2015",11.81%
"Aug. 31, 2015",11.82%
"July 31, 2015",11.81%
"June 30, 2015",11.81%
"May 31, 2015",11.81%
"April 30, 2015",11.81%
"March 31, 2015",11.81%
"Feb. 28, 2015",11.81%
"Jan. 31, 2015",11.81%
"Dec. 31, 2014",11.81%
"Nov. 30, 2014",11.82%
"Oct. 31, 2014",11.82%
"Sept. 30, 2014",11.83%
"Aug. 31, 2014",11.84%
"July 31, 2014",11.84%
"June 30, 2014",11.85%
"May 31, 2014",11.87%
"April 30, 2014",11.88%
"March 31, 2014",11.89%
"Feb. 28, 2014",11.90%
"Jan. 31, 2014",11.90%
"Dec. 31, 2013",11.91%
"Nov. 30, 2013",11.92%
"Oct. 31, 2013",11.93%
"Sept. 30, 2013",11.94%
"Aug. 31, 2013",11.95%
"July 31, 2013",11.96%
"June 30, 2013",11.97%
"May 31, 2013",11.98%
"April 30, 2013",11.98%
"March 31, 2013",11.99%
"Feb. 28, 2013",11.99%
"Jan. 31, 2013",11.99%
"Dec. 31, 2012",12.00%
"Nov. 30, 2012",12.00%
"Oct. 31, 2012",12.01%
"Sept. 30, 2012",12.01%
"Aug. 31, 2012",12.02%
"July 31, 2012",12.02%
"June 30, 2012",12.02%
"May 31, 2012",12.02%
"April 30, 2012",12.02%
"March 31, 2012",12.03%
"Feb. 29, 2012",12.06%
"Jan. 31, 2012",12.09%
"Dec. 31, 2011",12.12%
"Nov. 30, 2011",12.15%
"Oct. 31, 2011",12.17%
"Sept. 30, 2011",12.19%
"Aug. 31, 2011",12.21%
"July 31, 2011",11.80%
"June 30, 2011",11.81%
"May 31, 2011",11.81%
"April 30, 2011",11.81%
"March 31, 2011",11.81%
"Feb. 28, 2011",11.81%
"Jan. 31, 2011",11.81%
"Dec. 31, 2010",11.81%
"Nov. 30, 2010",11.81%
"Oct. 31, 2010",11.81%
"Sept. 30, 2010",11.81%
"Aug. 31, 2010",11.82%
"July 31, 2010",11.83%
"June 30, 2010",11.83%
"May 31, 2010",11.81%
"April 30, 2010",11.70%
"March 31, 2010",11.71%
"Feb. 28, 2010",11.73%
"Jan. 31, 2010",11.74%
"Dec. 31, 2009",11.75%
"Nov. 30, 2009",11.76%
"Oct. 31, 2009",11.76%
"Sept. 30, 2009",11.76%
"Aug. 31, 2009",11.77%
"July 31, 2009",11.77%
"June 30, 2009",11.76%
"May 31, 2009",11.76%
"April 30, 2009",11.76%
"March 31, 2009",11.77%
"Feb. 28, 2009",11.60%
"Jan. 31, 2009",11.58%
"Dec. 31, 2008",11.59%
"Nov. 30, 2008",11.59%
"Oct. 31, 2008",11.60%
"Sept. 30, 2008",11.56%
"Aug. 31, 2008",11.56%
"July 31, 2008",11.55%
"June 30, 2008",11.55%
"May 31, 2008",11.56%
"April 30, 2008",11.56%
"March 31, 2008",11.56%
"Feb. 29, 2008",11.56%
"Jan. 31, 2008",11.57%
"Dec. 31, 2007",11.55%
"Nov. 30, 2007",11.55%
"Oct. 31, 2007",11.56%
"Sept. 30, 2007",11.56%
"Aug. 31, 2007",11.57%
"July 31, 2007",11.57%
"June 30, 2007",11.57%
"May 31, 2007",11.57%
"April 30, 2007",11.57%
"March 31, 2007",11.57%
"Feb. 28, 2007",11.57%
"Jan. 31, 2007",11.57%
"Dec. 31, 2006",11.57%
"Nov. 30, 2006",11.57%
"Oct. 31, 2006",11.58%
"Sept. 30, 2006",11.58%
"Aug. 31, 2006",11.59%
"July 31, 2006",11.59%
"June 30, 2006",11.60%
"May 31, 2006",11.60%
"April 30, 2006",11.61%
"March 31, 2006",11.61%
"Feb. 28, 2006",11.62%
"Jan. 31, 2006",11.62%
"Dec. 31, 2005",11.62%
"Nov. 30, 2005",11.62%
"Oct. 31, 2005",11.62%
"Sept. 30, 2005",11.47%
"Aug. 31, 2005",11.49%
"July 31, 2005",11.50%
"June 30, 2005",11.51%
"May 31, 2005",11.52%
"April 30, 2005",11.53%
"March 31, 2005",11.54%
"Feb. 28, 2005",11.55%
"Jan. 31, 2005",11.56%
"Dec. 31, 2004",11.57%
"Nov. 30, 2004",11.57%
"Oct. 31, 2004",11.57%
"Sept. 30, 2004",11.57%
"Aug. 31, 2004",11.57%
"July 31, 2004",11.57%
"June 30, 2004",11.57%
"May 31, 2004",11.57%
"April 30, 2004",11.57%
"March 31, 2004",11.57%
"Feb. 29, 2004",11.58%
"Jan. 31, 2004",11.58%
"Dec. 31, 2003",11.59%
"Nov. 30, 2003",11.59%
"Oct. 31, 2003",11.60%
"Sept. 30, 2003",11.60%
"Aug. 31, 2003",11.61%
"July 31, 2003",11.61%
"June 30, 2003",11.62%
"May 31, 2003",11.62%
"April 30, 2003",11.63%
"March 31, 2003",11.64%
"Feb. 28, 2003",11.64%
"Jan. 31, 2003",11.65%
"Dec. 31, 2002",11.66%
"Nov. 30, 2002",11.67%
"Oct. 31, 2002",11.68%
"Sept. 30, 2002",11.69%
"Aug. 31, 2002",11.65%
"July 31, 2002",11.54%
"June 30, 2002",11.24%
"May 31, 2002",11.25%
"April 30, 2002",11.25%
"March 31, 2002",11.26%
"Feb. 28, 2002",11.26%
"Jan. 31, 2002",11.26%
"Dec. 31, 2001",11.27%
"Nov. 30, 2001",11.27%
"Oct. 31, 2001",11.27%
"Sept. 30, 2001",11.27%
"Aug. 31, 2001",11.03%
"July 31, 2001",11.05%
"June 30, 2001",11.08%
"May 31, 2001",11.12%
"April 30, 2001",11.15%
"March 31, 2001",11.19%
"Feb. 28, 2001",11.22%
"Jan. 31, 2001",11.23%
"Dec. 31, 2000",11.24%
"Nov. 30, 2000",11.24%
"Oct. 31, 2000",11.25%
"Sept. 30, 2000",11.25%
"Aug. 31, 2000",11.26%
"July 31, 2000",11.26%
"June 30, 2000",11.27%
"May 31, 2000",11.27%
"April 30, 2000",11.27%
"March 31, 2000",11.27%
"Feb. 29, 2000",11.27%
"Jan. 31, 2000",11.04%
"Dec. 31, 1999",11.06%
"Nov. 30, 1999",11.10%
"Oct. 31, 1999",11.14%
"Sept. 30, 1999",11.17%
"Aug. 31, 1999",11.21%
"July 31, 1999",11.23%
"June 30, 1999",11.23%
"May 31, 1999",11.24%
"April 30, 1999",11.25%
"March 31, 1999",11.25%
"Feb. 28, 1999",11.26%
"Jan. 31, 1999",11.26%
"Dec. 31, 1998",11.27%
"Nov. 30, 1998",11.27%
"Oct. 31, 1998",11.27%
"Sept. 30, 1998",11.27%
"Aug. 31, 1998",11.27%
"July 31, 1998",11.27%
"June 30, 1998",11.27%
"May 31, 1998",11.31%
"April 30, 1998",11.34%
"March 31, 1998",11.38%
"Feb. 28, 1998",11.43%
"Jan. 31, 1998",11.46%
"Dec. 31, 1997",11.46%
"Nov. 30, 1997",11.46%
"Oct. 31, 1997",11.47%
"Sept. 30, 1997",11.47%
"Aug. 31, 1997",11.48%
"July 31, 1997",11.49%
"June 30, 1997",11.50%
"May 31, 1997",11.51%
