date,forward_pe_ratio
"March 19, 2020",22.68
"March 18, 2020",21.82
"March 17, 2020",24.25
"March 16, 2020",22.72
"March 13, 2020",25.11
"March 12, 2020",23.36
"March 11, 2020",26.37
"March 10, 2020",27.27
"March 9, 2020",26.30
"March 6, 2020",29.96
"March 5, 2020",31.48
"March 4, 2020",32.93
"March 3, 2020",32.23
"March 2, 2020",33.85
"Feb. 28, 2020",32.32
"Feb. 27, 2020",31.30
"Feb. 26, 2020",33.30
"Feb. 25, 2020",34.05
"Feb. 24, 2020",35.41
"Feb. 21, 2020",37.15
"Feb. 20, 2020",37.61
"Feb. 19, 2020",37.91
"Feb. 18, 2020",37.62
"Feb. 14, 2020",38.10
"Feb. 13, 2020",38.28
"Feb. 12, 2020",38.49
"Feb. 11, 2020",38.03
"Feb. 10, 2020",37.67
"Feb. 7, 2020",38.62
"Feb. 6, 2020",38.88
"Feb. 5, 2020",39.41
"Feb. 4, 2020",37.68
"Feb. 3, 2020",38.15
"Jan. 31, 2020",39.03
"Jan. 30, 2020",40.71
"Jan. 29, 2020",40.28
"Jan. 28, 2020",40.62
"Jan. 27, 2020",40.67
"Jan. 24, 2020",41.67
"Jan. 23, 2020",41.95
"Jan. 22, 2020",42.21
"Jan. 21, 2020",42.46
"Jan. 17, 2020",43.07
"Jan. 16, 2020",43.24
"Jan. 15, 2020",43.41
"Jan. 14, 2020",43.48
"Jan. 13, 2020",43.85
"Jan. 10, 2020",43.44
"Jan. 9, 2020",43.83
"Jan. 8, 2020",43.50
"Jan. 7, 2020",44.16
"Jan. 6, 2020",44.53
"Jan. 3, 2020",44.19
"Jan. 2, 2020",44.54
"Dec. 31, 2019",43.84
"Dec. 30, 2019",29.91
"Dec. 27, 2019",30.08
"Dec. 26, 2019",30.19
"Dec. 24, 2019",30.14
"Dec. 23, 2019",30.26
"Dec. 20, 2019",30.10
"Dec. 19, 2019",29.87
"Dec. 18, 2019",30.07
"Dec. 17, 2019",29.99
"Dec. 16, 2019",30.13
"Dec. 13, 2019",29.80
"Dec. 12, 2019",30.28
"Dec. 11, 2019",29.68
"Dec. 10, 2019",29.73
"Dec. 9, 2019",29.98
"Dec. 6, 2019",29.92
"Dec. 5, 2019",29.45
"Dec. 4, 2019",29.55
"Dec. 3, 2019",29.22
"Dec. 2, 2019",29.45
"Nov. 29, 2019",29.33
"Nov. 27, 2019",29.57
"Nov. 26, 2019",29.59
"Nov. 25, 2019",29.66
"Nov. 22, 2019",29.86
"Nov. 21, 2019",29.99
"Nov. 20, 2019",29.28
"Nov. 19, 2019",29.19
"Nov. 18, 2019",29.49
"Nov. 15, 2019",29.78
"Nov. 14, 2019",29.49
"Nov. 13, 2019",29.61
"Nov. 12, 2019",29.86
"Nov. 11, 2019",30.28
"Nov. 8, 2019",30.46
"Nov. 7, 2019",31.43
"Nov. 6, 2019",30.77
"Nov. 5, 2019",31.46
"Nov. 4, 2019",30.85
"Nov. 1, 2019",29.96
"Oct. 31, 2019",29.08
"Oct. 30, 2019",29.15
"Oct. 29, 2019",29.46
"Oct. 28, 2019",29.55
"Oct. 25, 2019",29.81
"Oct. 24, 2019",29.74
"Oct. 23, 2019",30.02
"Oct. 22, 2019",29.74
"Oct. 21, 2019",29.59
"Oct. 18, 2019",29.10
"Oct. 17, 2019",29.33
"Oct. 16, 2019",29.37
"Oct. 15, 2019",29.88
"Oct. 14, 2019",29.78
"Oct. 11, 2019",29.69
"Oct. 10, 2019",29.38
"Oct. 9, 2019",29.03
"Oct. 8, 2019",28.71
"Oct. 7, 2019",29.28
"Oct. 4, 2019",29.69
"Oct. 3, 2019",29.26
"Oct. 2, 2019",28.90
"Oct. 1, 2019",29.68
"Sept. 30, 2019",30.39
"Sept. 27, 2019",30.77
"Sept. 26, 2019",30.55
"Sept. 25, 2019",30.71
"Sept. 24, 2019",30.62
"Sept. 23, 2019",31.05
"Sept. 20, 2019",31.03
"Sept. 19, 2019",31.13
"Sept. 18, 2019",31.34
"Sept. 17, 2019",31.50
"Sept. 16, 2019",31.74
"Sept. 13, 2019",31.27
"Sept. 12, 2019",30.98
"Sept. 11, 2019",30.96
"Sept. 10, 2019",31.02
"Sept. 9, 2019",30.77
"Sept. 6, 2019",30.53
"Sept. 5, 2019",30.25
"Sept. 4, 2019",29.83
"Sept. 3, 2019",29.51
"Aug. 30, 2019",29.48
"Aug. 29, 2019",29.45
"Aug. 28, 2019",29.13
"Aug. 27, 2019",28.92
"Aug. 26, 2019",29.21
"Aug. 23, 2019",29.05
"Aug. 22, 2019",29.95
"Aug. 21, 2019",30.01
"Aug. 20, 2019",29.71
"Aug. 19, 2019",29.89
"Aug. 16, 2019",29.40
"Aug. 15, 2019",28.95
"Aug. 14, 2019",29.12
"Aug. 13, 2019",30.34
"Aug. 12, 2019",29.97
"Aug. 9, 2019",30.49
"Aug. 8, 2019",31.16
"Aug. 7, 2019",30.35
"Aug. 6, 2019",30.54
"Aug. 5, 2019",30.25
"Aug. 2, 2019",30.88
"Aug. 1, 2019",31.19
"July 31, 2019",32.01
"July 30, 2019",32.43
"July 29, 2019",32.43
"July 26, 2019",32.20
"July 25, 2019",32.25
"July 24, 2019",32.44
"July 23, 2019",32.44
"July 22, 2019",32.31
"July 19, 2019",32.28
"July 18, 2019",32.21
"July 17, 2019",32.49
"July 16, 2019",32.68
"July 15, 2019",33.18
"July 12, 2019",33.42
"July 11, 2019",33.39
"July 10, 2019",33.36
"July 9, 2019",32.90
"July 8, 2019",32.92
"July 5, 2019",32.77
"July 3, 2019",32.90
"July 2, 2019",32.59
"July 1, 2019",32.95
"June 30, 2019",
"June 28, 2019",32.98
"June 27, 2019",32.64
"June 26, 2019",32.97
"June 25, 2019",32.83
"June 24, 2019",33.12
"June 21, 2019",33.44
"June 20, 2019",32.98
"June 19, 2019",32.42
"June 18, 2019",32.60
"June 17, 2019",32.32
"June 14, 2019",32.00
"June 13, 2019",32.15
"June 12, 2019",31.87
"June 11, 2019",32.21
"June 10, 2019",32.24
"June 7, 2019",32.10
"June 6, 2019",31.99
"June 5, 2019",31.41
"June 4, 2019",31.68
"June 3, 2019",30.94
"May 31, 2019",30.46
"May 30, 2019",30.98
"May 29, 2019",31.06
"May 28, 2019",31.25
"May 24, 2019",31.90
"May 23, 2019",31.76
"May 22, 2019",32.52
"May 21, 2019",32.82
"May 20, 2019",32.67
"May 17, 2019",32.67
