date,cash_investing_ttm
"Dec. 31, 2019",-23.08B
"Sept. 30, 2019",-24.40B
"June 30, 2019",-22.16B
"March 31, 2019",-20.38B
"Dec. 31, 2018",-16.45B
"Sept. 30, 2018",-17.40B
"June 30, 2018",-16.05B
"March 31, 2018",-13.83B
"Dec. 31, 2017",-15.73B
"Sept. 30, 2017",-10.87B
"June 30, 2017",-11.55B
"March 31, 2017",-11.82B
"Dec. 31, 2016",-12.40B
"Sept. 30, 2016",-16.06B
"June 30, 2016",-18.48B
"March 31, 2016",-21.82B
"Dec. 31, 2015",-23.82B
"Sept. 30, 2015",-27.35B
"June 30, 2015",-29.34B
"March 31, 2015",-27.02B
"Dec. 31, 2014",-26.98B
"Sept. 30, 2014",-24.84B
"June 30, 2014",-26.14B
"March 31, 2014",-30.45B
"Dec. 31, 2013",-34.20B
"Sept. 30, 2013",-36.49B
"June 30, 2013",-35.04B
"March 31, 2013",-30.30B
"Dec. 31, 2012",-25.60B
"Sept. 30, 2012",-18.61B
"June 30, 2012",-15.42B
"March 31, 2012",-22.16B
"Dec. 31, 2011",-22.16B
"Sept. 30, 2011",-27.23B
"June 30, 2011",-29.82B
"March 31, 2011",-24.39B
"Dec. 31, 2010",-24.20B
"Sept. 30, 2010",-23.55B
"June 30, 2010",-22.95B
"March 31, 2010",-22.85B
"Dec. 31, 2009",-22.42B
"Sept. 30, 2009",-18.62B
"June 30, 2009",-16.44B
"March 31, 2009",-15.94B
"Dec. 31, 2008",-15.50B
"Sept. 30, 2008",-12.54B
"June 30, 2008",-12.17B
"March 31, 2008",-10.79B
"Dec. 31, 2007",-9.728B
"Sept. 30, 2007",-13.53B
"June 30, 2007",-13.78B
"March 31, 2007",-13.96B
"Dec. 31, 2006",-14.23B
"Sept. 30, 2006",-13.66B
"June 30, 2006",-13.83B
"March 31, 2006",-12.69B
"Dec. 31, 2005",-10.27B
"Sept. 30, 2005",-11.27B
"June 30, 2005",-9.974B
"March 31, 2005",-14.42B
"Dec. 31, 2004",-14.91B
"Sept. 30, 2004",-14.16B
"June 30, 2004",-14.62B
"March 31, 2004",-11.69B
"Dec. 31, 2003",-10.84B
"Sept. 30, 2003",-9.939B
"June 30, 2003",-9.759B
"March 31, 2003",-9.256B
"Dec. 31, 2002",-9.758B
"Sept. 30, 2002",-9.791B
"June 30, 2002",-9.267B
"March 31, 2002",-8.356B
"Dec. 31, 2001",-8.211B
"Sept. 30, 2001",-7.54B
"June 30, 2001",-6.719B
"March 31, 2001",-5.248B
"Dec. 31, 2000",-3.298B
"Sept. 30, 2000",-4.725B
"June 30, 2000",-5.607B
"March 31, 2000",-7.826B
"Dec. 31, 1999",-10.98B
"Sept. 30, 1999",-14.40B
"June 30, 1999",-14.19B
"March 31, 1999",-13.14B
"Dec. 31, 1998",-11.98B
"Sept. 30, 1998",-11.18B
"June 30, 1998",-10.84B
"March 31, 1998",-10.89B
"Dec. 31, 1997",-10.84B
"Sept. 30, 1997",-7.031B
"June 30, 1997",-6.523B
"March 31, 1997",-6.576B
"Dec. 31, 1996",-6.515B
"Sept. 30, 1996",-6.854B
"June 30, 1996",-7.288B
"March 31, 1996",-6.594B
"Dec. 31, 1995",-6.355B
"Sept. 30, 1995",-5.867B
"June 30, 1995",-5.865B
"March 31, 1995",-5.651B
"Dec. 31, 1994",-5.422B
"Sept. 30, 1994",-5.817B
"June 30, 1994",-5.238B
"March 31, 1994",-5.762B
"Dec. 31, 1993",-6.101B
"Sept. 30, 1993",-6.299B
"June 30, 1993",-6.564B
"March 31, 1993",-6.679B
"Dec. 31, 1992",-7.033B
"Sept. 30, 1992",-6.938B
"June 30, 1992",-6.968B
"March 31, 1992",-6.734B
"Dec. 31, 1991",-6.22B
"Sept. 30, 1991",-5.734B
"June 30, 1991",-5.436B
"March 31, 1991",-4.982B
"Dec. 31, 1990",-5.169B
