date,max_drawdown_all
"Feb. 29, 2020",46.60%
"Jan. 31, 2020",46.60%
"Dec. 31, 2019",46.60%
"Nov. 30, 2019",46.60%
"Oct. 31, 2019",46.60%
"Sept. 30, 2019",46.60%
"Aug. 31, 2019",46.60%
"July 31, 2019",46.60%
"June 30, 2019",46.60%
"May 31, 2019",46.60%
"April 30, 2019",46.60%
"March 31, 2019",46.60%
"Feb. 28, 2019",46.60%
"Jan. 31, 2019",46.60%
"Dec. 31, 2018",46.60%
"Nov. 30, 2018",46.60%
"Oct. 31, 2018",46.60%
"Sept. 30, 2018",46.60%
"Aug. 31, 2018",46.60%
"July 31, 2018",46.60%
"June 30, 2018",46.60%
"May 31, 2018",46.60%
"April 30, 2018",46.60%
"March 31, 2018",46.60%
"Feb. 28, 2018",46.60%
"Jan. 31, 2018",46.60%
"Dec. 31, 2017",46.60%
"Nov. 30, 2017",46.60%
"Oct. 31, 2017",46.60%
"Sept. 30, 2017",46.60%
"Aug. 31, 2017",46.60%
"July 31, 2017",46.60%
"June 30, 2017",46.60%
"May 31, 2017",46.60%
"April 30, 2017",46.60%
"March 31, 2017",46.60%
"Feb. 28, 2017",46.60%
"Jan. 31, 2017",46.60%
"Dec. 31, 2016",46.60%
"Nov. 30, 2016",46.60%
"Oct. 31, 2016",46.60%
"Sept. 30, 2016",46.60%
"Aug. 31, 2016",46.60%
"July 31, 2016",46.60%
"June 30, 2016",46.60%
"May 31, 2016",46.60%
"April 30, 2016",46.60%
"March 31, 2016",46.60%
"Feb. 29, 2016",46.60%
"Jan. 31, 2016",46.60%
"Dec. 31, 2015",46.60%
"Nov. 30, 2015",46.60%
"Oct. 31, 2015",46.60%
"Sept. 30, 2015",46.60%
"Aug. 31, 2015",46.60%
"July 31, 2015",46.60%
"June 30, 2015",46.60%
"May 31, 2015",46.60%
"April 30, 2015",46.60%
"March 31, 2015",46.60%
"Feb. 28, 2015",46.60%
"Jan. 31, 2015",46.60%
"Dec. 31, 2014",46.60%
"Nov. 30, 2014",46.60%
"Oct. 31, 2014",46.60%
"Sept. 30, 2014",46.60%
"Aug. 31, 2014",46.60%
"July 31, 2014",46.60%
"June 30, 2014",46.60%
"May 31, 2014",46.60%
"April 30, 2014",46.60%
"March 31, 2014",46.60%
"Feb. 28, 2014",46.60%
"Jan. 31, 2014",46.60%
"Dec. 31, 2013",46.60%
"Nov. 30, 2013",46.60%
"Oct. 31, 2013",46.60%
"Sept. 30, 2013",46.60%
"Aug. 31, 2013",46.60%
"July 31, 2013",46.60%
"June 30, 2013",46.60%
"May 31, 2013",46.60%
"April 30, 2013",46.60%
"March 31, 2013",46.60%
"Feb. 28, 2013",46.60%
"Jan. 31, 2013",46.60%
"Dec. 31, 2012",46.60%
"Nov. 30, 2012",46.60%
"Oct. 31, 2012",46.60%
"Sept. 30, 2012",46.60%
"Aug. 31, 2012",46.60%
"July 31, 2012",46.60%
"June 30, 2012",46.60%
"May 31, 2012",46.60%
"April 30, 2012",46.60%
"March 31, 2012",46.60%
"Feb. 29, 2012",46.60%
"Jan. 31, 2012",46.60%
"Dec. 31, 2011",46.60%
"Nov. 30, 2011",46.60%
"Oct. 31, 2011",46.60%
"Sept. 30, 2011",46.60%
"Aug. 31, 2011",46.60%
"July 31, 2011",46.60%
"June 30, 2011",46.60%
"May 31, 2011",46.60%
"April 30, 2011",46.60%
"March 31, 2011",46.60%
"Feb. 28, 2011",46.60%
"Jan. 31, 2011",46.60%
"Dec. 31, 2010",46.60%
"Nov. 30, 2010",46.60%
"Oct. 31, 2010",46.60%
"Sept. 30, 2010",46.60%
"Aug. 31, 2010",46.60%
"July 31, 2010",46.60%
"June 30, 2010",46.60%
"May 31, 2010",46.60%
"April 30, 2010",46.60%
"March 31, 2010",46.60%
"Feb. 28, 2010",46.60%
"Jan. 31, 2010",46.60%
"Dec. 31, 2009",46.60%
"Nov. 30, 2009",46.60%
"Oct. 31, 2009",46.60%
