date,ebitda_margin_ttm
"Dec. 31, 2019",15.61%
"Sept. 30, 2019",15.99%
"June 30, 2019",16.87%
"March 31, 2019",17.27%
"Dec. 31, 2018",18.07%
"Sept. 30, 2018",16.70%
"June 30, 2018",16.36%
"March 31, 2018",16.45%
"Dec. 31, 2017",16.52%
"Sept. 30, 2017",18.40%
"June 30, 2017",17.37%
"March 31, 2017",16.54%
"Dec. 31, 2016",15.32%
"Sept. 30, 2016",14.75%
"June 30, 2016",15.29%
"March 31, 2016",16.14%
"Dec. 31, 2015",16.81%
"Sept. 30, 2015",16.19%
"June 30, 2015",16.63%
"March 31, 2015",16.99%
"Dec. 31, 2014",17.56%
"Sept. 30, 2014",17.97%
"June 30, 2014",17.90%
"March 31, 2014",17.72%
"Dec. 31, 2013",17.80%
"Sept. 30, 2013",18.37%
"June 30, 2013",18.93%
"March 31, 2013",21.47%
"Dec. 31, 2012",21.00%
"Sept. 30, 2012",20.63%
"June 30, 2012",20.44%
"March 31, 2012",18.45%
"Dec. 31, 2011",19.08%
"Sept. 30, 2011",19.35%
"June 30, 2011",19.27%
"March 31, 2011",19.18%
"Dec. 31, 2010",18.37%
"Sept. 30, 2010",17.22%
"June 30, 2010",16.52%
"March 31, 2010",15.72%
"Dec. 31, 2009",15.41%
"Sept. 30, 2009",16.89%
"June 30, 2009",19.33%
"March 31, 2009",19.91%
"Dec. 31, 2008",20.43%
"Sept. 30, 2008",15.99%
"June 30, 2008",16.73%
"March 31, 2008",17.26%
"Dec. 31, 2007",19.29%
"Sept. 30, 2007",27.02%
"June 30, 2007",27.48%
"March 31, 2007",29.65%
"Dec. 31, 2006",27.34%
"Sept. 30, 2006",19.42%
"June 30, 2006",18.78%
"March 31, 2006",17.63%
"Dec. 31, 2005",19.15%
"Sept. 30, 2005",19.54%
"June 30, 2005",18.77%
"March 31, 2005",18.34%
"Dec. 31, 2004",17.59%
"Sept. 30, 2004",26.52%
"June 30, 2004",26.12%
"March 31, 2004",26.11%
"Dec. 31, 2003",26.66%
"Sept. 30, 2003",25.88%
"June 30, 2003",25.88%
"March 31, 2003",25.31%
"Dec. 31, 2002",23.93%
"Sept. 30, 2002",24.29%
"June 30, 2002",26.27%
"March 31, 2002",26.67%
"Dec. 31, 2001",27.53%
"Sept. 30, 2001",33.10%
"June 30, 2001",30.00%
"March 31, 2001",28.25%
"Dec. 31, 2000",25.73%
"Sept. 30, 2000",12.40%
"June 30, 2000",11.76%
"March 31, 2000",10.80%
"Dec. 31, 1999",9.81%
"Sept. 30, 1999",10.91%
"June 30, 1999",10.47%
"March 31, 1999",10.25%
"Dec. 31, 1998",10.54%
"Sept. 30, 1998",13.38%
"June 30, 1998",13.74%
"March 31, 1998",14.08%
"Dec. 31, 1997",14.35%
"Sept. 30, 1997",14.36%
"June 30, 1997",14.06%
"March 31, 1997",13.65%
"Dec. 31, 1996",13.18%
"Sept. 30, 1996",13.17%
"June 30, 1996",13.48%
"March 31, 1996",13.59%
"Dec. 31, 1995",13.52%
"Sept. 30, 1995",13.30%
"June 30, 1995",12.77%
"March 31, 1995",12.16%
"Dec. 31, 1994",12.09%
"Sept. 30, 1994",12.33%
"June 30, 1994",12.47%
"March 31, 1994",12.72%
"Dec. 31, 1993",12.46%
"Sept. 30, 1993",11.98%
"June 30, 1993",11.78%
"March 31, 1993",11.43%
"Dec. 31, 1992",11.56%
"Sept. 30, 1992",11.02%
"June 30, 1992",11.07%
"March 31, 1992",11.49%
"Dec. 31, 1991",12.54%
"Sept. 30, 1991",13.38%
"June 30, 1991",13.46%
"March 31, 1991",13.83%
"Dec. 31, 1990",13.41%
"Sept. 30, 1990",13.65%
"June 30, 1990",14.42%
"March 31, 1990",36.42%
"Dec. 31, 1989",57.70%
"Sept. 30, 1989",-3.16%
"June 30, 1989",16.23%
"March 31, 1989",12.44%
"Dec. 31, 1988",10.42%
"Sept. 30, 1988",13.81%
"June 30, 1988",13.65%
"March 31, 1988",12.19%
"Dec. 31, 1987",9.17%
"Sept. 30, 1987",15.59%
"June 30, 1987",10.69%
"March 31, 1987",7.82%
"Dec. 31, 1986",11.23%
"Sept. 30, 1986",-1.97%
"June 30, 1986",4.74%
"March 31, 1986",10.36%
"Dec. 31, 1985",11.68%
"Sept. 30, 1985",6.65%
"June 30, 1985",7.82%
"March 31, 1985",9.18%
"Dec. 31, 1984",10.78%
