date,pe_10
"March 19, 2020",5.936
"March 18, 2020",5.710
"March 17, 2020",6.347
"March 16, 2020",5.947
"March 13, 2020",6.572
"March 12, 2020",6.410
"March 11, 2020",7.238
"March 10, 2020",7.484
"March 9, 2020",7.217
"March 6, 2020",8.222
"March 5, 2020",8.640
"March 4, 2020",9.038
"March 3, 2020",8.845
"March 2, 2020",9.290
"Feb. 28, 2020",8.869
"Feb. 27, 2020",8.590
"Feb. 26, 2020",9.140
"Feb. 25, 2020",9.345
"Feb. 24, 2020",9.717
"Feb. 21, 2020",10.19
"Feb. 20, 2020",10.32
"Feb. 19, 2020",10.40
"Feb. 18, 2020",10.32
"Feb. 14, 2020",10.46
"Feb. 13, 2020",10.51
"Feb. 12, 2020",10.56
"Feb. 11, 2020",10.44
"Feb. 10, 2020",10.34
"Feb. 7, 2020",10.60
"Feb. 6, 2020",10.67
"Feb. 5, 2020",10.82
"Feb. 4, 2020",10.34
"Feb. 3, 2020",10.47
"Jan. 31, 2020",10.71
"Jan. 30, 2020",11.17
"Jan. 29, 2020",11.05
"Jan. 28, 2020",11.15
"Jan. 27, 2020",11.16
"Jan. 24, 2020",11.43
"Jan. 23, 2020",11.51
"Jan. 22, 2020",11.58
"Jan. 21, 2020",11.65
"Jan. 17, 2020",11.82
"Jan. 16, 2020",11.87
"Jan. 15, 2020",11.91
"Jan. 14, 2020",11.93
"Jan. 13, 2020",12.03
"Jan. 10, 2020",11.92
"Jan. 9, 2020",12.03
"Jan. 8, 2020",11.94
"Jan. 7, 2020",12.12
"Jan. 6, 2020",12.22
"Jan. 3, 2020",12.13
"Jan. 2, 2020",12.22
"Dec. 31, 2019",12.03
"Dec. 30, 2019",11.95
"Dec. 27, 2019",12.02
"Dec. 26, 2019",12.06
"Dec. 24, 2019",12.04
"Dec. 23, 2019",12.09
"Dec. 20, 2019",12.03
"Dec. 19, 2019",11.93
"Dec. 18, 2019",12.01
"Dec. 17, 2019",11.98
"Dec. 16, 2019",12.04
"Dec. 13, 2019",11.90
"Dec. 12, 2019",12.10
"Dec. 11, 2019",11.86
"Dec. 10, 2019",11.88
"Dec. 9, 2019",11.98
"Dec. 6, 2019",11.95
"Dec. 5, 2019",11.76
"Dec. 4, 2019",11.80
"Dec. 3, 2019",11.67
"Dec. 2, 2019",11.77
"Nov. 29, 2019",11.72
