date,cash_on_hand
"Dec. 31, 2019",3.089B
"Sept. 30, 2019",5.351B
"June 30, 2019",4.213B
"March 31, 2019",4.586B
"Dec. 31, 2018",3.042B
"Sept. 30, 2018",5.669B
"June 30, 2018",3.43B
"March 31, 2018",4.125B
"Dec. 31, 2017",3.177B
"Sept. 30, 2017",4.266B
"June 30, 2017",4.042B
"March 31, 2017",4.897B
"Dec. 31, 2016",3.657B
"Sept. 30, 2016",5.093B
"June 30, 2016",4.358B
"March 31, 2016",4.846B
"Dec. 31, 2015",3.705B
"Sept. 30, 2015",4.296B
"June 30, 2015",4.343B
"March 31, 2015",5.184B
"Dec. 31, 2014",4.616B
"Sept. 30, 2014",4.962B
"June 30, 2014",6.083B
"March 31, 2014",5.601B
"Dec. 31, 2013",4.644B
"Sept. 30, 2013",5.31B
"June 30, 2013",4.609B
"March 31, 2013",6.214B
"Dec. 31, 2012",9.582B
"Sept. 30, 2012",13.06B
"June 30, 2012",17.80B
"March 31, 2012",18.67B
"Dec. 31, 2011",12.66B
"Sept. 30, 2011",11.02B
"June 30, 2011",10.04B
"March 31, 2011",12.83B
"Dec. 31, 2010",7.825B
"Sept. 30, 2010",12.26B
"June 30, 2010",13.27B
"March 31, 2010",13.83B
"Dec. 31, 2009",10.86B
"Sept. 30, 2009",12.62B
"June 30, 2009",15.73B
"March 31, 2009",25.14B
"Dec. 31, 2008",32.01B
"Sept. 30, 2008",38.43B
"June 30, 2008",39.70B
"March 31, 2008",41.39B
"Dec. 31, 2007",34.50B
"Sept. 30, 2007",31.61B
"June 30, 2007",28.96B
"March 31, 2007",29.99B
"Dec. 31, 2006",28.24B
"Sept. 30, 2006",32.73B
"June 30, 2006",32.11B
"March 31, 2006",31.94B
"Dec. 31, 2005",28.67B
"Sept. 30, 2005",29.24B
"June 30, 2005",25.65B
"March 31, 2005",25.16B
"Dec. 31, 2004",18.53B
"Sept. 30, 2004",16.11B
"June 30, 2004",14.18B
"March 31, 2004",15.89B
"Dec. 31, 2003",10.63B
"Sept. 30, 2003",11.02B
"June 30, 2003",12.52B
"March 31, 2003",12.33B
"Dec. 31, 2002",7.229B
"Sept. 30, 2002",6.937B
"June 30, 2002",5.70B
"March 31, 2002",6.622B
"Dec. 31, 2001",6.547B
"Sept. 30, 2001",9.026B
"June 30, 2001",9.298B
"March 31, 2001",10.91B
"Dec. 31, 2000",7.08B
"Sept. 30, 2000",6.646B
"June 30, 2000",5.863B
"March 31, 2000",2.985B
"Dec. 31, 1999",1.761B
"Sept. 30, 1999",1.19B
"June 30, 1999",1.328B
"March 31, 1999",1.385B
"Dec. 31, 1998",2.436B
"Sept. 30, 1998",2.101B
"June 30, 1998",2.689B
"March 31, 1998",3.841B
"Dec. 31, 1997",4.047B
"Sept. 30, 1997",4.781B
"June 30, 1997",4.72B
"March 31, 1997",5.263B
"Dec. 31, 1996",2.951B
"Sept. 30, 1996",2.91B
"June 30, 1996",3.222B
"March 31, 1996",3.523B
"Dec. 31, 1995",1.508B
"Sept. 30, 1995",2.20B
"June 30, 1995",2.577B
"March 31, 1995",2.77B
"Dec. 31, 1994",1.157B
"Sept. 30, 1994",1.70B
"June 30, 1994",1.879B
"March 31, 1994",1.648B
"Dec. 31, 1993",983.00M
"Sept. 30, 1993",1.552B
"June 30, 1993",1.387B
"March 31, 1993",1.109B
"Dec. 31, 1992",898.00M
"Sept. 30, 1992",994.00M
"June 30, 1992",1.32B
"March 31, 1992",1.627B
"Dec. 31, 1991",1.496B
"Sept. 30, 1991",1.417B
"June 30, 1991",1.036B
"March 31, 1991",1.635B
"Dec. 31, 1990",1.332B
"Sept. 30, 1990",1.34B
"June 30, 1990",1.53B
"March 31, 1990",1.684B
"Dec. 31, 1989",1.865B
"Sept. 30, 1989",1.999B
"Dec. 31, 1988",2.409B
"Dec. 31, 1987",2.531B
"Dec. 31, 1986",3.816B
"Dec. 31, 1985",2.474B
"Dec. 31, 1984",3.29B
