date,forward_ps_ratio
"March 19, 2020",0.6688
"March 18, 2020",0.6434
"March 17, 2020",0.715
"March 16, 2020",0.67
"March 13, 2020",0.7405
"March 12, 2020",0.7222
"March 11, 2020",0.8155
"March 10, 2020",0.8433
"March 9, 2020",0.8131
"March 6, 2020",0.9264
"March 5, 2020",0.9734
"March 4, 2020",1.018
"March 3, 2020",0.9965
"March 2, 2020",1.047
"Feb. 28, 2020",0.9992
"Feb. 27, 2020",0.9678
"Feb. 26, 2020",1.030
"Feb. 25, 2020",1.053
"Feb. 24, 2020",1.095
"Feb. 21, 2020",1.149
"Feb. 20, 2020",1.163
"Feb. 19, 2020",1.172
"Feb. 18, 2020",1.163
"Feb. 14, 2020",1.178
"Feb. 13, 2020",1.184
"Feb. 12, 2020",1.190
"Feb. 11, 2020",1.176
"Feb. 10, 2020",1.165
"Feb. 7, 2020",1.194
"Feb. 6, 2020",1.202
"Feb. 5, 2020",1.219
"Feb. 4, 2020",1.165
"Feb. 3, 2020",1.180
"Jan. 31, 2020",1.207
"Jan. 30, 2020",1.259
"Jan. 29, 2020",1.246
"Jan. 28, 2020",1.256
"Jan. 27, 2020",1.258
"Jan. 24, 2020",1.289
"Jan. 23, 2020",1.298
"Jan. 22, 2020",1.306
"Jan. 21, 2020",1.313
"Jan. 17, 2020",1.332
"Jan. 16, 2020",1.337
"Jan. 15, 2020",1.343
"Jan. 14, 2020",1.345
"Jan. 13, 2020",1.356
"Jan. 10, 2020",1.344
"Jan. 9, 2020",1.356
"Jan. 8, 2020",1.345
"Jan. 7, 2020",1.366
"Jan. 6, 2020",1.377
"Jan. 3, 2020",1.367
"Jan. 2, 2020",1.378
"Dec. 31, 2019",1.356
"Dec. 30, 2019",1.105
"Dec. 27, 2019",1.112
"Dec. 26, 2019",1.115
"Dec. 24, 2019",1.114
"Dec. 23, 2019",1.118
"Dec. 20, 2019",1.112
"Dec. 19, 2019",1.104
"Dec. 18, 2019",1.111
"Dec. 17, 2019",1.108
"Dec. 16, 2019",1.113
"Dec. 13, 2019",1.101
"Dec. 12, 2019",1.119
"Dec. 11, 2019",1.097
"Dec. 10, 2019",1.098
"Dec. 9, 2019",1.108
"Dec. 6, 2019",1.106
"Dec. 5, 2019",1.088
"Dec. 4, 2019",1.092
"Dec. 3, 2019",1.080
"Dec. 2, 2019",1.088
"Nov. 29, 2019",1.084
"Nov. 27, 2019",1.093
"Nov. 26, 2019",1.093
"Nov. 25, 2019",1.096
"Nov. 22, 2019",1.103
"Nov. 21, 2019",1.108
"Nov. 20, 2019",1.082
"Nov. 19, 2019",1.079
"Nov. 18, 2019",1.090
"Nov. 15, 2019",1.100
"Nov. 14, 2019",1.090
"Nov. 13, 2019",1.094
"Nov. 12, 2019",1.103
"Nov. 11, 2019",1.119
"Nov. 8, 2019",1.126
"Nov. 7, 2019",1.161
"Nov. 6, 2019",1.137
"Nov. 5, 2019",1.162
"Nov. 4, 2019",1.140
"Nov. 1, 2019",1.107
"Oct. 31, 2019",1.075
"Oct. 30, 2019",1.077
"Oct. 29, 2019",1.089
"Oct. 28, 2019",1.092
"Oct. 25, 2019",1.102
"Oct. 24, 2019",1.099
"Oct. 23, 2019",1.109
"Oct. 22, 2019",1.099
"Oct. 21, 2019",1.093
"Oct. 18, 2019",1.075
"Oct. 17, 2019",1.084
"Oct. 16, 2019",1.085
"Oct. 15, 2019",1.104
"Oct. 14, 2019",1.100
"Oct. 11, 2019",1.097
"Oct. 10, 2019",1.086
"Oct. 9, 2019",1.073
"Oct. 8, 2019",1.061
"Oct. 7, 2019",1.082
"Oct. 4, 2019",1.097
"Oct. 3, 2019",1.081
"Oct. 2, 2019",1.068
"Oct. 1, 2019",1.097
"Sept. 30, 2019",1.123
"Sept. 27, 2019",1.137
"Sept. 26, 2019",1.129
"Sept. 25, 2019",1.135
"Sept. 24, 2019",1.132
"Sept. 23, 2019",1.147
"Sept. 20, 2019",1.146
"Sept. 19, 2019",1.150
"Sept. 18, 2019",1.158
"Sept. 17, 2019",1.164
"Sept. 16, 2019",1.173
"Sept. 13, 2019",1.155
"Sept. 12, 2019",1.145
"Sept. 11, 2019",1.144
"Sept. 10, 2019",1.146
"Sept. 9, 2019",1.137
"Sept. 6, 2019",1.128
"Sept. 5, 2019",1.118
"Sept. 4, 2019",1.102
"Sept. 3, 2019",1.090
"Aug. 30, 2019",1.089
"Aug. 29, 2019",1.088
"Aug. 28, 2019",1.076
"Aug. 27, 2019",1.069
"Aug. 26, 2019",1.079
"Aug. 23, 2019",1.074
"Aug. 22, 2019",1.106
"Aug. 21, 2019",1.109
"Aug. 20, 2019",1.098
"Aug. 19, 2019",1.105
"Aug. 16, 2019",1.086
"Aug. 15, 2019",1.070
"Aug. 14, 2019",1.076
"Aug. 13, 2019",1.121
"Aug. 12, 2019",1.108
"Aug. 9, 2019",1.127
"Aug. 8, 2019",1.151
"Aug. 7, 2019",1.121
"Aug. 6, 2019",1.129
"Aug. 5, 2019",1.118
"Aug. 2, 2019",1.141
"Aug. 1, 2019",1.152
"July 31, 2019",1.183
"July 30, 2019",1.198
"July 29, 2019",1.198
"July 26, 2019",1.190
"July 25, 2019",1.192
"July 24, 2019",1.199
"July 23, 2019",1.199
"July 22, 2019",1.194
"July 19, 2019",1.193
"July 18, 2019",1.190
"July 17, 2019",1.200
"July 16, 2019",1.208
"July 15, 2019",1.226
"July 12, 2019",1.235
"July 11, 2019",1.234
"July 10, 2019",1.233
"July 9, 2019",1.216
"July 8, 2019",1.216
"July 5, 2019",1.211
"July 3, 2019",1.216
"July 2, 2019",1.204
"July 1, 2019",1.218
"June 30, 2019",
"June 28, 2019",1.219
"June 27, 2019",1.206
"June 26, 2019",1.219
"June 25, 2019",1.214
"June 24, 2019",1.224
"June 21, 2019",1.236
"June 20, 2019",1.219
"June 19, 2019",1.199
"June 18, 2019",1.205
"June 17, 2019",1.195
"June 14, 2019",1.183
"June 13, 2019",1.188
"June 12, 2019",1.178
"June 11, 2019",1.191
"June 10, 2019",1.192
"June 7, 2019",1.187
"June 6, 2019",1.182
"June 5, 2019",1.161
"June 4, 2019",1.171
"June 3, 2019",1.144
"May 31, 2019",1.126
"May 30, 2019",1.145
"May 29, 2019",1.148
"May 28, 2019",1.155
"May 24, 2019",1.179
"May 23, 2019",1.174
"May 22, 2019",1.202
"May 21, 2019",1.213
"May 20, 2019",1.208
"May 17, 2019",1.208
"May 16, 2019",1.215
"May 15, 2019",1.215
"May 14, 2019",1.206
"May 13, 2019",1.205
"May 10, 2019",1.218
"May 9, 2019",1.222
"May 8, 2019",1.223
"May 7, 2019",1.221
"May 6, 2019",1.227
"May 3, 2019",1.233
"May 2, 2019",1.230
"May 1, 2019",1.252
"April 30, 2019",1.278
"April 29, 2019",1.273
"April 26, 2019",1.281
"April 25, 2019",1.308
"April 24, 2019",1.301
"April 23, 2019",1.327
"April 22, 2019",1.319
"April 18, 2019",1.291
"April 17, 2019",1.296
"April 16, 2019",1.292
"April 15, 2019",1.283
"April 12, 2019",1.288
"April 11, 2019",1.304
"April 10, 2019",1.298
"April 9, 2019",1.304
"April 8, 2019",1.321
"April 5, 2019",1.313
"April 4, 2019",1.306
"April 3, 2019",1.287
"April 2, 2019",1.294
"April 1, 2019",1.300
"March 31, 2019",
"March 29, 2019",1.286
"March 28, 2019",1.285
"March 27, 2019",1.278
"March 26, 2019",1.288
