date,revenues_ttm
"Dec. 31, 2019",255.58B
"Sept. 30, 2019",260.81B
"June 30, 2019",271.58B
"March 31, 2019",275.54B
"Dec. 31, 2018",279.33B
"Sept. 30, 2018",276.39B
"June 30, 2018",261.55B
"March 31, 2018",246.12B
"Dec. 31, 2017",237.16B
"Sept. 30, 2017",212.25B
"June 30, 2017",209.66B
"March 31, 2017",210.00B
"Dec. 31, 2016",200.63B
"Sept. 30, 2016",198.29B
"June 30, 2016",207.20B
"March 31, 2016",222.20B
"Dec. 31, 2015",239.85B
"Sept. 30, 2015",285.66B
"June 30, 2015",323.19B
"March 31, 2015",357.55B
"Dec. 31, 2014",394.10B
"Sept. 30, 2014",416.26B
"June 30, 2014",421.44B
"March 31, 2014",418.77B
"Dec. 31, 2013",420.84B
"Sept. 30, 2013",423.98B
"June 30, 2013",426.58B
"March 31, 2013",436.27B
"Dec. 31, 2012",452.08B
"Sept. 30, 2012",456.59B
"June 30, 2012",467.02B
"March 31, 2012",476.04B
"Dec. 31, 2011",467.03B
"Sept. 30, 2011",452.67B
"June 30, 2011",424.11B
"March 31, 2011",392.59B
"Dec. 31, 2010",370.12B
"Sept. 30, 2010",358.24B
"June 30, 2010",345.97B
"March 31, 2010",330.18B
"Dec. 31, 2009",306.50B
"Sept. 30, 2009",301.30B
"June 30, 2009",355.63B
"March 31, 2009",419.24B
"Dec. 31, 2008",472.07B
"Sept. 30, 2008",497.58B
"June 30, 2008",465.00B
"March 31, 2008",425.28B
"Dec. 31, 2007",395.65B
"Sept. 30, 2007",377.94B
"June 30, 2007",375.19B
"March 31, 2007",375.88B
"Dec. 31, 2006",377.64B
"Sept. 30, 2006",386.95B
"June 30, 2006",388.08B
"March 31, 2006",377.61B
"Dec. 31, 2005",370.68B
"Sept. 30, 2005",354.70B
"June 30, 2005",330.36B
"March 31, 2005",312.48B
"Dec. 31, 2004",298.04B
"Sept. 30, 2004",280.62B
"June 30, 2004",264.09B
"March 31, 2004",250.56B
"Dec. 31, 2003",246.74B
"Sept. 30, 2003",237.00B
"June 30, 2003",231.25B
"March 31, 2003",224.89B
"Dec. 31, 2002",204.51B
"Sept. 30, 2002",195.48B
"June 30, 2002",197.83B
"March 31, 2002",203.21B
"Dec. 31, 2001",217.12B
"Sept. 30, 2001",252.34B
"June 30, 2001",248.07B
"March 31, 2001",241.37B
"Dec. 31, 2000",231.85B
"Sept. 30, 2000",216.51B
"June 30, 2000",207.93B
"March 31, 2000",196.50B
"Dec. 31, 1999",182.53B
"Sept. 30, 1999",205.48B
"June 30, 1999",186.40B
"March 31, 1999",173.55B
"Dec. 31, 1998",169.71B
"Sept. 30, 1998",166.35B
"June 30, 1998",170.61B
"March 31, 1998",174.09B
"Dec. 31, 1997",173.68B
"Sept. 30, 1997",119.51B
"June 30, 1997",119.83B
"March 31, 1997",119.12B
"Dec. 31, 1996",116.73B
"Sept. 30, 1996",111.12B
"June 30, 1996",109.06B
"March 31, 1996",108.93B
"Dec. 31, 1995",107.89B
"Sept. 30, 1995",107.50B
"June 30, 1995",106.53B
"March 31, 1995",102.93B
"Dec. 31, 1994",99.68B
"Sept. 30, 1994",97.70B
"June 30, 1994",96.11B
"March 31, 1994",96.57B
"Dec. 31, 1993",97.82B
"Sept. 30, 1993",100.19B
"June 30, 1993",102.98B
"March 31, 1993",102.82B
"Dec. 31, 1992",103.16B
"Sept. 30, 1992",103.38B
"June 30, 1992",100.38B
"March 31, 1992",100.08B
"Dec. 31, 1991",102.85B
"Sept. 30, 1991",107.59B
"June 30, 1991",109.44B
"March 31, 1991",108.63B
"Dec. 31, 1990",105.52B
"Sept. 30, 1990",97.35B
"June 30, 1990",92.52B
"March 31, 1990",92.68B
"Dec. 31, 1989",90.80B
"Sept. 30, 1989",86.58B
"June 30, 1989",85.08B
"March 31, 1989",81.40B
"Dec. 31, 1988",79.56B
"Sept. 30, 1988",80.53B
"June 30, 1988",80.38B
"March 31, 1988",79.04B
"Dec. 31, 1987",76.42B
"Sept. 30, 1987",73.49B
"June 30, 1987",69.46B
"March 31, 1987",67.30B
"Dec. 31, 1986",69.89B
"Sept. 30, 1986",75.07B
"June 30, 1986",80.36B
"March 31, 1986",85.39B
"Dec. 31, 1985",86.67B
"Sept. 30, 1985",86.84B
"June 30, 1985",87.94B
"March 31, 1985",89.26B
"Dec. 31, 1984",90.85B
