date,ca_score
"Dec. 31, 2019",0.2427
"Sept. 30, 2019",0.2804
"June 30, 2019",0.3589
"March 31, 2019",0.3994
"Dec. 31, 2018",0.4463
"Sept. 30, 2018",0.346
"June 30, 2018",0.274
"March 31, 2018",0.2073
"Dec. 31, 2017",0.1551
"Sept. 30, 2017",0.0647
"June 30, 2017",0.0104
"March 31, 2017",-0.0322
"Dec. 31, 2016",-0.105
"Sept. 30, 2016",-0.0899
"June 30, 2016",-0.055
"March 31, 2016",0.0233
"Dec. 31, 2015",0.1031
"Sept. 30, 2015",0.2354
"June 30, 2015",0.3729
"March 31, 2015",0.5047
"Dec. 31, 2014",0.6553
"Sept. 30, 2014",0.7429
"June 30, 2014",0.7414
"March 31, 2014",0.7214
"Dec. 31, 2013",0.7448
"Sept. 30, 2013",0.7959
"June 30, 2013",0.8614
"March 31, 2013",1.021
"Dec. 31, 2012",1.045
"Sept. 30, 2012",1.038
"June 30, 2012",1.059
"March 31, 2012",0.9579
"Dec. 31, 2011",1.035
"Sept. 30, 2011",1.041
"June 30, 2011",0.9509
"March 31, 2011",0.8938
"Dec. 31, 2010",0.8422
"Sept. 30, 2010",0.7972
"June 30, 2010",0.7851
"March 31, 2010",0.7415
"Dec. 31, 2009",0.665
"Sept. 30, 2009",0.7182
"June 30, 2009",1.100
"March 31, 2009",1.426
"Dec. 31, 2008",1.726
"Sept. 30, 2008",1.454
"June 30, 2008",1.429
"March 31, 2008",1.393
"Dec. 31, 2007",1.508
"Sept. 30, 2007",2.036
"June 30, 2007",2.115
"March 31, 2007",2.330
"Dec. 31, 2006",2.227
"Sept. 30, 2006",1.688
"June 30, 2006",1.687
"March 31, 2006",1.567
"Dec. 31, 2005",1.693
"Sept. 30, 2005",1.646
"June 30, 2005",1.491
"March 31, 2005",1.380
"Dec. 31, 2004",1.286
"Sept. 30, 2004",1.844
"June 30, 2004",1.721
"March 31, 2004",1.622
"Dec. 31, 2003",1.680
"Sept. 30, 2003",1.591
"June 30, 2003",1.587
"March 31, 2003",1.558
"Dec. 31, 2002",1.338
"Sept. 30, 2002",1.290
"June 30, 2002",1.442
"March 31, 2002",1.506
"Dec. 31, 2001",1.665
"Sept. 30, 2001",2.422
"June 30, 2001",2.101
"March 31, 2001",1.868
"Dec. 31, 2000",1.548
"Sept. 30, 2000",0.5727
"June 30, 2000",0.5748
"March 31, 2000",0.5394
"Dec. 31, 1999",0.3578
"Sept. 30, 1999",0.6712
"June 30, 1999",0.5037
"March 31, 1999",0.3913
"Dec. 31, 1998",0.3906
"Sept. 30, 1998",0.6922
"June 30, 1998",0.7647
"March 31, 1998",0.8149
"Dec. 31, 1997",0.8256
"Sept. 30, 1997",0.3696
"June 30, 1997",0.3703
"March 31, 1997",0.3294
"Dec. 31, 1996",0.2736
"Sept. 30, 1996",0.2076
"June 30, 1996",0.1978
"March 31, 1996",0.186
"Dec. 31, 1995",0.1667
"Sept. 30, 1995",0.137
"June 30, 1995",0.0922
"March 31, 1995",0.0178
"Dec. 31, 1994",-0.02
"Sept. 30, 1994",-0.0374
"June 30, 1994",-0.0518
"March 31, 1994",-0.044
"Dec. 31, 1993",-0.0567
"Sept. 30, 1993",-0.0838
"June 30, 1993",-0.0625
"March 31, 1993",-0.0829
"Dec. 31, 1992",-0.087
"Sept. 30, 1992",-0.0971
"June 30, 1992",-0.1251
"March 31, 1992",-0.1064
"Dec. 31, 1991",-0.0473
"Sept. 30, 1991",0.0074
"June 30, 1991",0.0185
"March 31, 1991",-0.0049
"Dec. 31, 1990",-0.098
"Sept. 30, 1990",-0.1499
"June 30, 1990",-0.1637
"March 31, 1990",1.033
"Dec. 31, 1989",2.315
