date,ebitda_ttm
"Dec. 31, 2019",39.88B
"Sept. 30, 2019",41.71B
"June 30, 2019",45.82B
"March 31, 2019",47.59B
"Dec. 31, 2018",50.46B
"Sept. 30, 2018",46.14B
"June 30, 2018",42.78B
"March 31, 2018",40.50B
"Dec. 31, 2017",39.17B
"Sept. 30, 2017",39.05B
"June 30, 2017",36.42B
"March 31, 2017",34.74B
"Dec. 31, 2016",30.73B
"Sept. 30, 2016",29.24B
"June 30, 2016",31.68B
"March 31, 2016",35.87B
"Dec. 31, 2015",40.32B
"Sept. 30, 2015",46.25B
"June 30, 2015",53.74B
"March 31, 2015",60.75B
"Dec. 31, 2014",69.21B
"Sept. 30, 2014",74.79B
"June 30, 2014",75.46B
"March 31, 2014",74.22B
"Dec. 31, 2013",74.90B
"Sept. 30, 2013",77.88B
"June 30, 2013",80.77B
"March 31, 2013",93.65B
"Dec. 31, 2012",94.94B
"Sept. 30, 2012",94.21B
"June 30, 2012",95.44B
"March 31, 2012",87.84B
"Dec. 31, 2011",89.09B
"Sept. 30, 2011",87.60B
"June 30, 2011",81.72B
"March 31, 2011",75.28B
"Dec. 31, 2010",67.98B
"Sept. 30, 2010",61.71B
"June 30, 2010",57.14B
"March 31, 2010",51.90B
"Dec. 31, 2009",47.24B
"Sept. 30, 2009",50.90B
"June 30, 2009",68.73B
"March 31, 2009",83.49B
"Dec. 31, 2008",96.45B
"Sept. 30, 2008",79.58B
"June 30, 2008",77.81B
"March 31, 2008",73.38B
"Dec. 31, 2007",76.32B
"Sept. 30, 2007",102.10B
"June 30, 2007",103.10B
"March 31, 2007",111.43B
"Dec. 31, 2006",103.24B
"Sept. 30, 2006",75.16B
"June 30, 2006",72.89B
"March 31, 2006",66.58B
"Dec. 31, 2005",70.98B
"Sept. 30, 2005",69.32B
"June 30, 2005",62.01B
"March 31, 2005",57.31B
"Dec. 31, 2004",52.42B
"Sept. 30, 2004",74.43B
"June 30, 2004",68.97B
"March 31, 2004",65.42B
"Dec. 31, 2003",65.77B
"Sept. 30, 2003",61.33B
"June 30, 2003",59.84B
"March 31, 2003",56.91B
"Dec. 31, 2002",48.93B
"Sept. 30, 2002",47.49B
"June 30, 2002",51.96B
"March 31, 2002",54.19B
"Dec. 31, 2001",59.77B
"Sept. 30, 2001",83.52B
"June 30, 2001",74.41B
"March 31, 2001",68.18B
"Dec. 31, 2000",59.64B
"Sept. 30, 2000",26.84B
"June 30, 2000",24.46B
"March 31, 2000",21.22B
"Dec. 31, 1999",17.90B
"Sept. 30, 1999",22.42B
"June 30, 1999",19.51B
"March 31, 1999",17.78B
"Dec. 31, 1998",17.89B
"Sept. 30, 1998",22.26B
"June 30, 1998",23.44B
"March 31, 1998",24.51B
"Dec. 31, 1997",24.93B
"Sept. 30, 1997",17.16B
"June 30, 1997",16.84B
"March 31, 1997",16.26B
"Dec. 31, 1996",15.39B
"Sept. 30, 1996",14.63B
"June 30, 1996",14.71B
"March 31, 1996",14.80B
"Dec. 31, 1995",14.58B
"Sept. 30, 1995",14.29B
"June 30, 1995",13.60B
"March 31, 1995",12.52B
"Dec. 31, 1994",12.05B
"Sept. 30, 1994",12.04B
"June 30, 1994",11.98B
"March 31, 1994",12.28B
"Dec. 31, 1993",12.19B
"Sept. 30, 1993",12.00B
"June 30, 1993",12.13B
"March 31, 1993",11.76B
"Dec. 31, 1992",11.93B
"Sept. 30, 1992",11.39B
"June 30, 1992",11.12B
"March 31, 1992",11.50B
"Dec. 31, 1991",12.90B
"Sept. 30, 1991",14.40B
"June 30, 1991",14.73B
"March 31, 1991",15.03B
"Dec. 31, 1990",14.15B
"Sept. 30, 1990",13.29B
"June 30, 1990",13.34B
"March 31, 1990",33.75B
"Dec. 31, 1989",52.39B
"Sept. 30, 1989",-2.733B
"June 30, 1989",13.81B
"March 31, 1989",10.12B
"Dec. 31, 1988",8.287B
"Sept. 30, 1988",11.12B
"June 30, 1988",10.97B
"March 31, 1988",9.633B
"Dec. 31, 1987",7.008B
"Sept. 30, 1987",11.46B
"June 30, 1987",7.427B
"March 31, 1987",5.266B
"Dec. 31, 1986",7.851B
"Sept. 30, 1986",-1.481B
"June 30, 1986",3.812B
"March 31, 1986",8.843B
"Dec. 31, 1985",10.12B
"Sept. 30, 1985",5.776B
"June 30, 1985",6.877B
"March 31, 1985",8.195B
"Dec. 31, 1984",9.792B
